date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2023-01-02,2023-01-02,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,5,5,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-03,2023-01-03,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-04,2023-01-04,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-05,2023-01-05,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-06,2023-01-06,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-09,2023-01-09,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-10,2023-01-10,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-11,2023-01-11,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-12,2023-01-12,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-13,2023-01-13,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-16,2023-01-16,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-17,2023-01-17,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-18,2023-01-18,hephaestus_10000,Hephaestus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-19,2023-01-19,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.625,0.25,equilibrio,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-20,2023-01-20,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.625,0.25,equilibrio,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-23,2023-01-23,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.625,0.25,equilibrio,2,2,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
