date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2023-01-23,2023-01-23,hephaestus_200,Hephaestus,200.0,balanced,transition,0.625,0.25,equilibrio,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-24,2023-01-24,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-25,2023-01-25,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-26,2023-01-26,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-27,2023-01-27,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-30,2023-01-30,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-01-31,2023-01-31,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-01,2023-02-01,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-02,2023-02-02,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-03,2023-02-03,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-06,2023-02-06,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-07,2023-02-07,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-08,2023-02-08,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-09,2023-02-09,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-10,2023-02-10,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-13,2023-02-13,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-14,2023-02-14,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-15,2023-02-15,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,0.925,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-16,2023-02-16,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-17,2023-02-17,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-21,2023-02-21,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-22,2023-02-22,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-23,2023-02-23,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-24,2023-02-24,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-27,2023-02-27,hephaestus_200,Hephaestus,200.0,opportunistic,dispersion,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5551020408163265, ""CASH-BRL"": 0.19999999999999996, ""ETH-USD"": 0.24489795918367344}",Dispersion libera busca mais oportunística. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-02-28,2023-02-28,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-01,2023-03-01,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-02,2023-03-02,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-03,2023-03-03,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-06,2023-03-06,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-07,2023-03-07,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-08,2023-03-08,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-09,2023-03-09,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-10,2023-03-10,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-13,2023-03-13,hephaestus_200,Hephaestus,200.0,balanced,stable,0.59375,0.1875,equilibrio,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-14,2023-03-14,hephaestus_200,Hephaestus,200.0,balanced,stable,0.59375,0.1875,equilibrio,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-15,2023-03-15,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-16,2023-03-16,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-17,2023-03-17,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-20,2023-03-20,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-21,2023-03-21,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-22,2023-03-22,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-23,2023-03-23,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-24,2023-03-24,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-27,2023-03-27,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-28,2023-03-28,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-29,2023-03-29,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-30,2023-03-30,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-03-31,2023-03-31,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-03,2023-04-03,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-04,2023-04-04,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-05,2023-04-05,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-06,2023-04-06,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-10,2023-04-10,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-11,2023-04-11,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-12,2023-04-12,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-13,2023-04-13,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-14,2023-04-14,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-17,2023-04-17,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-18,2023-04-18,hephaestus_200,Hephaestus,200.0,balanced,transition,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.4, ""CASH-BRL"": 0.3, ""PETR4.SA"": 0.3}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-19,2023-04-19,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-20,2023-04-20,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-21,2023-04-21,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-24,2023-04-24,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-25,2023-04-25,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-26,2023-04-26,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-27,2023-04-27,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-04-28,2023-04-28,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
2023-05-01,2023-05-01,hephaestus_200,Hephaestus,200.0,risk_on,stable,0.95,1.0,ataque,0,0,BTC-USD,"{""BTC-USD"": 0.5666666666666667, ""CASH-BRL"": 0.14999999999999997, ""ETH-USD"": 0.2833333333333333}",Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: VALE3.SA
