as_of_date,scenario_id,alias,capital_brl,market_state,nav_before_brl,nav_after_brl,cash_after_brl,order_count,fill_count,selected_assets
2023-01-02,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-03,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-04,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-05,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-06,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-09,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-10,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-11,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-12,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-13,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-16,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-17,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-18,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-19,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-20,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-23,hermes_200,Hermes,200.0,balanced,200.0,200.0,200.0,0,0,
2023-01-24,hermes_200,Hermes,200.0,risk_on,200.0,199.77962962962962,111.63148148148146,1,1,BTC-USD
2023-01-25,hermes_200,Hermes,200.0,risk_on,201.44675277717351,201.44675277717351,111.63148148148146,0,0,BTC-USD
2023-01-26,hermes_200,Hermes,200.0,risk_on,201.24699399610233,201.24699399610233,111.63148148148146,0,0,BTC-USD
2023-01-27,hermes_200,Hermes,200.0,risk_on,201.49824061273137,201.49824061273137,111.63148148148146,0,0,BTC-USD
2023-01-30,hermes_200,Hermes,200.0,risk_on,200.53231791252728,200.53231791252728,111.63148148148146,0,0,BTC-USD
2023-01-31,hermes_200,Hermes,200.0,risk_on,201.69675309218542,201.69675309218542,111.63148148148146,0,0,BTC-USD
2023-02-01,hermes_200,Hermes,200.0,risk_on,204.06289565923913,204.06289565923913,111.63148148148146,0,0,BTC-USD
2023-02-02,hermes_200,Hermes,200.0,risk_on,203.11368119008972,203.11368119008972,111.63148148148146,0,0,BTC-USD
2023-02-03,hermes_200,Hermes,200.0,opportunistic,202.8915279268357,202.8915279268357,111.63148148148146,0,0,BTC-USD
2023-02-06,hermes_200,Hermes,200.0,opportunistic,200.28449862534535,200.28449862534535,111.63148148148146,0,0,BTC-USD
2023-02-07,hermes_200,Hermes,200.0,opportunistic,202.14592798438548,202.14592798438548,111.63148148148146,0,0,BTC-USD
2023-02-08,hermes_200,Hermes,200.0,opportunistic,201.06530658847956,201.06530658847956,111.63148148148146,0,0,BTC-USD
2023-02-09,hermes_200,Hermes,200.0,opportunistic,196.52156352088912,196.52156352088912,111.63148148148146,0,0,BTC-USD
2023-02-10,hermes_200,Hermes,200.0,opportunistic,195.85494794342478,195.85494794342478,111.63148148148146,0,0,BTC-USD
2023-02-13,hermes_200,Hermes,200.0,opportunistic,196.43440030154085,196.43440030154085,111.63148148148146,0,0,BTC-USD
2023-02-14,hermes_200,Hermes,200.0,balanced,198.093033019318,198.093033019318,111.63148148148146,0,0,BTC-USD
2023-02-15,hermes_200,Hermes,200.0,balanced,206.3661778884787,206.3661778884787,111.63148148148146,0,0,BTC-USD
2023-02-16,hermes_200,Hermes,200.0,balanced,203.2257704417807,203.2257704417807,111.63148148148146,0,0,BTC-USD
2023-02-17,hermes_200,Hermes,200.0,balanced,207.32396068124586,207.32396068124586,111.63148148148146,0,0,BTC-USD
2023-02-21,hermes_200,Hermes,200.0,opportunistic,206.86512695151302,206.86512695151302,111.63148148148146,0,0,BTC-USD
2023-02-22,hermes_200,Hermes,200.0,opportunistic,205.8137546966842,205.8137546966842,111.63148148148146,0,0,BTC-USD
2023-02-23,hermes_200,Hermes,200.0,opportunistic,204.87120015180136,204.87120015180136,111.63148148148146,0,0,BTC-USD
2023-02-24,hermes_200,Hermes,200.0,opportunistic,201.93105779620655,201.93105779620655,111.63148148148146,0,0,BTC-USD
2023-02-27,hermes_200,Hermes,200.0,opportunistic,203.12594947163342,203.12594947163342,111.63148148148146,0,0,BTC-USD
2023-02-28,hermes_200,Hermes,200.0,balanced,201.76078183776565,201.76078183776565,111.63148148148146,0,0,BTC-USD
2023-03-01,hermes_200,Hermes,200.0,balanced,203.6590549883623,203.6590549883623,111.63148148148146,0,0,BTC-USD
2023-03-02,hermes_200,Hermes,200.0,balanced,203.02168855197507,203.02168855197507,111.63148148148146,0,0,BTC-USD
2023-03-03,hermes_200,Hermes,200.0,balanced,198.69476301884032,198.69476301884032,111.63148148148146,0,0,BTC-USD
2023-03-06,hermes_200,Hermes,200.0,balanced,198.91154160637052,198.91154160637052,111.63148148148146,0,0,BTC-USD
2023-03-07,hermes_200,Hermes,200.0,risk_on,198.08571099731734,198.08571099731734,111.63148148148146,0,0,BTC-USD
2023-03-08,hermes_200,Hermes,200.0,risk_on,196.16749702084655,196.16749702084655,111.63148148148146,0,0,BTC-USD
2023-03-09,hermes_200,Hermes,200.0,risk_on,190.9360680890771,190.9360680890771,111.63148148148146,0,0,BTC-USD
2023-03-10,hermes_200,Hermes,200.0,risk_on,190.11222377322625,190.11222377322625,111.63148148148146,0,0,BTC-USD
2023-03-13,hermes_200,Hermes,200.0,balanced,205.5460724774792,205.5460724774792,111.63148148148146,0,0,BTC-USD
2023-03-14,hermes_200,Hermes,200.0,balanced,207.7151436013237,207.7151436013237,111.63148148148146,0,0,BTC-USD
2023-03-15,hermes_200,Hermes,200.0,risk_on,206.2166606413482,206.2166606413482,111.63148148148146,0,0,BTC-USD
2023-03-16,hermes_200,Hermes,200.0,risk_on,208.99404379513044,208.99404379513044,111.63148148148146,0,0,BTC-USD
2023-03-17,hermes_200,Hermes,200.0,risk_on,218.32709029581218,218.32709029581218,111.63148148148146,0,0,BTC-USD
2023-03-20,hermes_200,Hermes,200.0,risk_on,219.5807139349465,219.5807139349465,111.63148148148146,0,0,BTC-USD
2023-03-21,hermes_200,Hermes,200.0,risk_on,221.09364620429562,221.09364620429562,111.63148148148146,0,0,BTC-USD
2023-03-22,hermes_200,Hermes,200.0,risk_on,217.76563141729352,217.76563141729352,111.63148148148146,0,0,BTC-USD
2023-03-23,hermes_200,Hermes,200.0,risk_on,221.8334041079155,221.8334041079155,111.63148148148146,0,0,BTC-USD
2023-03-24,hermes_200,Hermes,200.0,risk_on,218.55820135193943,218.55820135193943,111.63148148148146,0,0,BTC-USD
2023-03-27,hermes_200,Hermes,200.0,risk_on,217.27466647399393,217.27466647399393,111.63148148148146,0,0,BTC-USD
2023-03-28,hermes_200,Hermes,200.0,risk_on,217.8049678120843,217.8049678120843,111.63148148148146,0,0,BTC-USD
2023-03-29,hermes_200,Hermes,200.0,risk_on,222.04056280483843,222.04056280483843,111.63148148148146,0,0,BTC-USD
2023-03-30,hermes_200,Hermes,200.0,risk_on,220.79398855922608,220.79398855922608,111.63148148148146,0,0,BTC-USD
2023-03-31,hermes_200,Hermes,200.0,risk_on,222.49530710739006,222.49530710739006,111.63148148148146,0,0,BTC-USD
2023-04-03,hermes_200,Hermes,200.0,risk_on,219.903934469965,219.903934469965,111.63148148148146,0,0,BTC-USD
2023-04-04,hermes_200,Hermes,200.0,risk_on,221.32732775750821,221.32732775750821,111.63148148148146,0,0,BTC-USD
2023-04-05,hermes_200,Hermes,200.0,risk_on,221.34500966170128,221.34500966170128,111.63148148148146,0,0,BTC-USD
2023-04-06,hermes_200,Hermes,200.0,risk_on,220.81459148283432,220.81459148283432,111.63148148148146,0,0,BTC-USD
2023-04-10,hermes_200,Hermes,200.0,risk_on,227.0598088862909,227.0598088862909,111.63148148148146,0,0,BTC-USD
2023-04-11,hermes_200,Hermes,200.0,risk_on,229.25283236933961,229.25283236933961,111.63148148148146,0,0,BTC-USD
2023-04-12,hermes_200,Hermes,200.0,risk_on,228.03632515024063,228.03632515024063,111.63148148148146,0,0,BTC-USD
2023-04-13,hermes_200,Hermes,200.0,risk_on,229.92824995197503,229.92824995197503,111.63148148148146,0,0,BTC-USD
2023-04-14,hermes_200,Hermes,200.0,balanced,230.29080688178428,230.29080688178428,111.63148148148146,0,0,BTC-USD
2023-04-17,hermes_200,Hermes,200.0,balanced,226.25333489922883,226.25333489922883,111.63148148148146,0,0,BTC-USD
2023-04-18,hermes_200,Hermes,200.0,balanced,229.95228020503035,229.95228020503035,111.63148148148146,0,0,BTC-USD
2023-04-19,hermes_200,Hermes,200.0,risk_on,223.7873324151023,223.7873324151023,111.63148148148146,0,0,BTC-USD
2023-04-20,hermes_200,Hermes,200.0,risk_on,221.63181482134416,221.63181482134416,111.63148148148146,0,0,BTC-USD
2023-04-21,hermes_200,Hermes,200.0,risk_on,217.81186141790408,217.81186141790408,111.63148148148146,0,0,BTC-USD
2023-04-24,hermes_200,Hermes,200.0,risk_on,218.77809569351243,218.77809569351243,111.63148148148146,0,0,BTC-USD
