as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2023-01-24,hermes_200,Hermes,200.0,risk_on,f645e48e-6b67-4752-be3f-de8b4d8e92fe,BTC-USD,buy,88.14814814814817,historical_hermes_risk_on
2023-09-01,hermes_200,Hermes,200.0,defense,05cd9388-4496-491e-8587-3c4632ea3a72,BTC-USD,sell,100.50273607879377,historical_hermes_defense
2023-10-06,hermes_200,Hermes,200.0,risk_on,47618161-ab3d-43b8-b134-39ebd19fcaee,BTC-USD,buy,93.38545305810858,historical_hermes_risk_on
2023-11-15,hermes_200,Hermes,200.0,defense,1795db18-4b95-40c2-881d-0ba0234800b3,BTC-USD,sell,126.57598249708428,historical_hermes_defense
2024-02-05,hermes_200,Hermes,200.0,risk_on,da03d7ea-be43-46f1-910d-49e54260565c,BTC-USD,buy,107.77150667351762,historical_hermes_risk_on
2024-02-20,hermes_200,Hermes,200.0,defense,d04e334a-f157-4c09-92dd-e43631bf989b,BTC-USD,sell,131.87036290920014,historical_hermes_defense
2024-06-07,hermes_200,Hermes,200.0,risk_on,0712c33e-18eb-4b1e-87c2-8c3fdb6457bd,BTC-USD,buy,118.128804584056,historical_hermes_risk_on
2024-07-12,hermes_200,Hermes,200.0,defense,eb78b9c7-f090-4175-a9e7-9a91235b1b2b,BTC-USD,sell,98.59867381216334,historical_hermes_defense
2024-07-23,hermes_200,Hermes,200.0,risk_on,40bc6fd2-e1de-49e1-808f-74d1ff541f88,BTC-USD,buy,109.28227870747043,historical_hermes_risk_on
2024-07-29,hermes_200,Hermes,200.0,defense,07c5345d-caf5-4fd7-a0c0-ada17a22444e,BTC-USD,sell,110.68888011227877,historical_hermes_defense
2024-08-01,hermes_200,Hermes,200.0,risk_on,12785ea7-d3d9-496a-818e-f31bab0392f2,BTC-USD,buy,109.65984962385309,historical_hermes_risk_on
2024-08-06,hermes_200,Hermes,200.0,defense,f39faee7-2477-4bb9-96d4-65a37c89a60a,BTC-USD,sell,94.00133598860474,historical_hermes_defense
2024-11-19,hermes_200,Hermes,200.0,risk_on,81ba239b-4db0-45e6-b407-d0063c761580,BTC-USD,buy,102.53410027083731,historical_hermes_risk_on
2025-02-07,hermes_200,Hermes,200.0,defense,027540ed-9681-4b31-98b0-64d5210edb12,BTC-USD,sell,107.19481339091176,historical_hermes_defense
2025-08-12,hermes_200,Hermes,200.0,risk_on,090871f7-c166-42e9-861d-e66f4331720a,BTC-USD,buy,104.35717623185394,historical_hermes_risk_on
2025-08-18,hermes_200,Hermes,200.0,defense,ce463236-b82f-4ed5-bbe2-a0073f3b1a08,BTC-USD,sell,100.96324656382684,historical_hermes_defense
2025-08-21,hermes_200,Hermes,200.0,risk_on,69374344-4a90-460e-b9ee-c5d556df22fe,BTC-USD,buy,102.63510046786526,historical_hermes_risk_on
2025-08-26,hermes_200,Hermes,200.0,defense,c1e9bf54-5d95-42cd-8462-6d19eca32eed,BTC-USD,sell,101.96292722944114,historical_hermes_defense
2025-09-02,hermes_200,Hermes,200.0,risk_on,fe25a63c-090f-4291-8552-917ce040f831,BTC-USD,buy,102.11340962115258,historical_hermes_risk_on
2025-10-15,hermes_200,Hermes,200.0,defense,a68a52cc-316f-4550-86a2-03c5fa784798,BTC-USD,sell,101.67579256440573,historical_hermes_defense
2025-10-21,hermes_200,Hermes,200.0,risk_on,e325d4b7-2983-4857-be4f-6345fd77e0b4,BTC-USD,buy,101.69598844558561,historical_hermes_risk_on
2025-11-06,hermes_200,Hermes,200.0,defense,40e9ce2c-f4e3-41a9-b1af-9ab26ed8d9a1,BTC-USD,sell,95.16812054078224,historical_hermes_defense
