ticket_id,ticker,side,filled_notional_brl,filled_quantity,avg_price_brl,fee_brl,status,executed_at,as_of_date,scenario_id,alias,capital_brl,market_state
f320dc87-ae39-4044-8a9a-38e14ea81f1e,BTC-USD,buy,1852.4770586223374,0.0082429562282361,224734.55000000002,4.631192646555844,filled,2024-01-02T00:00:00+00:00,2024-01-02,apollo_10000,Apollo,10000.0,balanced
db3af3a5-679c-472a-8490-90b634f208c5,ETH-USD,buy,793.9187394095732,0.06741436390581174,11776.7,1.984796848523933,filled,2024-01-02T00:00:00+00:00,2024-01-02,apollo_10000,Apollo,10000.0,balanced
b5d68fa8-a4d5-4f52-9772-3cdba32ebf04,ITUB4.SA,buy,926.2385293111687,37.6571773867595,24.5966,1.389357793966753,filled,2024-01-02T00:00:00+00:00,2024-01-02,apollo_10000,Apollo,10000.0,balanced
52767a5f-7443-49c8-9803-528bf478b7ed,PETR4.SA,buy,1323.1978990159553,46.20878844973861,28.6352,1.984796848523933,filled,2024-01-02T00:00:00+00:00,2024-01-02,apollo_10000,Apollo,10000.0,balanced
8acf51fe-ca4b-4cdc-a1e2-82e66d751f05,BTC-USD,sell,1819.6779236423743,0.0082429562282361,220755.5,4.549194809105936,filled,2024-01-04T00:00:00+00:00,2024-01-04,apollo_10000,Apollo,10000.0,defense
1203d2c0-a041-4ea8-b68e-dfe894574206,ETH-USD,sell,764.1788927725243,0.06741436390581174,11335.550000000001,1.9104472319313106,filled,2024-01-04T00:00:00+00:00,2024-01-04,apollo_10000,Apollo,10000.0,defense
73054547-ffba-4588-9aec-fc6e5305ebf6,ITUB4.SA,sell,904.3484120962454,37.6571773867595,24.0153,1.3565226181443681,filled,2024-01-04T00:00:00+00:00,2024-01-04,apollo_10000,Apollo,10000.0,defense
d98a95cb-1361-4feb-8c1e-bcc2d1e96e6b,PETR4.SA,sell,1384.3090217407344,46.20878844973861,29.9577,2.0764635326111014,filled,2024-01-04T00:00:00+00:00,2024-01-04,apollo_10000,Apollo,10000.0,defense
8ab24d2b-f9e3-4e29-acd4-14e9a7fa7608,BTC-USD,buy,1846.428953841224,0.008560578116675568,215689.75,4.6160723846030605,filled,2024-01-16T00:00:00+00:00,2024-01-16,apollo_10000,Apollo,10000.0,balanced
0ca016fd-3a00-4158-835c-c8e69b87c427,ETH-USD,buy,791.3266945033816,0.061167712336970055,12937.0,1.9783167362584542,filled,2024-01-16T00:00:00+00:00,2024-01-16,apollo_10000,Apollo,10000.0,balanced
