as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2023-01-02,apollo_10000,Apollo,10000.0,balanced,c1a6645a-2afd-41d7-9819-138911b207f6,BTC-USD,buy,1400.0000000000002,historical_apollo_balanced
2023-01-02,apollo_10000,Apollo,10000.0,balanced,053d19bd-ea11-4aae-9d2d-9ca2438d9416,ETH-USD,buy,600.0,historical_apollo_balanced
2023-01-02,apollo_10000,Apollo,10000.0,balanced,7c5b8c8b-7a49-4624-89a0-4598c54ea093,ITUB4.SA,buy,700.0000000000001,historical_apollo_balanced
2023-01-02,apollo_10000,Apollo,10000.0,balanced,196ad28b-b37c-4681-b621-787f76589a44,PETR4.SA,buy,1000.0,historical_apollo_balanced
2023-01-12,apollo_10000,Apollo,10000.0,balanced,f230d86b-c15a-4ede-9022-4cca0d0222d5,BTC-USD,sell,139.95135764652423,historical_apollo_balanced
2023-01-16,apollo_10000,Apollo,10000.0,balanced,8a6230f5-4724-4276-930b-0ae63cdb8e9a,BTC-USD,sell,143.182403562128,historical_apollo_balanced
2023-01-16,apollo_10000,Apollo,10000.0,balanced,e6178d84-75ae-463f-ba7e-d8250d5d6c31,ETH-USD,sell,145.7646072083628,historical_apollo_balanced
2023-01-24,apollo_10000,Apollo,10000.0,risk_on,432d4538-7b42-4f88-b4dc-9ec1f62ad763,BTC-USD,buy,566.0275664098392,historical_apollo_risk_on
2023-01-24,apollo_10000,Apollo,10000.0,risk_on,7fdacbbb-12c8-4db5-93c3-ea789f21cfe6,ETH-USD,buy,232.99385973123742,historical_apollo_risk_on
2023-02-03,apollo_10000,Apollo,10000.0,opportunistic,e8507f76-d8fd-4549-932a-0cbbeaa72bfd,BTC-USD,sell,283.3774986421731,historical_apollo_opportunistic
2023-02-03,apollo_10000,Apollo,10000.0,opportunistic,b366fbc6-93ed-42c7-99a0-7739fae97346,ITUB4.SA,buy,154.37853657200048,historical_apollo_opportunistic
2023-02-03,apollo_10000,Apollo,10000.0,opportunistic,128d3195-7f40-4ecb-9297-0fa0ac9b7ecb,PETR4.SA,buy,291.0573186260326,historical_apollo_opportunistic
2023-02-09,apollo_10000,Apollo,10000.0,opportunistic,92965ea1-4254-4a76-8a5d-3918a7b4c112,BTC-USD,buy,121.86816773651458,historical_apollo_opportunistic
2023-02-13,apollo_10000,Apollo,10000.0,opportunistic,e43d7f9e-2476-46e8-8988-25044c43ad63,PETR4.SA,sell,126.72421689677458,historical_apollo_opportunistic
2023-02-14,apollo_10000,Apollo,10000.0,balanced,25c76d01-fac0-4d91-b0c7-c709f89b8fa4,BTC-USD,sell,451.45622742642195,historical_apollo_balanced
2023-02-14,apollo_10000,Apollo,10000.0,balanced,885162b4-bb4c-471d-a787-cc12894e43d6,ETH-USD,sell,211.49787937553606,historical_apollo_balanced
2023-02-14,apollo_10000,Apollo,10000.0,balanced,afedb64e-a61e-4399-8dfd-309961ed7e6f,ITUB4.SA,sell,158.19962463742672,historical_apollo_balanced
2023-02-14,apollo_10000,Apollo,10000.0,balanced,6f60f3cc-e482-449b-bc31-1624d7f7d1b8,PETR4.SA,sell,207.32770743546257,historical_apollo_balanced
2023-02-15,apollo_10000,Apollo,10000.0,balanced,9cb461b7-7f87-49b2-b9f4-814667fea979,BTC-USD,sell,119.38177037932473,historical_apollo_balanced
