date,N_used,p1,deff,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe
2019-01-02,470,0.2958846957317208,10.180726288953391,139.06580699390878,37.26737364315997,13.011575255073526,11.753514416556383,7.922882285708854,6.998332600634322,6.234465685138406,5.565274338584581,5.274542786494488,4.681207492688316,0.4447258565838458,179,0.14468085106382977,4.087138279623236,,,,,,,,,,False
2019-01-03,470,0.29702391054808014,10.10671283979029,139.60123795759768,37.36206069587614,13.328759084721309,11.666385858522826,7.910371604070439,6.997150576381233,6.244624695297376,5.468499512243653,5.265094458613507,4.672524495993748,0.4465293940442306,178,0.14680851063829786,4.066006114616359,,,,,,,,,,False
2019-01-04,470,0.30461796238624766,9.677935509353732,143.17044232153637,37.100166675286175,13.163336129567051,11.499172536044012,7.861081442000126,6.929737082908799,6.187548362076221,5.410700791765853,5.264560355096583,4.61628413906001,0.4527536151158165,176,0.21063829787234042,4.043334801253633,,,,,,,,,,False
2019-01-07,470,0.3051640875355119,9.648825968549975,143.42712114169058,37.04607886422028,13.107157107678637,11.521922399350762,7.98823317840904,6.883442160945709,6.195772375897992,5.410409116556131,5.241974709526449,4.623581283665109,0.45338406955606236,175,0.21063829787234042,4.027023868780983,,,,,,,,,,False
2019-01-08,470,0.3058194820968874,9.613966084020731,143.73515658553708,37.01301752506468,13.056529703414201,11.515815699767167,7.97599394138217,6.845859280603683,6.185105275040025,5.393622651447138,5.22432076686358,4.603868887659466,0.4538223690535432,176,0.22127659574468084,3.9941734665946087,,0.011657999279930482,163.85419210396364,154.53438750275984,0.011828245863332358,162.8893874169592,153.56941256917204,,,False
2019-01-09,470,0.30538358757961426,9.634290747676719,143.5302861624187,37.16050409623794,13.018067214113422,11.497481429475105,7.97963339609918,6.864488299917557,6.183280831812875,5.395742920382013,5.226340436608183,4.593817793244341,0.4535871751028603,175,0.22127659574468084,3.9844511269524383,0.03976772671596425,,,,,,,,,False
2019-01-10,470,0.3060428695347425,9.598606953526708,143.84014868132897,37.14036943461001,13.024606827819719,11.442615078033718,7.95343216046462,6.864333323157543,6.198995615961322,5.392324005192229,5.217477786110856,4.584130278193712,0.4540450471962916,176,0.2170212765957447,4.011138551040785,0.04085650773488182,,,,,,,,,False
2019-01-11,470,0.3062639483108652,9.592563744257415,143.9440557061066,36.90508661816389,13.027809115478975,11.45937476314329,8.032399475863329,6.869412447828754,6.180514309972771,5.3944244097234355,5.237342157917692,4.5906216974545355,0.45397601208245986,176,0.2170212765957447,4.014478432809495,0.008719321326498207,,,,,,,,,False
2019-01-14,470,0.306012658170333,9.609711398679117,143.82594934005652,36.816073346007386,12.927248731136396,11.52610721931381,8.03084061661517,6.914676091561739,6.172021135136062,5.392296531661467,5.207212725038915,4.592878072628704,0.4534600409641048,176,0.2170212765957447,4.013365138886591,0.008038833189674726,,,,,,,,,False
2019-01-15,470,0.30631971021321647,9.59506136098711,143.97026380021168,36.707690363980646,12.924061156362194,11.544261546644096,8.055405302616144,6.896068555956983,6.229422426420493,5.413430092424521,5.207181611031168,4.5893947922532625,0.4536206003613082,176,0.21914893617021278,4.005059252933515,0.005389466043641973,0.011556713246709871,164.4127783307078,155.1124799666872,0.01187486587393086,162.12006426910946,152.81944775246166,0.999882859010802,0.00011714098919801685,False
2019-01-16,470,0.30607760039906456,9.609738005901585,143.8564721875603,36.64186648605134,12.928488934274101,11.545925453610895,8.063785535469933,7.020553117155573,6.23281138713782,5.411875264410945,5.231000388584916,4.600082387073136,0.45326923105737577,176,0.21914893617021278,4.000273421915482,0.005625368597740779,,,,,,,,,False
2019-01-17,470,0.3062914016930577,9.597540728733081,143.95695879573714,36.64107471829067,12.934845351132891,11.539872809924047,8.072885233424227,7.020610072404329,6.274652299833622,5.435552541715025,5.221214201884672,4.61139167618135,0.4535013551244871,176,0.21914893617021278,4.017307329013794,0.0023045864900421904,,,,,,,,,False
2019-01-18,470,0.3073614360556985,9.53966627549917,144.45987494617827,36.61476549867004,12.874757300055627,11.539235866045415,8.066626315163546,7.017870273723661,6.249460539029963,5.418937574524812,5.211906089407161,4.586850242988133,0.4543728934598147,173,0.2297872340425532,3.9403150067122503,0.0068411740688654,,,,,,,,,False
2019-01-22,470,0.3080925440656711,9.497676148213404,144.80349571086543,36.69823318861164,12.862238612630424,11.53026344244227,8.027815715012899,7.023767453264216,6.24529765746699,5.364564205093855,5.194484300373021,4.561795641501968,0.4551532907863035,173,0.2297872340425532,3.9451008377302825,0.006677856916027764,,,,,,,,,False
2019-01-23,470,0.30746807382245633,9.527850610654195,144.50999469655443,36.84588036164925,12.826410207825782,11.54631813738232,8.071686776134555,7.067123752499448,6.2085687706417705,5.337850646103416,5.200769212349316,4.565160568352836,0.45489423442456683,174,0.23191489361702128,3.9549717925302628,0.006487320237717189,0.011417293177293912,163.92829128541422,154.6964914554052,0.011638887119405188,163.22937598978203,153.9973545658309,0.9999010338244868,9.89661755131932e-05,False
2019-01-24,470,0.3070955721665846,9.548337757874789,144.33491891829482,36.81774007727617,12.819993687844256,11.555137753808896,8.079528834809182,7.013160359123874,6.4060736840215515,5.453288467259044,5.19295230339522,4.553036757687252,0.45448365802560275,174,0.22127659574468084,3.9829509116180333,0.0011160005443905095,,,,,,,,,False
2019-01-25,470,0.30733591814428296,9.53523330413557,144.44788152781297,36.803991621712754,12.778915417555364,11.504803979518453,8.253813019535304,7.097521547085558,6.393049225898179,5.442092382442939,5.177666454714878,4.55197498044758,0.45487107567262736,173,0.22340425531914893,3.9652718895270267,0.004872295059656127,,,,,,,,,False
2019-01-28,470,0.3076576259145811,9.515847504159028,144.59908417985315,36.861074321804395,12.757960058210472,11.52787490744345,8.276181609780615,7.053976870594648,6.394935275843566,5.434619824709733,5.191822254958928,4.548886218182652,0.4553663299512597,174,0.20851063829787234,4.025649783017181,0.009735516944154607,,,,,,,,,False
2019-01-29,470,0.30713014231602304,9.543128416546748,144.35116688853083,36.87588678586866,12.86119587685414,11.509727100137493,8.284776576794137,7.020732897629397,6.443716108363022,5.584314143834069,5.175810889248645,4.561542244525327,0.45506968771954315,171,0.21063829787234042,3.983757666095374,0.010198248877194574,,,,,,,,,False
2019-01-30,470,0.3069245096723333,9.55727712944638,144.2545195459967,36.78062194008642,12.807663361006238,11.568601146844518,8.310136924210113,7.0078498385689,6.40923296631861,5.583616500488027,5.179278213436989,4.594213342149956,0.4547266870598807,171,0.2297872340425532,3.9341213223305824,0.008020686839359433,0.011670752608908324,163.6647680231287,154.40274465074572,0.011433883596012277,163.9045074593974,154.64272095602732,0.9997619077517214,0.00023809224827864295,False
2019-01-31,470,0.30626614285419973,9.591153041499105,143.94508714147383,36.88265839310577,12.744701000939354,11.563633286626334,8.292056875850538,7.1668411788388,6.369413171858316,5.604566764584563,5.1601963508680075,4.597266272683003,0.45410241850637423,171,0.1595744680851064,3.9566073824875208,0.038415823617474934,,,,,,,,,False
2019-02-01,470,0.3063252411003795,9.588280332930477,143.97286331717834,36.91335061256842,12.722277493497588,11.511919023257443,8.334953839081724,7.057741509821852,6.3492981623283935,5.635506293619976,5.124566641477349,4.606291190526633,0.4541603495437948,171,0.225531914893617,3.9456780223278782,0.008719321326498207,,,,,,,,,False
2019-02-04,470,0.3073673704561369,9.537425471895608,144.46266411438432,36.68493056009376,12.710121925343003,11.462244422305844,8.350779804870776,7.100013697044265,6.330774611795645,5.652966062529989,5.134297254035866,4.611783284961129,0.4546185975042505,172,0.23191489361702128,3.931731164312838,0.011686249603048586,,,,,,,,,False
2019-02-05,470,0.30457356236372385,9.687689047013107,143.14957431095024,36.85038784571921,12.701483680526136,11.523049441064687,8.388208345414796,7.100939223039061,6.377481130226226,5.701637516719872,5.087017541536424,4.642344717227884,0.4523674545184575,175,0.22340425531914893,3.9684742560546216,0.011949371682620334,,,,,,,,,False
2019-02-06,470,0.2945627902877264,10.261579252787854,138.4445114352314,37.158736801939654,12.856676123082492,11.58854265569035,8.523353630568753,7.244188225031293,6.499120145459798,5.794882047605146,5.155958344010704,4.734213511483691,0.44376983116279295,180,0.1425531914893617,4.1791528418265775,0.03120264936714603,0.011454359250875621,164.49774754469723,154.51927672294624,0.01173525711575999,163.01820853170813,153.03945681209225,0.9996320391975735,0.00036796080242651463,False
2019-02-07,470,0.2939294313632643,10.294545757293731,138.14683274073423,37.328614512799746,12.89994815976367,11.595018762917887,8.463703693733706,7.245181522801961,6.46598925084269,5.807838577630397,5.077130569595655,4.806140466129882,0.44347684653180697,179,0.14042553191489363,4.18431157332377,0.02143083972236084,,,,,,,,,False
2019-02-08,470,0.2938469946537013,10.297551611906133,138.10808748723957,37.37753154492698,12.96888740138663,11.551380618606148,8.475418865887459,7.287288704609789,6.470612903178991,5.809035943325067,5.010623782813068,4.809391416073726,0.4435772466341423,178,0.14042553191489363,4.174712619476779,0.030712697908633128,,,,,,,,,False
2019-02-11,470,0.28505163242721926,10.83232324995679,133.97426724079304,37.87432721971915,13.20267879143497,11.769110119791602,8.6311625796519,7.327568019336438,6.563758331440461,5.903705575416376,5.049739953990941,4.918660856616351,0.43713094883274617,184,0.13617021276595745,4.251003870501173,0.03532187088871751,,,,,,,,,False
2019-02-12,470,0.28499654301124533,10.834356018700882,133.9483752152853,37.9141909812443,13.143610472063923,11.797450018553853,8.70041425070783,7.340289477856533,6.542364434397119,5.917147856398774,5.054562271316971,4.853518959430806,0.43724264029330895,185,0.2,4.149204452521277,0.01884498480243161,,,,,,,,,False
2019-02-13,470,0.28423780755218714,10.882448720553121,133.5917695495279,37.94487623839561,13.190026053542327,11.82865087203999,8.715819020050041,7.359061976580812,6.545126241011757,5.933592245784165,5.06113299040428,4.827643937770615,0.4367471100713956,186,0.13617021276595745,4.2625948358708605,0.007022637572018328,0.011616398634626985,164.2523300231586,153.64250271152304,0.01167439502774301,163.8126339407514,153.20274863272272,0.9994905333021967,0.0005094666978032736,False
2019-02-14,470,0.28381093160742177,10.91327350110613,133.39113785548824,37.84954617421009,13.172871389561198,11.97914568203531,8.72799149716787,7.352271706247754,6.555721444132073,5.920464468432395,5.031391411786139,4.831777116111331,0.436427005528644,186,0.13617021276595745,4.249898136539152,0.006441954361928957,,,,,,,,,False
2019-02-15,470,0.2841321174349231,10.903803959250656,133.5420951944139,37.501180893695604,13.236890864783362,12.01749382629061,8.756383204514886,7.366200753321886,6.564970288852713,5.931550630615271,5.031952156656251,4.781351623664941,0.43628519996531556,185,0.13404255319148936,4.264705785848441,0.007303906001905367,,,,,,,,,False
