date,N_used,p1,deff,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe
2018-03-28,470,0.36611208766100173,6.781235067249616,172.07268120067084,35.97681030539087,16.60410044315141,11.718653451774511,10.63575766532119,9.077076706423481,9.032554667881486,8.618658575436857,7.990881809812405,7.635378958218291,0.525548942694274,128,0.3276595744680851,3.329371999178738,,,,,,,,,,False
2018-03-29,470,0.3709523040719641,6.638488760804978,174.3475829138231,35.199130962387784,16.16674316806909,11.5597333410379,10.676254123122343,9.081825207017781,8.811275796408514,8.33643016283642,7.931473329886298,7.629187605747936,0.5275520095924261,129,0.3425531914893617,3.2675836710154966,,0.0309201441191716,52.45132345973903,46.152866858886846,0.032616304333934205,51.10011915321467,44.799966392147724,,,False
2018-04-02,470,0.38220253522399905,6.303875633618184,179.63519155527953,34.558813429105356,15.933336900681784,11.225359254346147,10.140540722831473,8.953910544236292,8.552878669532351,8.219237617905618,7.891273062927515,7.647235667646674,0.5350920039622219,122,0.33617021276595743,3.27993477802908,,,,,,,,,,False
2018-04-03,470,0.3873285669263325,6.161433538858901,182.04442645537625,33.95993807950951,15.851854969600645,11.075400910576406,10.195924112264967,8.887557285503835,8.524537963265011,8.039087311247343,7.844607526657364,7.648895132782399,0.5385692436751656,118,0.35106382978723405,3.209988392961133,,,,,,,,,,False
2018-04-04,470,0.38961296652868793,6.098449050019295,183.11809426848333,33.77012361310385,15.717995301530792,11.039645275029255,10.426263450324045,8.868552486526763,8.499579149057249,7.993016803501638,7.880028962075349,7.642544583410037,0.5405789827839814,119,0.3723404255319149,3.122883404093024,,,,,,,,,,False
2018-04-05,470,0.39042121187683687,6.0743572583400764,183.49796958211334,33.71217381517037,16.001862234136908,11.2499967700361,10.392026898687806,8.911527925696058,8.476799384116875,7.97143539845941,7.9023975031472435,7.688246134404802,0.5422426155322224,118,0.3723404255319149,3.142671518380572,0.055936124846890166,,,,,,,,,False
2018-04-06,470,0.3995800346074085,5.830423617297962,187.80261626548196,33.23622925539867,15.640936626541102,10.996849218746052,10.457324979014372,8.824288798493098,8.426152653291123,7.928421749762032,7.8149620715412,7.570608227863133,0.5492211837131536,112,0.37872340425531914,3.077094062931778,0.04277094769314522,0.029443050009434573,52.48031929059886,47.020032657898874,0.03241314247084687,50.655790078813915,45.192533353652514,0.9986881573957849,0.0013118426042151299,False
2018-04-09,470,0.4011727220750922,5.793102117867718,188.55117937529332,32.58058789746319,15.72233466637877,11.12603935445195,10.46937081219104,8.838670466827743,8.392314916457245,7.999659404545477,7.701198053524372,7.53872877190106,0.5498925789484644,110,0.3872340425531915,3.0394350271225314,0.0586580773941841,,,,,,,,,False
2018-04-10,470,0.40379379288298933,5.723451514647529,189.783082655005,32.91221552036383,15.359341668921427,10.940359399467583,10.343973526808481,8.819245637411765,8.343757030487092,7.914990086751643,7.808421221925915,7.420517132940813,0.5517850484480133,111,0.3829787234042553,3.0435996814700945,0.050347048949779975,,,,,,,,,False
2018-04-11,470,0.40414560830565904,5.716290591275999,189.94843590365983,32.40537431919022,15.891552571666914,10.94317211675088,10.421369233274978,8.831683196570445,8.341404183009686,7.972567897368285,7.85891826825294,7.4265574844833795,0.5523614981798781,111,0.39574468085106385,2.9991358118351052,0.042498752438415825,,,,,,,,,False
2018-04-12,470,0.4037908072874371,5.713356877181284,189.78167942509543,33.66204186685335,16.32801500862029,10.891068414146378,10.508662375168853,8.84059416009522,8.186032121261354,8.026233251197167,7.873333595072532,7.199426272202772,0.5556839725316688,108,0.3893617021276596,3.0083989224167658,0.03621104205416686,,,,,,,,,False
2018-04-13,470,0.40226821470887375,5.746464132393674,189.06606091317065,34.122868294328796,16.619355706015764,10.97696217924824,10.601657187010764,9.015681520744128,8.259223731376315,8.054270334479567,7.92549120701806,7.172167306621805,0.5561423495314346,107,0.39361702127659576,2.998046763543972,0.040321190400580686,0.030332314944296782,52.28829591562671,46.913767682997616,0.033745162006522736,49.88110835770348,44.50316727801216,0.9989764049758171,0.0010235950241829217,False
2018-04-16,470,0.40466588159230454,5.687600085567716,190.1929643483831,33.90578782540315,16.287913132693774,10.993168586937015,10.603880445940227,9.080423901643979,8.180420141421038,7.9550700032934385,7.923168981540205,7.145760122783898,0.5574121581688454,106,0.4,2.943189953599749,0.04012158054711246,,,,,,,,,False
2018-04-17,470,0.40585526589031534,5.657659146464082,190.7519749684481,33.8839909090037,16.24656023449659,11.03260108673348,10.43638172558224,9.067765674306653,8.16045449598247,7.94565843361317,7.80578937641183,7.212034792568976,0.5581946998388602,102,0.3893617021276596,2.9311573709322873,0.05188041555142222,,,,,,,,,False
2018-04-18,470,0.4038083012403884,5.705728468429284,189.78990158298257,34.35610256241692,16.18388381998667,11.175486809328826,10.508449425094904,9.158050333528116,8.098061020487567,7.936749989319489,7.702445225216782,7.229997096055604,0.5574762217017232,103,0.42127659574468085,2.8532463257182097,0.039785873066279544,,,,,,,,,False
