date,regime,regime_raw,risk_score,signal_confidence,alert_level_raw,alert_level,transition_score,dp1_5,ddeff_5
2024-12-17,dispersion,dispersion,0.1289172306090578,0.7006422751182857,green,green,-0.41197369901375436,0.001341605809440427,-0.15058527417546586
2024-12-18,dispersion,dispersion,0.36090577824049974,0.18137512601635042,green,green,1.1133401918949142,0.019195085371161297,-2.0181600755962137
2024-12-19,dispersion,dispersion,0.35895366996356065,0.18666900577089773,green,green,1.0996060570534096,0.01881680143815745,-2.0156902520532007
2024-12-20,dispersion,dispersion,0.3665018219677252,0.17012256368780854,green,green,1.2483512540275874,0.01999915794767862,-2.2315387919965453
2024-12-23,dispersion,dispersion,0.36782925559604374,0.16822011989401175,green,green,1.29277581172633,0.020135100574637244,-2.184407669681981
2024-12-24,dispersion,dispersion,0.3738938053097345,0.16758812053329397,green,green,1.202556784895612,0.020180261253555737,-2.14068105151447
2024-12-26,dispersion,dispersion,0.2525507548152004,0.6377659136864517,green,green,-0.2643178976603461,0.0033661779457143104,-0.32067348098262016
2024-12-27,dispersion,dispersion,0.29698073919833423,0.5653421468085401,green,green,-0.08761829972127393,0.005212919936178062,-0.5500256592159314
2024-12-30,dispersion,dispersion,0.2844612181155648,0.5967674456385467,green,green,-0.16263277793360442,0.0041696511021258875,-0.46717991343953535
2024-12-31,dispersion,dispersion,0.243076522644456,0.6472544137835495,green,green,-0.30845724196919255,0.0029319057128553705,-0.30387767845108016
2025-01-02,dispersion,dispersion,0.14846434148880794,0.7391357563197452,green,green,-0.5074661296603092,0.000170280950882451,-0.04176063423908971
2025-01-03,dispersion,dispersion,0.19646017699115043,0.7081292464053041,green,green,-0.43291444013030844,0.0011626040990468378,-0.12605482900313802
2025-01-06,dispersion,dispersion,0.2355543987506507,0.6503504772511024,green,green,-0.2971114597865745,-0.0034511728278754927,0.25285191958753295
2025-01-07,dispersion,dispersion,0.2301665799062988,0.6695241823487043,green,green,-0.3353340703480504,-0.0016884064477282468,0.2799098956111532
2025-01-08,dispersion,dispersion,0.20609057782405,0.6824330970241415,green,green,-0.3868642423147248,-0.0014676169833354735,0.23156194564029065
2025-01-10,dispersion,dispersion,0.2547371160853722,0.6492618504710577,green,green,-0.2910457986211186,0.003025750587292486,-0.28752674380203125
2025-01-13,dispersion,dispersion,0.19122852680895366,0.7149386065397019,green,green,-0.4496179663380544,0.0010712709385798103,-0.0988198815896304
2025-01-14,dispersion,dispersion,0.309422175950026,0.5583137401614939,green,green,-0.07343030568988598,0.0061006728151104805,-0.5234602867908364
2025-01-15,dispersion,dispersion,0.29299843831337846,0.5976932572796392,green,green,-0.16340767040195756,0.00415326794345966,-0.46375024642157925
2025-01-16,dispersion,dispersion,0.38961478396668403,0.4282169975156605,green,green,0.30685877208806334,0.008665154941322223,-0.9873296964708516
2025-01-17,dispersion,dispersion,0.2961478396668402,0.6079046361622729,green,green,-0.188058962739039,0.003820914746778009,-0.4363721459692922
2025-01-21,dispersion,dispersion,0.3275117126496616,0.5444737616731257,green,green,-0.03586104641489203,0.005905201349723416,-0.6050759623265822
2025-01-22,dispersion,dispersion,0.3229567933368037,0.5672009685670738,green,green,-0.08898956407791161,0.004951315041433313,-0.5588994560356717
2025-01-23,dispersion,stable,0.33810515356585114,0.331607722317502,green,green,-0.0017938662045090814,0.005860082546023493,-0.6715357352582032
2025-01-24,dispersion,dispersion,0.2894586153045289,0.6518968081303206,green,green,-0.2701405197750456,0.004269925758412535,-0.18882018755027907
2025-01-27,dispersion,dispersion,0.28979698073919835,0.5869873804425941,green,green,-0.13723234341313012,-0.004434650346042457,0.49707543658524855
2025-01-28,dispersion,dispersion,0.3362311296199896,0.15000000000000002,green,green,1.307139056131462,-0.02249373585091366,2.1920910903360262
2025-01-29,dispersion,dispersion,0.33099947943779284,0.15000000000000002,green,green,1.571122657322782,-0.025309137548262306,2.5324000466683216
2025-01-30,dispersion,dispersion,0.3336022904737116,0.15000000000000002,green,green,1.6008021685212372,-0.025760615207032822,2.5674041143573305
2025-01-31,dispersion,dispersion,0.313846954711088,0.15000000000000002,green,green,2.156729340905378,-0.03182268594257895,2.965761672128517
2025-02-03,dispersion,dispersion,0.31124414367516917,0.15000000000000002,green,green,1.2391094009782204,-0.021679299177490674,2.1272754878479603
