date,N_used,p1,deff,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,dp1_5,ddeff_5,overlap_instability,transition_score,thr_p1_q20,thr_p1_q80,thr_deff_q20,thr_deff_q80,thr_abs_dp1_5_q80,thr_abs_ddeff_5_q80,thr_transition_score_q80,regime_raw,regime,exposure
2018-07-24,470,0.3056160863742984,9.500587449036278,0.46160787884315846,163,0.27872340425531916,3.8531290480713287,0.01996098534682212,0.018247929562699456,95.2952280824016,86.08200879017691,0.018488591833299508,94.5092582500621,85.29579829556683,0.9994558762159079,0.0005441237840920765,False,143.63956059592027,35.23002338604741,16.0279298391008,11.522671324484438,10.535517910731588,8.294985410191568,7.9107035395089165,6.785516399615256,6.605093385093674,6.0775422357057085,-0.0014073801989717416,0.0545860803620446,0.0005441237840920765,0.0,,,,,,,,stable,stable,0.7
2018-07-25,470,0.3070823593853896,9.442938899167034,0.46118487640754735,161,0.2872340425531915,3.801614964701793,0.01577825159914712,,,,,,,,,False,144.32870891113305,34.40114796988553,16.076004552510902,11.455213029416475,10.49581744860122,8.386514367220412,7.861986803540191,6.882649774591223,6.600474623377658,6.127870657542502,-0.0005594290474785768,0.03824081657259981,,0.0,,,,,,,,stable,stable,0.7
2018-07-26,470,0.2982735043962967,9.917803766569188,0.4534286222796058,168,0.2723404255319149,3.910501965755291,0.012829469672912035,,,,,,,,,False,140.18854706625945,34.70010196135375,15.888184652717488,11.79497633461332,10.539642456470705,8.49673283107367,8.24522747754025,7.2753993459771635,6.6625539977175166,6.13789388693181,-0.008224001101922895,0.46454598361399846,,0.0,,,,,,,,stable,stable,0.7
2018-07-27,470,0.27198315639268933,11.537358216937328,0.43345642008346286,181,0.15106382978723404,4.199404104868512,0.05458422174840085,,,,,,,,,False,127.83208350456403,35.582229700477725,16.330090404696186,12.894090132972014,11.086023696517653,8.755098402479184,8.606414571145592,7.48057598224244,6.923116436363528,6.553212236451289,-0.03361345578422725,2.034403960747449,,0.0,,,,,,,,stable,stable,0.7
2018-07-30,470,0.27042674167209363,11.647062220544376,0.43321867949491394,184,0.12127659574468085,4.314788666465423,0.0686476432427528,,,,,,,,,False,127.10056858588402,35.19980630239834,16.786703036196933,13.750315405334753,10.775386032795538,9.00028380571702,8.622735222221802,7.488432490998269,7.0275900829820594,6.485727542397449,-0.03434409571842695,2.104637260274444,,0.0,,,,,,,,stable,stable,0.7
2018-07-31,470,0.2707615816716042,11.623879184552825,0.4331165431542743,179,0.15531914893617021,4.191110957376976,0.05063739055482466,0.01852273852717094,94.70445265131826,83.33281230990988,0.01964664459282246,94.0406438194809,82.66787957200687,0.9968117115624011,0.003188288437598885,False,127.25794338565396,35.28480976956679,16.66858504108245,13.641705424169844,10.71173166203582,8.950314122756836,8.878351042921997,7.452334169011602,6.96724809774742,6.449879934272425,-0.03485450470269419,2.1232917355165473,0.003188288437598885,0.0,,,,,,,,stable,stable,0.7
2018-08-01,470,0.24587513446331952,13.499568293685343,0.4146804616293241,193,0.09787234042553192,4.418921035022288,0.0697999364877739,,,,,,,,,False,115.56131319776014,36.320811014910916,17.56117708692934,14.534106473846503,10.92240919233538,9.307109135309808,9.175703644806411,7.724180801970226,7.1783804405640055,6.635771428766313,-0.061207224922070064,4.056629394518309,,0.0,,,,,,,,stable,stable,0.7
2018-08-02,470,0.2427846448764461,13.78000938037744,0.4108971014248411,189,0.1,4.392012996267919,0.06211495712924738,,,,,,,,,False,114.10878309192964,36.23941441986615,17.217590702770742,14.56960836254286,10.986241092565876,9.59971052573193,9.282684833499987,7.378949646289815,7.232385476749258,6.939208527302878,-0.05548885951985058,3.8622056138082517,,0.0,,,,,,,,stable,stable,0.7
2018-08-03,470,0.24001332310205367,13.999262933412666,0.4095136654691274,191,0.1,4.402488961787059,0.01857278954770222,,,,,,,,,False,112.80626185796524,36.72627952698514,17.261427382645522,14.735563894523521,10.941890108370455,9.553183411972162,9.319276709256789,7.291863922107888,7.230222552620249,7.006578094112833,-0.03196983329063566,2.4619047164753383,,0.0,,,,,,,,stable,stable,0.7
2018-08-06,470,0.2402066144697251,13.981777318163326,0.40976858003207334,192,0.1,4.405438524256526,0.01094224924012158,,,,,,,,,False,112.89710880077081,36.70965624475646,17.237601492121556,14.77002911378327,10.976836963642427,9.58126413113231,9.34008374792304,7.3412481828570115,7.226042491393451,6.9239520118677795,-0.030220127202368524,2.3347150976189504,,0.0,,,,,,,,stable,stable,0.7
2018-08-07,470,0.2377452843798363,14.256082566951838,0.4061313720633872,193,0.1,4.408959228118463,0.021131424942158507,0.018249263390387124,95.23720203370154,81.20061548773916,0.01847961526951918,94.43651314835493,80.39969625051341,0.9969872464740869,0.0030127535259131255,False,111.74028365852303,35.82792120887666,17.385347418632108,14.845983984446072,11.082208599314011,9.493558522929685,9.386683894874556,7.406329763265831,7.279599280025495,6.903451986874711,-0.03301629729176789,2.6322033823990125,0.0030127535259131255,0.0,,,,,,,,stable,stable,0.7
2018-08-08,470,0.23568101018597984,14.468617352021631,0.40380196810885416,195,0.09148936170212765,4.445833179398077,0.007603320782107698,,,,,,,,,False,110.7700747874105,35.5402030712666,17.43154101424821,14.833241110399339,11.211865027836744,9.547890541833317,9.405666301798243,7.434230981927195,7.31611112341729,6.921777919542338,-0.010194124277339678,0.9690490583362887,,0.0,,,,,,,,stable,stable,0.7
2018-08-09,470,0.235766747484849,14.460905969038826,0.4037003518697433,194,0.07872340425531915,4.462220474932091,0.006895613119811278,,,,,,,,,False,110.81037131787903,35.55961781215849,17.281389414292555,14.830458957879909,11.25732787656937,9.587401439284022,9.420100508064522,7.486189394527128,7.300449524304075,6.921225704889447,-0.007017897391597111,0.6808965886613869,,0.0,,,,,,,,stable,stable,0.7
2018-08-10,470,0.23590117058496765,14.47971430575714,0.4027457342170995,194,0.09787234042553192,4.427084843691719,0.0024134645919339473,,,,,,,,,False,110.87355017493479,35.0078052733184,17.31258932807767,14.756287090936592,11.340263214769317,9.71402989314961,9.49333785805863,7.52539866945236,7.332251046199123,6.889609282557086,-0.004112152517086021,0.4804513723444739,,0.0,,,,,,,,stable,stable,0.7
2018-08-13,470,0.23603465507287977,14.493231976100656,0.4021653431437065,193,0.07446808510638298,4.468142827017195,0.005997368779204282,,,,,,,,,False,110.93628788425349,34.4378605798572,17.429019269793812,14.788688680059781,11.425854863577733,9.841293762479784,9.48747053465644,7.4992000575367195,7.367908086572422,6.899711402050439,-0.004171959396845337,0.51145465793733,,0.0,,,,,,,,stable,stable,0.7
2018-08-14,470,0.23819698630934122,14.289043437789173,0.4044084136788545,194,0.09574468085106383,4.437544243063236,0.00255863539445629,0.018241984691481257,94.75706209103086,80.68797365485955,0.018590983091098273,93.87246480955997,79.80302737498904,0.9988300689921199,0.0011699310078800984,False,111.95258356539031,34.42199837269389,17.415905245754495,14.822967101245272,11.458500143977567,9.783128123683463,9.267961824707724,7.514532430948709,7.262862596895365,6.922741667216193,0.0004517019295049163,0.032960870837335676,0.0011699310078800984,0.0,,,,,,,,stable,stable,0.7
2018-08-15,470,0.23413532518848704,14.61746504801858,0.40325204027547734,192,0.09787234042553192,4.427378346067706,0.0057523930499478295,,,,,,,,,False,110.0436028385889,35.117108453570026,18.0014686668721,15.005690557677012,11.360588412766308,9.859725929159376,9.238039443474479,7.509923197735059,7.246720663241638,6.993147233099816,-0.0015456849974928022,0.14884769599694891,,0.0,,,,,,,,stable,stable,0.7
2018-08-16,470,0.23437782273531155,14.585762902203761,0.4037625098688405,193,0.09361702127659574,4.4494334253881025,0.006133466406568979,,,,,,,,,False,110.15757668559644,35.223719849661975,17.954820958873334,15.093625033083946,11.338637111139366,9.8480814736021,9.249998125550436,7.525049629739651,7.262240611743804,7.009383529056074,-0.0013889247495374457,0.12485693316493496,,0.0,,,,,,,,stable,stable,0.7
2018-08-17,470,0.23156810993716886,14.86822761318062,0.4012757858421244,196,0.07659574468085106,4.478421092253718,0.004963026811232591,,,,,,,,,False,108.83701167046937,34.93052569580378,17.936339397022728,15.240723364595636,11.655019217906958,9.952615572194741,9.322994535950272,7.577573641493445,7.397461185422856,7.081242057417875,-0.0043330606477987865,0.3885133074234801,,0.0,,,,,,,,stable,stable,0.7
2018-08-20,470,0.2304803423159661,14.958723821667894,0.40054429625888543,193,0.07872340425531915,4.470641702644153,0.002749172072766865,,,,,,,,,False,108.32576088850408,35.19962763216185,17.876812155604853,15.180532489168053,11.673086076237315,10.041173561589945,9.432531542826322,7.462512386193749,7.4589671744440045,7.132330167879984,-0.005554312756913676,0.46549184556723766,,0.0,,,,,,,,stable,stable,0.7
2018-08-21,470,0.22957083000562103,15.014384857667448,0.4002206617629195,196,0.07446808510638298,4.497805730729578,0.006069954180465454,0.018208145653382263,95.31632928109752,80.51330710778231,0.019073671820917563,93.86803447322566,79.06414677374292,0.9971525099415596,0.0028474900584404272,False,107.89829010264188,35.82216931512923,17.61620200425518,15.2543106709549,11.512738935590967,10.09657165956944,9.440487739679766,7.529873420953999,7.262155395288012,7.166960410437832,-0.008626156303720184,0.7253414198782746,0.0028474900584404272,0.0,,,,,,,,stable,stable,0.7
2018-08-22,470,0.22864188776612993,15.076847156899989,0.40061349992205103,194,0.07446808510638298,4.489830530797763,0.006060881005307808,,,,,,,,,False,107.46168725008107,36.21733863892135,17.688559706491258,15.46254023214505,11.458219135725253,10.04288489447597,9.339916015857403,7.544094082532048,7.272619831742354,7.186701541955324,-0.005493437422357111,0.4593821088814085,,0.0,,,,,,,,stable,stable,0.7
2018-08-23,470,0.22694828263961295,15.24497500962684,0.399000296747202,196,0.07659574468085106,4.5125632170070595,0.006069954180465454,,,,,,,,,False,106.66569284061808,36.210099892531446,17.779881918946007,15.549395376129391,11.325069442959997,10.014142013982966,9.404146530258222,7.560976759765147,7.359187707884983,7.213033057165746,-0.0074295400956986,0.6592121074230786,,0.0,,,,,,,,stable,stable,0.7
2018-08-24,470,0.2277039687218503,15.161098503665,0.39978987866943105,195,0.07659574468085106,4.508500360614688,0.002767318423082158,,,,,,,,,False,107.02086529926964,36.334261620949675,17.74638366890896,15.561864411624159,11.23786797388015,9.958304112649845,9.424029215560255,7.594805745495506,7.293863371902221,7.2550458144869046,-0.003864141215318556,0.2928708904843802,,0.0,,,,,,,,stable,stable,0.7
2018-08-27,470,0.228823922253049,15.02546442450161,0.40122100983645315,197,0.07872340425531915,4.486989501290304,0.0018327813818445765,,,,,,,,,False,107.54724345893305,36.744808743831484,17.688015248259067,15.436762714927237,11.157044457182193,9.978139099772243,9.34339483371572,7.575963140308177,7.314064960023839,7.267741943626063,-0.00165642006291708,0.06674060283371652,,0.0,,,,,,,,stable,stable,0.7
2018-08-28,470,0.2292759640011918,14.977802616362908,0.40196029775623837,198,0.08085106382978724,4.511935619106851,0.0030485868529691964,0.018584020153296184,95.13644848868935,80.36933781617434,0.018458368554978035,94.80079940482463,80.03381438390794,0.9993342188317422,0.000665781168257773,False,107.75970308056012,36.678826859295924,17.784027653299674,15.545911976157996,11.152870376118301,10.005209133699593,9.40361321983836,7.620315086986541,7.314559340779112,7.145175644589753,-0.0002948660044292395,-0.03658224130454002,0.000665781168257773,0.0,,,,,,,,stable,stable,0.7
2018-08-29,470,0.22496542151181512,15.382354651472928,0.39901564671452705,200,0.07659574468085106,4.5177451326202345,0.0033933675089597606,,,,,,,,,False,105.73374811055311,36.91521278844266,17.98501467279569,15.692470138915088,11.210908245121175,10.073734384356362,9.494275567685014,7.696587941915457,7.367294065927406,7.209443345319277,-0.0036764662543148086,0.30550749457293946,,0.0,,,,,,,,stable,stable,0.7
2018-08-30,470,0.22612290061089715,15.271987015584816,0.3999486564157105,201,0.07872340425531915,4.528366306726075,0.004500294878192624,,,,,,,,,False,106.27776328712164,36.84346202043322,18.005401299706257,15.627130369412557,11.222111538710209,10.056629661564834,9.51257436337148,7.634282157642452,7.329421449219787,7.159928438355744,-0.0008253820287157931,0.02701200595797637,,0.0,,,,,,,,stable,stable,0.7
2018-08-31,470,0.2258961189504089,15.283267724185249,0.4002656983043631,201,0.07872340425531915,4.532577346132696,0.005371319693326679,,,,,,,,,False,106.17117590669218,36.90865699251471,18.130806349691007,15.642231823082334,11.272007131070437,10.088750808910175,9.509088309492464,7.636280607103581,7.3306624185019125,7.175912598320637,-0.001807849771441411,0.1221692205202487,,0.0,,,,,,,,stable,stable,0.7
2018-09-04,470,0.224902744137854,15.379369538697757,0.3996142468096985,200,0.07872340425531915,4.515751500365588,0.003665562763689153,,,,,,,,,False,105.7042897447914,36.95624245587207,18.172885981455117,15.489671132136088,11.495606686303642,10.089403654428649,9.501127354228485,7.669358009320084,7.385858173078838,7.204010352213629,-0.003921178115195018,0.3539051141961469,,0.0,,,,,,,,stable,stable,0.7
2018-09-05,470,0.2237358874326359,15.47323966733083,0.39972090823670253,201,0.07446808510638298,4.528831331014597,0.004863221884498481,0.018158507317963056,95.39039025172168,80.12272796450553,0.01819869302133019,95.02501816840847,79.75731569548894,0.9994440827272519,0.0005559172727480632,False,105.15586709333888,37.238846136505316,17.9412695737018,16.131440234075978,11.401403833628251,10.019454420156498,9.415282317575729,7.690507568744157,7.401669896638246,7.181371297480943,-0.005540076568555902,0.49543705096792223,0.0005559172727480632,0.0,,,,,,,,stable,stable,0.7
2018-09-06,470,0.22282766743553892,15.550996889493696,0.39908415452731527,200,0.07872340425531915,4.537193800761927,0.00195073265889398,,,,,,,,,False,104.7290036947033,37.496695819668304,17.883334788936157,16.049307109984102,11.411211214546356,9.995531010258983,9.429285387765916,7.793027734743882,7.383059566838267,7.167181404098673,-0.0021377540762761993,0.16864223802076772,,0.0,,,,,,,,stable,stable,0.7
2018-09-07,470,0.2195368763871261,15.875919478730276,0.3965166588993894,201,0.07872340425531915,4.54651535597967,0.002340879190672776,,,,,,,,,False,103.18233190194925,37.78911539098452,17.862899394749224,16.161059660674105,11.367423334355891,9.912262274467592,9.47308089105868,7.809388911086597,7.3631660471487725,7.186569322870688,-0.006586024223771053,0.6039324631454601,,0.0,,,,,,,,stable,stable,0.7
2018-09-10,470,0.2197068339800533,15.86903739876799,0.39633026952533296,202,0.07872340425531915,4.546199428669586,0.0017874155060563445,,,,,,,,,False,103.26221197062506,37.665619698252996,17.912332299949192,16.13282065858394,11.302242049495312,9.9248079972123,9.477515443946027,7.809456069877602,7.240269614254266,7.202433200622814,-0.006189284970355591,0.5857696745827408,,0.0,,,,,,,,stable,stable,0.7
2018-09-11,470,0.21971406999196574,15.927525436209942,0.39400881998718873,201,0.07872340425531915,4.546001371792836,0.003030440502653904,,,,,,,,,False,103.26561289622393,37.219644223369144,17.357107737240295,16.025675972564322,11.31610456458106,9.849096002267714,9.494021218731497,7.809978355818488,7.248480501262267,7.207812259171859,-0.00518867414588825,0.548155897512185,,0.0,,,,,,,,stable,stable,0.7
2018-09-12,470,0.2064802378648144,17.37869912103538,0.38313749526140684,206,0.07021276595744681,4.611960173948044,0.004037562945152656,0.018750055119389607,94.99084267065824,77.79987373236828,0.019147434137383686,94.70960394422292,77.51823762691497,0.9986366060109336,0.0013633939890663749,False,97.04571179646274,37.3935705109737,17.817541031450688,16.393988472752994,11.423810961221022,10.106710785652242,9.688633563463048,7.964242613034633,7.527702231593279,7.30595657653774,-0.017255649567821496,1.9054594537045482,0.0013633939890663749,0.0,,,,,,,,stable,stable,0.7
2018-09-13,470,0.1977441810586008,18.41537748002404,0.3761963641941917,210,0.06170212765957447,4.654582381980372,0.006432881186771311,,,,,,,,,False,92.93976509754236,37.683586218231184,17.788192740012917,16.765918632268132,11.634828483215465,10.113041130972828,9.891276217283213,8.036817317758631,7.6706233885358275,7.364951960354856,-0.025083486376938108,2.864380590530345,,0.0,,,,,,,,stable,stable,0.7
2018-09-14,470,0.18659144291945529,19.84798313770554,0.366846277958741,212,0.0574468085106383,4.72454149799826,0.008601370049448805,,,,,,,,,False,87.69797817214399,38.077548271331764,17.855775198186187,17.26506569730414,11.521383301642182,10.277126540930007,10.023837140678753,8.147049437886972,7.7805146291126945,7.458572581707809,-0.032945433467670815,3.972063658975264,,0.0,,,,,,,,stable,stable,0.7
2018-09-17,470,0.18200671456600254,20.55799093553684,0.36235076647175013,218,0.0574468085106383,4.773620813193089,0.010697273510865126,,,,,,,,,False,85.5431558460212,37.32209138321413,18.06832143011432,17.656644498112154,11.714647084260747,10.391128644138039,10.143087269500848,8.228075021336668,7.875439798997224,7.489918136294867,-0.03770011941405077,4.6889535367688495,,0.0,,,,,,,,stable,stable,0.7
2018-09-18,470,0.18232015763892107,20.556069793548115,0.36098423205278923,221,0.05531914893617021,4.792146434261955,0.010860590663702763,,,,,,,,,False,85.6904740902929,37.1787042885763,17.80078227377536,17.62945766066708,11.363170751499279,10.379645505913167,10.179753467784051,8.195979381355828,7.953413559767757,7.502459382777481,-0.03739391235304468,4.628544357338173,,0.0,,,,,,,,stable,stable,0.7
2018-09-19,470,0.17751758424960257,21.061964247718,0.35991521151179073,223,0.0574468085106383,4.81206862263752,0.0072403937758018415,0.018398109196818828,95.35926373633033,74.45641896366513,0.018229932478578483,95.1564347457561,74.25375814980913,0.9959894510733082,0.004010548926691837,False,83.43326459731318,38.46729927622542,18.18438072611713,17.78632251539591,11.288882295489964,10.417771128648894,10.164140974045212,8.381577927187136,8.0935303084711,7.563729154987174,-0.02896265361521183,3.6832651266826204,0.004010548926691837,0.0,,,,,,,,stable,stable,0.7
2018-09-20,470,0.1645607313239346,22.993192613883345,0.3497494238375141,231,0.05531914893617021,4.876313712767182,0.0069772716962300954,,,,,,,,,False,77.34354372224925,38.76776247927043,18.608047878107048,18.18252333845605,11.48035178554885,10.637376751542858,10.23378725025006,8.598998560762428,8.224269414136925,7.690729528199395,-0.03318344973466622,4.577815133859303,,0.0,,,,,,,,stable,stable,0.7
2018-09-21,470,0.16100576473717845,23.548836796873722,0.34682073292687543,231,0.05531914893617021,4.884674149829828,0.004572880279453795,,,,,,,,,False,75.67270942647389,38.930596487550204,18.584189442428514,18.27959798732161,11.538651131857257,10.705108324724623,10.34434079010534,8.55782448862393,8.271744368272765,7.717229713192818,-0.025585678182276833,3.7008536591681818,,0.0,,,,,,,,stable,stable,0.7
2018-09-24,470,0.15930594374687088,23.759858939631375,0.34649285818506104,232,0.0574468085106383,4.864378841551677,0.003139318604545661,,,,,,,,,False,74.87379356102932,39.27879601955057,18.961825427861257,18.17721919813485,11.560009140402727,10.673731002862985,10.209894886377416,8.538747985117633,8.232046603923923,7.656686101054041,-0.02270077081913166,3.2018680040945355,,0.0,,,,,,,,stable,stable,0.7
