date,N_used,p1,deff,top5,cluster_count,largest_share,entropy,turnover_pair_frac,p1_shuffle,deff_shuffle,structure_score,p1_bootstrap,deff_bootstrap,structure_score_bootstrap,eigvec_overlap_1d,eigvec_instability_1d,insufficient_universe,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,dp1_5,ddeff_5,overlap_instability,transition_score,thr_p1_q20,thr_p1_q80,thr_deff_q20,thr_deff_q80,thr_abs_dp1_5_q80,thr_abs_ddeff_5_q80,thr_transition_score_q80,regime_raw,regime,exposure
2018-06-22,470,0.300782844937195,9.82908668731098,0.4510607122854875,171,0.2765957446808511,3.905473063984692,,,,,,,,,,False,141.36793712048166,33.555969929914724,15.478613477693267,11.532122095901709,10.063892150187765,7.929424902789429,7.589898921157307,6.910011412936445,6.430229369098912,5.892485760448242,,,,0.0,,,,,,,,stable,stable,0.7
2018-06-25,470,0.30211305234020985,9.741373770653716,0.4532098895944727,168,0.26595744680851063,3.9141861358729804,,0.01902823952036511,95.26093013639748,85.80264117856362,0.019298984279625484,94.12203336025648,84.66347365766336,,,False,141.99313459989867,34.101092207937086,15.246908855471169,11.780919618782715,9.886592827312612,7.800166507234135,7.572177554072637,6.985082580816366,6.322129714571704,5.8357311180969464,,,,0.0,,,,,,,,stable,stable,0.7
2018-06-26,470,0.30215606632321307,9.741153101438618,0.4532972624244647,171,0.26382978723404255,3.962064012629189,,,,,,,,,,False,142.01335117191013,33.92389312343852,15.525825395194143,11.675962039767949,9.910681609187659,7.81680585649539,7.562179759546152,6.951065389272584,6.28384913917799,5.868040688422246,,,,0.0,,,,,,,,stable,stable,0.7
2018-06-27,470,0.30373610173444043,9.658180404548329,0.45457503596288795,170,0.2680851063829787,3.9397600119688776,,,,,,,,,,False,142.75596781518698,33.66226031794724,15.807130370296719,11.464169941341368,9.960738457784995,7.789298201270339,7.571221767538042,6.884722987901563,6.258830262549775,5.8527158861696496,,,,0.0,,,,,,,,stable,stable,0.7
2018-06-28,470,0.30344062519425663,9.676891944712427,0.45416753109802305,172,0.26595744680851063,3.9589225475983723,,,,,,,,,,False,142.61709384130063,33.596842675591574,15.79517158461882,11.505602252269366,9.944029262290467,7.771552113339584,7.556088774851573,6.871350732243629,6.17575358842767,5.854203431890681,,,,0.0,,,,,,,,stable,stable,0.7
2018-06-29,470,0.30274631674472857,9.714464598008252,0.4536031912428128,171,0.2553191489361702,3.97987468243549,0.024379621648595928,,,,,,,,,False,142.29076887002242,33.62606135423863,15.776685119584101,11.537362136016888,9.96262240425996,7.80910848096978,7.547344360726216,6.8990928456800695,6.21660133552748,5.8590470945979405,0.00196347180753359,-0.11462208930272766,,0.0,,,,,,,,stable,stable,0.7
2018-07-02,470,0.30332731650254224,9.689895550830254,0.4536457427606771,173,0.2702127659574468,3.948349083312016,0.011414054348319195,0.01785288624367966,95.18204556162772,85.77762444105632,0.019443983350179248,93.94177085003943,84.53575863236154,0.9996723886741581,0.00032761132584191444,False,142.56383875619485,33.244986755567425,15.82264618580255,11.493751239973193,10.088276159980229,7.827189617026352,7.608107600801318,6.914345657402011,6.327513874582959,5.908506826253934,0.0012142641623323902,-0.05147821982346201,0.00032761132584191444,0.0,,,,,,,,stable,stable,0.7
2018-07-03,470,0.3035222502942077,9.682964594304428,0.4539957420924922,174,0.28085106382978725,3.898082195904908,0.01778342330898698,,,,,,,,,False,142.65545763827757,32.932130631575646,16.047029879199982,11.603341189806184,10.140039444611912,7.861047536487356,7.611267934782786,6.91107788204387,6.322293092249955,5.9030437455538385,0.0013661839709946388,-0.058188507134190104,,0.0,,,,,,,,stable,stable,0.7
2018-07-05,470,0.3042116675276816,9.650676353651484,0.4539489942539672,171,0.26382978723404255,3.947104049312615,0.008401760195980584,,,,,,,,,False,142.97948373801037,32.76024245278941,15.804961911036102,11.566962323551213,10.244376873977522,7.864760797352034,7.66560921058331,6.929926196664745,6.295613496938548,5.877151150985883,0.00047556579324115056,-0.007504050896844916,,0.0,,,,,,,,stable,stable,0.7
2018-07-06,470,0.3059255316596636,9.563399048223909,0.45500294768683447,170,0.274468085106383,3.9112617926549658,0.008347321145034704,,,,,,,,,False,143.78499988004188,32.418942332049994,15.821849230881963,11.57348492343371,10.252109046404637,7.955187365211444,7.67285518644816,6.927200606906791,6.307471624013839,5.8843846034866765,0.002484906465406944,-0.11349289648851801,,0.0,,,,,,,,stable,stable,0.7
2018-07-09,470,0.3054514586567783,9.549687900837073,0.4574450905055215,165,0.28085106382978725,3.864054194701138,0.018282447942657532,,,,,,,,,False,143.56218556868583,34.064837084367554,15.705793465245481,11.612553290431944,10.053823128864352,7.962763764285626,7.743918563813649,6.8858086690407205,6.30158650705587,5.898514146222539,0.0027051419120497355,-0.16477669717117926,,0.0,,,,,,,,stable,stable,0.7
2018-07-10,470,0.3052268333319819,9.558943528016588,0.4575200398279349,166,0.25957446808510637,3.930619604297225,0.021294742094996145,0.0184482930689412,94.92345354370529,85.65128855595175,0.018571768429059866,93.95220700464954,84.67991854153587,0.9994617840446115,0.0005382159553884991,False,143.4566116660315,34.10960125428777,15.707103567865959,11.655299650309264,10.105802580634922,8.013776539224674,7.771811028478573,6.932717927560331,6.278875524636497,6.009011273495726,0.0018995168294396736,-0.13095202281366625,0.0005382159553884991,0.0,,,,,,,,stable,stable,0.7
2018-07-11,470,0.3055199780640848,9.538733143092205,0.4583087105025406,167,0.2851063829787234,3.8652963499672506,0.013618835911627275,,,,,,,,,False,143.59438969011984,34.24921928473516,15.74605691782289,11.691464356989599,10.123963686526551,8.034422676336069,7.7792384156336185,6.854167681820137,6.235884225413844,5.980807760641687,0.001997727769877111,-0.1442314512122227,,0.0,,,,,,,,stable,stable,0.7
2018-07-12,470,0.30531321762961566,9.546191213952067,0.45851678668744716,167,0.27872340425531916,3.872524435066713,0.009209272785011114,,,,,,,,,False,143.49721228591937,34.357375416328026,15.79976386789513,11.741494548310076,10.10704362464757,8.007104187883348,7.7623061126449295,6.847045404069874,6.271924296468024,5.952107363233948,0.001101550101934079,-0.10448513969941686,,0.0,,,,,,,,stable,stable,0.7
2018-07-13,470,0.30467077656753805,9.575634905996996,0.45846003880526653,168,0.2702127659574468,3.9185929483086537,0.015252007440003629,,,,,,,,,False,143.19526498674287,34.55060843277903,15.773849796694957,11.802189170757853,10.154305851500524,8.044842261235697,7.732543439220885,6.773598522896446,6.317764422898431,5.978203706137961,-0.0012547550921255257,0.012235857773086778,,0.0,,,,,,,,stable,stable,0.7
2018-07-16,470,0.30555318506543305,9.527027588646202,0.45943105257394645,166,0.27872340425531916,3.859171052098841,0.01443542167581545,,,,,,,,,False,143.60999698075352,34.50851249541397,15.86737497167852,11.692922103355155,10.253788158553618,8.085873229928115,7.81556795559909,6.7432597989623595,6.320425319166079,5.979817477354752,0.00010172640865474536,-0.022660312190870613,,0.0,,,,,,,,stable,stable,0.7
2018-07-17,470,0.3070234665732701,9.446001368674233,0.4606833343111039,168,0.2702127659574468,3.9130076090609296,0.020205961076078572,0.017957643338539688,94.99737052821258,85.84043498277309,0.019028837102021023,94.40698365093536,85.24897691173237,0.999410967925082,0.0005890320749180056,False,144.301029289437,34.5612865181417,15.92491186463907,11.56825150290717,10.165687951093958,8.140393460103029,7.853129723662454,6.808184683613737,6.356048884139093,6.0109312677443505,0.0017966332412882036,-0.11294215934235474,0.0005890320749180056,0.0,,,,,,,,stable,stable,0.7
2018-07-18,470,0.30764178843286816,9.404698082594434,0.4618726575352421,165,0.28297872340425534,3.8419198172778026,0.01448986072676133,,,,,,,,,False,144.59164056344804,34.87522888653858,15.929880351848,11.604341175533111,10.079058064196076,8.265853161203406,7.807827117109008,6.682350652378479,6.400000977028018,6.061885248360429,0.002121810368783339,-0.13403506049777114,,0.0,,,,,,,,stable,stable,0.7
2018-07-19,470,0.3064975054982196,9.45325778295519,0.46214168389240057,165,0.28936170212765955,3.8334939406086894,0.01882683845211632,,,,,,,,,False,144.05382758416317,35.27467498869699,16.043738300841675,11.64397252137281,10.1903780343536,8.26508791982377,7.839437616892134,6.687708705831831,6.4160657451786856,6.091932858361096,0.001184287868603917,-0.09293343099687768,,0.0,,,,,,,,stable,stable,0.7
2018-07-20,470,0.3055966121769166,9.502954256189879,0.4610917645921425,165,0.28085106382978725,3.8510769037688926,0.016522251962074127,,,,,,,,,False,143.63040772315077,35.24111499437099,15.957144067157815,11.667839208861732,10.216623364765656,8.310462305075674,7.869840440634691,6.720026523637234,6.435131113208911,6.1088270507679,0.0009258356093785336,-0.07268064980711664,,0.0,,,,,,,,stable,stable,0.7
2018-07-23,470,0.3047708373905206,9.542424960269932,0.46078994057869205,164,0.2978723404255319,3.7710236508064887,0.016522251962074127,,,,,,,,,False,143.2422935735447,35.39432232226889,15.976179482305575,11.713653410998628,10.244823282867522,8.34466040207914,7.880320168480735,6.7648312622088485,6.432368492233672,6.125898306891312,-0.0007823476749124758,0.015397371623729228,,0.0,,,,,,,,stable,stable,0.7
