date,value
2018-01-31,23.0
2018-02-28,18.0
2018-03-31,7.0
2018-04-30,21.0
2018-05-31,43.0
2018-06-30,143.0
2018-07-31,25.0
2018-08-31,0.0
2018-09-30,30.0
2018-10-31,40.0
2018-11-30,-25.0
2018-12-31,14.0
2019-01-31,36.0
2019-02-28,54.0
2019-03-31,77.0
2019-04-30,60.0
2019-05-31,15.0
2019-06-30,1.0
2019-07-31,10.0
2019-08-31,12.0
2019-09-30,-5.0
2019-10-31,4.0
2019-11-30,54.0
2019-12-31,122.0
2020-01-31,19.0
2020-02-29,17.0
2020-03-31,18.0
2020-04-30,-23.0
2020-05-31,-25.0
2020-06-30,30.0
2020-07-31,44.0
2020-08-31,36.0
2020-09-30,87.0
2020-10-31,89.0
2020-11-30,95.0
2020-12-31,146.0
2021-01-31,27.0
2021-02-28,82.0
2021-03-31,86.0
2021-04-30,38.0
2021-05-31,96.0
2021-06-30,60.0
2021-07-31,102.0
2021-08-31,88.0
2021-09-30,120.0
2021-10-31,116.0
2021-11-30,84.0
2021-12-31,73.0
2022-01-31,67.0
2022-02-28,100.0
2022-03-31,171.0
2022-04-30,104.0
2022-05-31,45.0
2022-06-30,62.0
2022-07-31,-60.0
2022-08-31,-31.0
2022-09-30,-32.0
2022-10-31,47.0
2022-11-30,38.0
2022-12-31,69.0
2023-01-31,46.0
2023-02-28,77.0
2023-03-31,64.0
2023-04-30,53.0
2023-05-31,36.0
2023-06-30,-10.0
2023-07-31,-9.0
2023-08-31,20.0
2023-09-30,11.0
2023-10-31,12.0
2023-11-30,10.0
2023-12-31,55.0
2024-01-31,57.0
2024-02-29,81.0
2024-03-31,19.0
2024-04-30,37.0
2024-05-31,46.0
2024-06-30,25.0
2024-07-31,26.0
2024-08-31,-14.0
2024-09-30,48.0
2024-10-31,61.0
2024-11-30,33.0
2024-12-31,48.0
2025-01-31,0.0
2025-02-28,148.0
2025-03-31,51.0
2025-04-30,48.0
2025-05-31,35.0
2025-06-30,23.0
2025-07-31,21.0
2025-08-31,-21.0
2025-09-30,52.0
2025-10-31,3.0
2025-11-30,3.0
2025-12-31,21.0
2026-01-31,39.0
