date,value
2018-01-31,131.0
2018-02-28,124.0
2018-03-31,120.0
2018-04-30,117.0
2018-05-31,118.0
2018-06-30,123.0
2018-07-31,124.0
2018-08-31,123.0
2018-09-30,124.0
2018-10-31,123.0
2018-11-30,118.0
2018-12-31,116.0
2019-01-31,121.0
2019-02-28,117.0
2019-03-31,111.0
2019-04-30,108.0
2019-05-31,109.0
2019-06-30,107.0
2019-07-31,105.0
2019-08-31,102.0
2019-09-30,99.0
2019-10-31,98.0
2019-11-30,95.0
2019-12-31,94.0
2020-01-31,99.0
2020-02-29,95.0
2020-03-31,91.0
2020-04-30,97.0
2020-05-31,99.0
2020-06-30,95.0
2020-07-31,94.0
2020-08-31,92.0
2020-09-30,90.0
2020-10-31,92.0
2020-11-30,89.0
2020-12-31,89.0
2021-01-31,96.0
2021-02-28,92.0
2021-03-31,93.0
2021-04-30,100.0
2021-05-31,100.0
2021-06-30,102.0
2021-07-31,104.0
2021-08-31,109.0
2021-09-30,117.0
2021-10-31,124.0
2021-11-30,140.0
2021-12-31,139.0
2022-01-31,143.0
2022-02-28,141.0
2022-03-31,143.0
2022-04-30,144.0
2022-05-31,144.0
2022-06-30,145.0
2022-07-31,146.0
2022-08-31,145.0
2022-09-30,144.0
2022-10-31,143.0
2022-11-30,145.0
2022-12-31,147.0
2023-01-31,151.0
2023-02-28,150.0
2023-03-31,147.0
2023-04-30,145.0
2023-05-31,144.0
2023-06-30,139.0
2023-07-31,137.0
2023-08-31,134.0
2023-09-30,131.0
2023-10-31,132.0
2023-11-30,131.0
2023-12-31,127.0
2024-01-31,130.0
2024-02-29,127.0
2024-03-31,126.0
2024-04-30,125.0
2024-05-31,125.0
2024-06-30,127.0
2024-07-31,131.0
2024-08-31,131.0
2024-09-30,130.0
2024-10-31,132.0
2024-11-30,135.0
2024-12-31,140.0
2025-01-31,151.0
2025-02-28,153.0
2025-03-31,149.0
2025-04-30,148.0
2025-05-31,148.0
2025-06-30,146.0
2025-07-31,144.0
2025-08-31,144.0
2025-09-30,143.0
2025-10-31,147.0
2025-11-30,144.0
2025-12-31,142.0
2026-01-31,145.0
