date,value
2018-01-31,76.0
2018-02-28,7.0
2018-03-31,64.0
2018-04-30,57.0
2018-05-31,138.0
2018-06-30,187.0
2018-07-31,51.0
2018-08-31,70.0
2018-09-30,152.0
2018-10-31,89.0
2018-11-30,-49.0
2018-12-31,-108.0
2019-01-31,1.0
2019-02-28,88.0
2019-03-31,126.0
2019-04-30,92.0
2019-05-31,45.0
2019-06-30,80.0
2019-07-31,40.0
2019-08-31,-67.0
2019-09-30,-1.0
2019-10-31,68.0
2019-11-30,30.0
2019-12-31,209.0
2020-01-31,48.0
2020-02-29,-4.0
2020-03-31,124.0
2020-04-30,80.0
2020-05-31,28.0
2020-06-30,156.0
2020-07-31,223.0
2020-08-31,274.0
2020-09-30,434.0
2020-10-31,323.0
2020-11-30,328.0
2020-12-31,96.0
2021-01-31,258.0
2021-02-28,253.0
2021-03-31,294.0
2021-04-30,151.0
2021-05-31,410.0
2021-06-30,60.0
2021-07-31,78.0
2021-08-31,66.0
2021-09-30,-64.0
2021-10-31,64.0
2021-11-30,2.0
2021-12-31,87.0
2022-01-31,182.0
2022-02-28,183.0
2022-03-31,174.0
2022-04-30,141.0
2022-05-31,52.0
2022-06-30,59.0
2022-07-31,21.0
2022-08-31,-70.0
2022-09-30,-95.0
2022-10-31,-97.0
2022-11-30,-56.0
2022-12-31,45.0
2023-01-31,21.0
2023-02-28,-6.0
2023-03-31,5.0
2023-04-30,-95.0
2023-05-31,-184.0
2023-06-30,-193.0
2023-07-31,-72.0
2023-08-31,-14.0
2023-09-30,37.0
2023-10-31,50.0
2023-11-30,59.0
2023-12-31,74.0
2024-01-31,7.0
2024-02-29,-52.0
2024-03-31,-47.0
2024-04-30,31.0
2024-05-31,89.0
2024-06-30,81.0
2024-07-31,61.0
2024-08-31,29.0
2024-09-30,62.0
2024-10-31,152.0
2024-11-30,130.0
2024-12-31,94.0
2025-01-31,27.0
2025-02-28,106.0
2025-03-31,-34.0
2025-04-30,24.0
2025-05-31,-49.0
2025-06-30,-167.0
2025-07-31,-77.0
2025-08-31,36.0
2025-09-30,42.0
2025-10-31,-36.0
2025-11-30,27.0
2025-12-31,-1.0
2026-01-31,41.0
2026-02-28,-73.0
