date,value
2018-01-31,31.0
2018-02-28,13.0
2018-03-31,24.0
2018-04-30,29.0
2018-05-31,23.0
2018-06-30,97.0
2018-07-31,61.0
2018-08-31,15.0
2018-09-30,23.0
2018-10-31,35.0
2018-11-30,13.0
2018-12-31,13.0
2019-01-31,49.0
2019-02-28,9.0
2019-03-31,31.0
2019-04-30,38.0
2019-05-31,3.0
2019-06-30,88.0
2019-07-31,58.0
2019-08-31,42.0
2019-09-30,46.0
2019-10-31,18.0
2019-11-30,4.0
2019-12-31,21.0
2020-01-31,38.0
2020-02-29,33.0
2020-03-31,26.0
2020-04-30,22.0
2020-05-31,20.0
2020-06-30,34.0
2020-07-31,117.0
2020-08-31,72.0
2020-09-30,116.0
2020-10-31,173.0
2020-11-30,128.0
2020-12-31,70.0
2021-01-31,89.0
2021-02-28,189.0
2021-03-31,130.0
2021-04-30,90.0
2021-05-31,222.0
2021-06-30,216.0
2021-07-31,85.0
2021-08-31,46.0
2021-09-30,51.0
2021-10-31,86.0
2021-11-30,67.0
2021-12-31,35.0
2022-01-31,71.0
2022-02-28,38.0
2022-03-31,86.0
2022-04-30,95.0
2022-05-31,228.0
2022-06-30,214.0
2022-07-31,86.0
2022-08-31,9.0
2022-09-30,9.0
2022-10-31,12.0
2022-11-30,36.0
2022-12-31,9.0
2023-01-31,46.0
2023-02-28,5.0
2023-03-31,30.0
2023-04-30,14.0
2023-05-31,59.0
2023-06-30,71.0
2023-07-31,10.0
2023-08-31,17.0
2023-09-30,34.0
2023-10-31,20.0
2023-11-30,7.0
2023-12-31,31.0
2024-01-31,27.0
2024-02-29,13.0
2024-03-31,28.0
2024-04-30,52.0
2024-05-31,86.0
2024-06-30,71.0
2024-07-31,72.0
2024-08-31,70.0
2024-09-30,58.0
2024-10-31,68.0
2024-11-30,40.0
2024-12-31,50.0
2025-01-31,83.0
2025-02-28,40.0
2025-03-31,39.0
2025-04-30,52.0
2025-05-31,58.0
2025-06-30,69.0
2025-07-31,91.0
2025-08-31,52.0
2025-09-30,17.0
2025-10-31,30.0
2025-11-30,27.0
2025-12-31,21.0
2026-01-31,72.0
