asset_id,ticker,sector_gics,sector_internal,liquidity_proxy
MRVL,MRVL,technology,technology,2514
MSCI,MSCI,technology,technology,2514
MSFT,MSFT,technology,technology,2514
MU,MU,technology,technology,2514
NFLX,NFLX,technology,technology,2514
NOVT,NOVT,technology,technology,2514
NOW,NOW,technology,technology,2514
NVDA,NVDA,technology,technology,2514
ORCL,ORCL,technology,technology,2514
PANW,PANW,technology,technology,2514
PYPL,PYPL,technology,technology,2514
QCOM,QCOM,technology,technology,2514
SNPS,SNPS,technology,technology,2514
SPGI,SPGI,technology,technology,2514
TER,TER,technology,technology,2514
TTWO,TTWO,technology,technology,2514
TXN,TXN,technology,technology,2514
UI,UI,technology,technology,2514
V,V,technology,technology,2514
WDC,WDC,technology,technology,2514
AEE,AEE,utilities,utilities,2514
AEP,AEP,utilities,utilities,2514
ATO,ATO,utilities,utilities,2514
AWK,AWK,utilities,utilities,2514
CMS,CMS,utilities,utilities,2514
CNP,CNP,utilities,utilities,2514
CWEN,CWEN,utilities,utilities,2514
D,D,utilities,utilities,2514
DTE,DTE,utilities,utilities,2514
DUK,DUK,utilities,utilities,2514
ED,ED,utilities,utilities,2514
EIX,EIX,utilities,utilities,2514
ES,ES,utilities,utilities,2514
ETR,ETR,utilities,utilities,2514
EXC,EXC,utilities,utilities,2514
FE,FE,utilities,utilities,2514
FTS,FTS,utilities,utilities,2514
LNT,LNT,utilities,utilities,2514
NEE,NEE,utilities,utilities,2514
NI,NI,utilities,utilities,2514
OGE,OGE,utilities,utilities,2514
PCG,PCG,utilities,utilities,2514
PEG,PEG,utilities,utilities,2514
PNW,PNW,utilities,utilities,2514
PPL,PPL,utilities,utilities,2514
SO,SO,utilities,utilities,2514
SRE,SRE,utilities,utilities,2514
WEC,WEC,utilities,utilities,2514
