asset_id,ticker,sector_gics,sector_internal,liquidity_proxy
TLT,TLT,bonds_rates,bonds_rates,4292
ACTG,ACTG,consumer_discretionary,consumer_discretionary,2514
AIOT,AIOT,consumer_discretionary,consumer_discretionary,2514
AMPG,AMPG,consumer_discretionary,consumer_discretionary,2514
AMZN,AMZN,consumer_discretionary,consumer_discretionary,2514
APPS,APPS,consumer_discretionary,consumer_discretionary,2514
ARES,ARES,consumer_discretionary,consumer_discretionary,2514
AXON,AXON,consumer_discretionary,consumer_discretionary,2514
BKNG,BKNG,consumer_discretionary,consumer_discretionary,2514
BWEN,BWEN,consumer_discretionary,consumer_discretionary,2514
BX,BX,consumer_discretionary,consumer_discretionary,2514
CABO,CABO,consumer_discretionary,consumer_discretionary,2514
CELH,CELH,consumer_discretionary,consumer_discretionary,2514
CHTR,CHTR,consumer_discretionary,consumer_discretionary,2514
CMG,CMG,consumer_discretionary,consumer_discretionary,2514
CPRT,CPRT,consumer_discretionary,consumer_discretionary,2514
CTLP,CTLP,consumer_discretionary,consumer_discretionary,2514
CXDO,CXDO,consumer_discretionary,consumer_discretionary,2514
DHI,DHI,consumer_discretionary,consumer_discretionary,2514
EBAY,EBAY,consumer_discretionary,consumer_discretionary,2514
EL,EL,consumer_discretionary,consumer_discretionary,2514
EXAS,EXAS,consumer_discretionary,consumer_discretionary,2514
EXTR,EXTR,consumer_discretionary,consumer_discretionary,2514
FRPT,FRPT,consumer_discretionary,consumer_discretionary,2514
HD,HD,consumer_discretionary,consumer_discretionary,2514
ILMN,ILMN,consumer_discretionary,consumer_discretionary,2514
INSG,INSG,consumer_discretionary,consumer_discretionary,2514
INSM,INSM,consumer_discretionary,consumer_discretionary,2514
IRDM,IRDM,consumer_discretionary,consumer_discretionary,2514
JYNT,JYNT,consumer_discretionary,consumer_discretionary,2514
KKR,KKR,consumer_discretionary,consumer_discretionary,2514
LBRDA,LBRDA,consumer_discretionary,consumer_discretionary,2514
LBRDK,LBRDK,consumer_discretionary,consumer_discretionary,2514
LOW,LOW,consumer_discretionary,consumer_discretionary,2514
LTRX,LTRX,consumer_discretionary,consumer_discretionary,2514
NKE,NKE,consumer_discretionary,consumer_discretionary,2514
NTRA,NTRA,consumer_discretionary,consumer_discretionary,2514
PAR,PAR,consumer_discretionary,consumer_discretionary,2514
PLUG,PLUG,consumer_discretionary,consumer_discretionary,2514
REFR,REFR,consumer_discretionary,consumer_discretionary,2514
RUN,RUN,consumer_discretionary,consumer_discretionary,2514
SAM,SAM,consumer_discretionary,consumer_discretionary,2514
SBUX,SBUX,consumer_discretionary,consumer_discretionary,2514
TBCH,TBCH,consumer_discretionary,consumer_discretionary,2514
TGT,TGT,consumer_discretionary,consumer_discretionary,2514
TREX,TREX,consumer_discretionary,consumer_discretionary,2514
TSLA,TSLA,consumer_discretionary,consumer_discretionary,2514
WBD,WBD,consumer_discretionary,consumer_discretionary,2514
CAG,CAG,consumer_staples,consumer_staples,2514
CALM,CALM,consumer_staples,consumer_staples,2514
CL,CL,consumer_staples,consumer_staples,2514
COKE,COKE,consumer_staples,consumer_staples,2514
COST,COST,consumer_staples,consumer_staples,2514
CPB,CPB,consumer_staples,consumer_staples,2514
DG,DG,consumer_staples,consumer_staples,2514
FIZZ,FIZZ,consumer_staples,consumer_staples,2514
FLO,FLO,consumer_staples,consumer_staples,2514
GIS,GIS,consumer_staples,consumer_staples,2514
HRL,HRL,consumer_staples,consumer_staples,2514
HSY,HSY,consumer_staples,consumer_staples,2514
IMKTA,IMKTA,consumer_staples,consumer_staples,2514
KHC,KHC,consumer_staples,consumer_staples,2514
KMB,KMB,consumer_staples,consumer_staples,2514
KO,KO,consumer_staples,consumer_staples,2514
KR,KR,consumer_staples,consumer_staples,2514
MDLZ,MDLZ,consumer_staples,consumer_staples,2514
MKC,MKC,consumer_staples,consumer_staples,2514
MNST,MNST,consumer_staples,consumer_staples,2514
MO,MO,consumer_staples,consumer_staples,2514
MZTI,MZTI,consumer_staples,consumer_staples,2514
PEP,PEP,consumer_staples,consumer_staples,2514
PG,PG,consumer_staples,consumer_staples,2514
PM,PM,consumer_staples,consumer_staples,2514
POST,POST,consumer_staples,consumer_staples,2514
RSG,RSG,consumer_staples,consumer_staples,2514
SFM,SFM,consumer_staples,consumer_staples,2514
SJM,SJM,consumer_staples,consumer_staples,2514
STZ,STZ,consumer_staples,consumer_staples,2514
TR,TR,consumer_staples,consumer_staples,2514
VZ,VZ,consumer_staples,consumer_staples,2514
BTC-USD,BTC-USD,crypto,crypto,2965
APA,APA,energy,energy,2514
AR,AR,energy,energy,2514
ARLP,ARLP,energy,energy,2514
BSM,BSM,energy,energy,2514
CHRD,CHRD,energy,energy,2514
CLMT,CLMT,energy,energy,2514
CNX,CNX,energy,energy,2514
COP,COP,energy,energy,2514
CQP,CQP,energy,energy,2514
CRK,CRK,energy,energy,2514
CTRA,CTRA,energy,energy,2514
CVI,CVI,energy,energy,2514
CVX,CVX,energy,energy,2514
DINO,DINO,energy,energy,2514
DVN,DVN,energy,energy,2514
EOG,EOG,energy,energy,2514
EPD,EPD,energy,energy,2514
EQT,EQT,energy,energy,2514
ET,ET,energy,energy,2514
FANG,FANG,energy,energy,2514
HAL,HAL,energy,energy,2514
HP,HP,energy,energy,2514
KMI,KMI,energy,energy,2514
LNG,LNG,energy,energy,2514
LXU,LXU,energy,energy,2514
MPC,MPC,energy,energy,2514
MPLX,MPLX,energy,energy,2514
MTDR,MTDR,energy,energy,2514
MUR,MUR,energy,energy,2514
OII,OII,energy,energy,2514
OKE,OKE,energy,energy,2514
OXY,OXY,energy,energy,2514
PAA,PAA,energy,energy,2514
PBF,PBF,energy,energy,2514
PSX,PSX,energy,energy,2514
PTEN,PTEN,energy,energy,2514
RRC,RRC,energy,energy,2514
SM,SM,energy,energy,2514
SUN,SUN,energy,energy,2514
TPL,TPL,energy,energy,2514
TRGP,TRGP,energy,energy,2514
USO,USO,energy,energy,4292
VLO,VLO,energy,energy,2514
VNOM,VNOM,energy,energy,2514
WES,WES,energy,energy,2514
XLE,XLE,energy,energy,4292
QQQ,QQQ,equities_us_broad,equities_us_broad,4290
CCZ,CCZ,equities_us_other,equities_us_other,2514
CTGO,CTGO,equities_us_other,equities_us_other,2514
INTZ,INTZ,equities_us_other,equities_us_other,2514
NB,NB,equities_us_other,equities_us_other,2514
NTIP,NTIP,equities_us_other,equities_us_other,2514
AD,AD,financials,financials,2514
AFL,AFL,financials,financials,2514
AIG,AIG,financials,financials,2514
AJG,AJG,financials,financials,2514
ALL,ALL,financials,financials,2514
AMCX,AMCX,financials,financials,2514
AMP,AMP,financials,financials,2514
AON,AON,financials,financials,2514
ATEX,ATEX,financials,financials,2514
ATNI,ATNI,financials,financials,2514
AXP,AXP,financials,financials,2514
BAC,BAC,financials,financials,2514
BK,BK,financials,financials,2514
BLK,BLK,financials,financials,2514
C,C,financials,financials,2514
CCL,CCL,financials,financials,2514
CFG,CFG,financials,financials,2514
CMCSA,CMCSA,financials,financials,2514
CME,CME,financials,financials,2514
COF,COF,financials,financials,2514
CUK,CUK,financials,financials,2514
FIS,FIS,financials,financials,2514
FISV,FISV,financials,financials,2514
FITB,FITB,financials,financials,2514
GM,GM,financials,financials,2514
GPN,GPN,financials,financials,2514
GS,GS,financials,financials,2514
HBAN,HBAN,financials,financials,2514
HIG,HIG,financials,financials,2514
HST,HST,financials,financials,2514
IBKR,IBKR,financials,financials,2514
IDT,IDT,financials,financials,2514
JJSF,JJSF,financials,financials,2514
JPM,JPM,financials,financials,2514
LPLA,LPLA,financials,financials,2514
MET,MET,financials,financials,2514
MKL,MKL,financials,financials,2514
MS,MS,financials,financials,2514
MTB,MTB,financials,financials,2514
PGR,PGR,financials,financials,2514
PNC,PNC,financials,financials,2514
PPC,PPC,financials,financials,2514
PRMB,PRMB,financials,financials,2514
PRU,PRU,financials,financials,2514
RJF,RJF,financials,financials,2514
SCHW,SCHW,financials,financials,2514
SHEN,SHEN,financials,financials,2514
SPOK,SPOK,financials,financials,2514
STT,STT,financials,financials,2514
T,T,financials,financials,2514
TDS,TDS,financials,financials,2514
TFC,TFC,financials,financials,2514
TRV,TRV,financials,financials,2514
TSN,TSN,financials,financials,2514
USB,USB,financials,financials,2514
A,A,health_care,health_care,2514
ABBV,ABBV,health_care,health_care,2514
ABT,ABT,health_care,health_care,2514
ALNY,ALNY,health_care,health_care,2514
AMGN,AMGN,health_care,health_care,2514
BDX,BDX,health_care,health_care,2514
BIIB,BIIB,health_care,health_care,2514
BMY,BMY,health_care,health_care,2514
BR,BR,health_care,health_care,2514
BSX,BSX,health_care,health_care,2514
CAH,CAH,health_care,health_care,2514
CI,CI,health_care,health_care,2514
CNC,CNC,health_care,health_care,2514
COR,COR,health_care,health_care,2514
CVS,CVS,health_care,health_care,2514
DGX,DGX,health_care,health_care,2514
DHR,DHR,health_care,health_care,2514
ELV,ELV,health_care,health_care,2514
EW,EW,health_care,health_care,2514
GILD,GILD,health_care,health_care,2514
HUM,HUM,health_care,health_care,2514
ICE,ICE,health_care,health_care,2514
INCY,INCY,health_care,health_care,2514
IQV,IQV,health_care,health_care,2514
JNJ,JNJ,health_care,health_care,2514
LH,LH,health_care,health_care,2514
LLY,LLY,health_care,health_care,2514
MCK,MCK,health_care,health_care,2514
MDT,MDT,health_care,health_care,2514
MRK,MRK,health_care,health_care,2514
MRSH,MRSH,health_care,health_care,2514
NDAQ,NDAQ,health_care,health_care,2514
PFE,PFE,health_care,health_care,2514
REGN,REGN,health_care,health_care,2514
RMD,RMD,health_care,health_care,2514
STE,STE,health_care,health_care,2514
SYK,SYK,health_care,health_care,2514
TMO,TMO,health_care,health_care,2514
TMUS,TMUS,health_care,health_care,2514
UNH,UNH,health_care,health_care,2514
UTHR,UTHR,health_care,health_care,2514
VRTX,VRTX,health_care,health_care,2514
ADP,ADP,industrials,industrials,2514
AME,AME,industrials,industrials,2514
AMWD,AMWD,industrials,industrials,2514
APH,APH,industrials,industrials,2514
APO,APO,industrials,industrials,2514
AZO,AZO,industrials,industrials,2514
BA,BA,industrials,industrials,2514
CAT,CAT,industrials,industrials,2514
CBRE,CBRE,industrials,industrials,2514
CMI,CMI,industrials,industrials,2514
CPAY,CPAY,industrials,industrials,2514
CSX,CSX,industrials,industrials,2514
CTAS,CTAS,industrials,industrials,2514
DAL,DAL,industrials,industrials,2514
DE,DE,industrials,industrials,2514
DGII,DGII,industrials,industrials,2514
DIS,DIS,industrials,industrials,2514
DOV,DOV,industrials,industrials,2514
EME,EME,industrials,industrials,2514
EMR,EMR,industrials,industrials,2514
ENR,ENR,industrials,industrials,2514
ESE,ESE,industrials,industrials,2514
F,F,industrials,industrials,2514
FAST,FAST,industrials,industrials,2514
FBIN,FBIN,industrials,industrials,2514
FDX,FDX,industrials,industrials,2514
FIX,FIX,industrials,industrials,2514
FTAI,FTAI,industrials,industrials,2514
GD,GD,industrials,industrials,2514
GE,GE,industrials,industrials,2514
GLW,GLW,industrials,industrials,2514
GWW,GWW,industrials,industrials,2514
HCA,HCA,industrials,industrials,2514
HEI,HEI,industrials,industrials,2514
HLT,HLT,industrials,industrials,2514
HON,HON,industrials,industrials,2514
HWM,HWM,industrials,industrials,2514
IBM,IBM,industrials,industrials,2514
IDCC,IDCC,industrials,industrials,2514
INGR,INGR,industrials,industrials,2514
ITW,ITW,industrials,industrials,2514
KN,KN,industrials,industrials,2514
KOP,KOP,industrials,industrials,2514
LAMR,LAMR,industrials,industrials,2514
LEN,LEN,industrials,industrials,2514
LFUS,LFUS,industrials,industrials,2514
LHX,LHX,industrials,industrials,2514
LMT,LMT,industrials,industrials,2514
LPX,LPX,industrials,industrials,2514
LUMN,LUMN,industrials,industrials,2514
LVS,LVS,industrials,industrials,2514
LYV,LYV,industrials,industrials,2514
MAR,MAR,industrials,industrials,2514
MATV,MATV,industrials,industrials,2514
MATW,MATW,industrials,industrials,2514
MCD,MCD,industrials,industrials,2514
MMM,MMM,industrials,industrials,2514
MSI,MSI,industrials,industrials,2514
NFG,NFG,industrials,industrials,2514
NL,NL,industrials,industrials,2514
NOC,NOC,industrials,industrials,2514
NRG,NRG,industrials,industrials,2514
NSC,NSC,industrials,industrials,2514
NSSC,NSSC,industrials,industrials,2514
NVRI,NVRI,industrials,industrials,2514
ODFL,ODFL,industrials,industrials,2514
ORLY,ORLY,industrials,industrials,2514
PAYX,PAYX,industrials,industrials,2514
PBI,PBI,industrials,industrials,2514
PCAR,PCAR,industrials,industrials,2514
PH,PH,industrials,industrials,2514
POWL,POWL,industrials,industrials,2514
PWR,PWR,industrials,industrials,2514
RCL,RCL,industrials,industrials,2514
ROK,ROK,industrials,industrials,2514
ROST,ROST,industrials,industrials,2514
RTX,RTX,industrials,industrials,2514
SATS,SATS,industrials,industrials,2514
SPB,SPB,industrials,industrials,2514
SYY,SYY,industrials,industrials,2514
TDG,TDG,industrials,industrials,2514
TDY,TDY,industrials,industrials,2514
THC,THC,industrials,industrials,2514
TJX,TJX,industrials,industrials,2514
TKO,TKO,industrials,industrials,2514
TPR,TPR,industrials,industrials,2514
UAL,UAL,industrials,industrials,2514
UFPI,UFPI,industrials,industrials,2514
ULBI,ULBI,industrials,industrials,2514
UNP,UNP,industrials,industrials,2514
UPS,UPS,industrials,industrials,2514
URI,URI,industrials,industrials,2514
VYX,VYX,industrials,industrials,2514
WAB,WAB,industrials,industrials,2514
ADM,ADM,materials,materials,2514
AES,AES,materials,materials,2514
APD,APD,materials,materials,2514
BG,BG,materials,materials,2514
CDE,CDE,materials,materials,2514
CLF,CLF,materials,materials,2514
CLW,CLW,materials,materials,2514
DAR,DAR,materials,materials,2514
ECL,ECL,materials,materials,2514
FCX,FCX,materials,materials,2514
GORO,GORO,materials,materials,2514
IP,IP,materials,materials,2514
KRO,KRO,materials,materials,2514
MAGN,MAGN,materials,materials,2514
MLM,MLM,materials,materials,2514
MTX,MTX,materials,materials,2514
NEM,NEM,materials,materials,2514
NUE,NUE,materials,materials,2514
PZG,PZG,materials,materials,2514
RYAM,RYAM,materials,materials,2514
SCCO,SCCO,materials,materials,2514
SHW,SHW,materials,materials,2514
USAU,USAU,materials,materials,2514
VGZ,VGZ,materials,materials,2514
VHI,VHI,materials,materials,2514
VMC,VMC,materials,materials,2514
ADC,ADC,real_estate,real_estate,2514
AGNC,AGNC,real_estate,real_estate,2514
AMH,AMH,real_estate,real_estate,2514
AMT,AMT,real_estate,real_estate,2514
ARE,ARE,real_estate,real_estate,2514
AVB,AVB,real_estate,real_estate,2514
BRX,BRX,real_estate,real_estate,2514
BXP,BXP,real_estate,real_estate,2514
CCI,CCI,real_estate,real_estate,2514
DLR,DLR,real_estate,real_estate,2514
DOC,DOC,real_estate,real_estate,2514
EGP,EGP,real_estate,real_estate,2514
ELS,ELS,real_estate,real_estate,2514
EQIX,EQIX,real_estate,real_estate,2514
EQR,EQR,real_estate,real_estate,2514
ESS,ESS,real_estate,real_estate,2514
EXR,EXR,real_estate,real_estate,2514
GLPI,GLPI,real_estate,real_estate,2514
IRM,IRM,real_estate,real_estate,2514
KIM,KIM,real_estate,real_estate,2514
MAA,MAA,real_estate,real_estate,2514
NLY,NLY,real_estate,real_estate,2514
NNN,NNN,real_estate,real_estate,2514
O,O,real_estate,real_estate,2514
OHI,OHI,real_estate,real_estate,2514
PLD,PLD,real_estate,real_estate,2514
PSA,PSA,real_estate,real_estate,2514
REG,REG,real_estate,real_estate,2514
REXR,REXR,real_estate,real_estate,2514
SBAC,SBAC,real_estate,real_estate,2514
SPG,SPG,real_estate,real_estate,2514
SUI,SUI,real_estate,real_estate,2514
UDR,UDR,real_estate,real_estate,2514
UGI,UGI,real_estate,real_estate,2514
VTR,VTR,real_estate,real_estate,2514
WELL,WELL,real_estate,real_estate,2514
AAPL,AAPL,technology,technology,2514
ADBE,ADBE,technology,technology,2514
ADI,ADI,technology,technology,2514
ADSK,ADSK,technology,technology,2514
AKAM,AKAM,technology,technology,2514
AMAT,AMAT,technology,technology,2514
AMD,AMD,technology,technology,2514
ANET,ANET,technology,technology,2514
ATEN,ATEN,technology,technology,2514
AVGO,AVGO,technology,technology,2514
CDNS,CDNS,technology,technology,2514
CIEN,CIEN,technology,technology,2514
CRM,CRM,technology,technology,2514
CSCO,CSCO,technology,technology,2514
CSGP,CSGP,technology,technology,2514
DLB,DLB,technology,technology,2514
DXCM,DXCM,technology,technology,2514
EA,EA,technology,technology,2514
FFIV,FFIV,technology,technology,2514
FICO,FICO,technology,technology,2514
FTNT,FTNT,technology,technology,2514
GOOG,GOOG,technology,technology,2514
GOOGL,GOOGL,technology,technology,2514
IDXX,IDXX,technology,technology,2514
INTC,INTC,technology,technology,2514
INTU,INTU,technology,technology,2514
ISRG,ISRG,technology,technology,2514
KEYS,KEYS,technology,technology,2514
KLAC,KLAC,technology,technology,2514
LITE,LITE,technology,technology,2514
LRCX,LRCX,technology,technology,2514
MA,MA,technology,technology,2514
MCHP,MCHP,technology,technology,2514
MCO,MCO,technology,technology,2514
META,META,technology,technology,2514
MPWR,MPWR,technology,technology,2514
