as_of_date,scenario_id,alias,capital_brl,market_state,nav_before_brl,nav_after_brl,cash_after_brl,order_count,fill_count,selected_assets
2025-01-02,hephaestus_1000,Hephaestus,1000.0,risk_on,1525.410891179377,1525.410891179377,236.62631936803876,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA"
2025-01-03,hephaestus_1000,Hephaestus,1000.0,risk_on,1548.0060582369642,1548.0060582369642,236.62631936803876,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA"
2025-01-06,hephaestus_1000,Hephaestus,1000.0,risk_on,1569.7854389667475,1569.7854389667475,236.62631936803876,0,0,"BTC-USD,ETH-USD,PETR4.SA,ITUB4.SA"
2025-01-07,hephaestus_1000,Hephaestus,1000.0,risk_on,1522.144799357904,1522.144799357904,236.62631936803876,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA"
2025-01-08,hephaestus_1000,Hephaestus,1000.0,risk_on,1515.037809893679,1515.037809893679,236.62631936803876,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA"
2025-01-09,hephaestus_1000,Hephaestus,1000.0,risk_on,1486.7967512499456,1486.7967512499456,236.62631936803876,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA"
2025-01-10,hephaestus_1000,Hephaestus,1000.0,risk_on,1504.6521184774522,1504.6521184774522,236.62631936803876,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA"
2025-01-13,hephaestus_1000,Hephaestus,1000.0,risk_on,1491.3779027173925,1491.3779027173925,236.62631936803876,0,0,"BTC-USD,PETR4.SA,ETH-USD,ITUB4.SA"
2025-01-14,hephaestus_1000,Hephaestus,1000.0,balanced,1512.2287297640387,1511.4209867500397,433.57869721152315,3,3,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-15,hephaestus_1000,Hephaestus,1000.0,balanced,1536.4181303404998,1536.4181303404998,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-16,hephaestus_1000,Hephaestus,1000.0,balanced,1541.7981729844457,1541.7981729844457,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-17,hephaestus_1000,Hephaestus,1000.0,balanced,1563.105068901085,1563.105068901085,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-20,hephaestus_1000,Hephaestus,1000.0,balanced,1549.2133881920774,1549.2133881920774,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-21,hephaestus_1000,Hephaestus,1000.0,balanced,1569.134550660311,1569.134550660311,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-22,hephaestus_1000,Hephaestus,1000.0,balanced,1556.2593300305762,1556.2593300305762,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-23,hephaestus_1000,Hephaestus,1000.0,balanced,1559.596186091142,1559.596186091142,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-24,hephaestus_1000,Hephaestus,1000.0,balanced,1558.97556861374,1558.97556861374,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-27,hephaestus_1000,Hephaestus,1000.0,balanced,1539.6644309679366,1539.6644309679366,433.57869721152315,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-01-28,hephaestus_1000,Hephaestus,1000.0,balanced,1542.0315997080165,1542.0315997080165,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-01-29,hephaestus_1000,Hephaestus,1000.0,balanced,1552.903620748181,1552.903620748181,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-01-30,hephaestus_1000,Hephaestus,1000.0,balanced,1561.3733728989678,1561.3733728989678,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-01-31,hephaestus_1000,Hephaestus,1000.0,balanced,1566.6247065819975,1566.6247065819975,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-02-03,hephaestus_1000,Hephaestus,1000.0,balanced,1539.980233372264,1539.980233372264,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-02-04,hephaestus_1000,Hephaestus,1000.0,balanced,1514.6825674971303,1514.6825674971303,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-02-05,hephaestus_1000,Hephaestus,1000.0,balanced,1511.7946676988663,1511.7946676988663,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-02-06,hephaestus_1000,Hephaestus,1000.0,balanced,1508.3331068674518,1508.3331068674518,433.57869721152315,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-02-07,hephaestus_1000,Hephaestus,1000.0,defense,1504.60654276693,1502.503928722427,1502.503928722427,4,4,
2025-02-10,hephaestus_1000,Hephaestus,1000.0,defense,1502.503928722427,1502.503928722427,1502.503928722427,0,0,
2025-02-11,hephaestus_1000,Hephaestus,1000.0,defense,1502.503928722427,1502.503928722427,1502.503928722427,0,0,
2025-02-12,hephaestus_1000,Hephaestus,1000.0,balanced,1502.503928722427,1500.4004232222155,448.64767311651667,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-02-13,hephaestus_1000,Hephaestus,1000.0,balanced,1480.6732791674829,1480.6732791674829,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-14,hephaestus_1000,Hephaestus,1000.0,balanced,1488.7277255299093,1488.7277255299093,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-17,hephaestus_1000,Hephaestus,1000.0,balanced,1498.5483852155676,1498.5483852155676,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-18,hephaestus_1000,Hephaestus,1000.0,balanced,1495.7209547927714,1495.7209547927714,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-19,hephaestus_1000,Hephaestus,1000.0,balanced,1506.379416956086,1506.379416956086,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-20,hephaestus_1000,Hephaestus,1000.0,balanced,1511.8784596339422,1511.8784596339422,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-21,hephaestus_1000,Hephaestus,1000.0,balanced,1499.182698305331,1499.182698305331,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-24,hephaestus_1000,Hephaestus,1000.0,balanced,1471.4525357902712,1471.4525357902712,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-25,hephaestus_1000,Hephaestus,1000.0,balanced,1456.6638661291054,1456.6638661291054,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-26,hephaestus_1000,Hephaestus,1000.0,balanced,1432.0026082395761,1432.0026082395761,448.64767311651667,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-02-27,hephaestus_1000,Hephaestus,1000.0,defense,1431.175113418713,1429.2501538659512,1429.2501538659512,4,4,
2025-02-28,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-03,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-04,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-05,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-06,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-07,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-10,hephaestus_1000,Hephaestus,1000.0,defense,1429.2501538659512,1429.2501538659512,1429.2501538659512,0,0,
2025-03-11,hephaestus_1000,Hephaestus,1000.0,balanced,1429.2501538659512,1427.2492036505387,426.7740959443729,4,4,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-03-12,hephaestus_1000,Hephaestus,1000.0,balanced,1422.970627753273,1422.970627753273,426.7740959443729,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-03-13,hephaestus_1000,Hephaestus,1000.0,balanced,1409.6392735597885,1409.6392735597885,426.7740959443729,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-03-14,hephaestus_1000,Hephaestus,1000.0,defense,1431.736468449336,1429.7255854433668,1429.7255854433668,4,4,
2025-03-17,hephaestus_1000,Hephaestus,1000.0,defense,1429.7255854433668,1429.7255854433668,1429.7255854433668,0,0,
2025-03-18,hephaestus_1000,Hephaestus,1000.0,defense,1429.7255854433668,1429.7255854433668,1429.7255854433668,0,0,
2025-03-19,hephaestus_1000,Hephaestus,1000.0,defense,1429.7255854433668,1429.7255854433668,1429.7255854433668,0,0,
2025-03-20,hephaestus_1000,Hephaestus,1000.0,defense,1429.7255854433668,1429.7255854433668,1429.7255854433668,0,0,
2025-03-21,hephaestus_1000,Hephaestus,1000.0,defense,1429.7255854433668,1429.7255854433668,1429.7255854433668,0,0,
2025-03-24,hephaestus_1000,Hephaestus,1000.0,defense,1429.7255854433668,1429.7255854433668,1429.7255854433668,0,0,
2025-03-25,hephaestus_1000,Hephaestus,1000.0,balanced,1429.7255854433668,1427.7239696237461,426.9160598133893,4,4,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-03-26,hephaestus_1000,Hephaestus,1000.0,balanced,1425.3011519544439,1425.3011519544439,426.9160598133893,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD"
2025-03-27,hephaestus_1000,Hephaestus,1000.0,balanced,1425.7218877255073,1425.7218877255073,426.9160598133893,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-03-28,hephaestus_1000,Hephaestus,1000.0,balanced,1408.602495602701,1408.602495602701,426.9160598133893,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,ETH-USD"
2025-03-31,hephaestus_1000,Hephaestus,1000.0,defense,1390.3809686885133,1388.4735295366984,1388.4735295366984,4,4,
2025-04-01,hephaestus_1000,Hephaestus,1000.0,defense,1388.4735295366984,1388.4735295366984,1388.4735295366984,0,0,
