date,P,P_incc,J,L_credito,L,D
2018-01-31,100.0,0.31,1.31,1410571.0,1410571.0,5.525282536930392
2018-02-28,100.27256512,0.13,1.24,1405303.0,1405303.0,5.536706967260586
2018-03-31,100.46088899,0.24,1.2,1415763.0,1415763.0,5.514022923742395
2018-04-30,100.48535477,0.29,1.17,1414907.0,1414907.0,5.5158792852387215
2018-05-31,100.39943875,0.23,1.18,1419445.0,1419445.0,8.369482591717993
2018-06-30,100.65849164,0.97,1.23,1432717.0,1432717.0,8.340700313938507
2018-07-31,100.86355849,0.61,1.24,1420881.0,1420881.0,8.36636841518911
2018-08-31,101.21768001,0.15,1.23,1434320.0,1434320.0,5.473779348640381
2018-09-30,101.35031661,0.23,1.24,1440877.0,1440877.0,5.459559532832658
2018-10-31,101.51504699,0.35,1.23,1417390.0,1417390.0,5.510494535711411
2018-11-30,101.72880884,0.13,1.18,1427818.0,1427818.0,5.487879888884671
2018-12-31,101.85696931,0.13,1.16,1462037.0,1462037.0,5.41367097061039
2019-01-31,102.04471277,0.49,1.21,1423002.0,1423002.0,5.498324090948113
2019-02-28,102.24060837,0.09,1.17,1424211.0,1424211.0,5.495702197199214
2019-03-31,102.47711454,0.31,1.11,1436695.0,1436695.0,5.468628812946719
2019-04-30,102.62801616,0.38,1.08,1420024.0,1420024.0,5.504782320546314
2019-05-31,102.54844376,0.03,1.09,1420549.0,1420549.0,8.100296868329103
2019-06-30,102.43033346,0.88,1.07,1419273.0,1419273.0,11.960299135209812
2019-07-31,102.53442391,0.58,1.05,1396922.0,1396922.0,12.00877055554204
2019-08-31,102.98474203,0.42,1.02,1411215.0,1411215.0,9.381121002324017
2019-09-30,103.68026507,0.46,0.99,1427524.0,1427524.0,5.488517470987381
2019-10-31,104.18871048,0.18,0.98,1415578.0,1415578.0,5.514424123364849
2019-11-30,104.81158278,0.04,0.95,1435147.0,1435147.0,5.4719858778956825
2019-12-31,105.09693732,0.21,0.94,1458826.0,1458826.0,5.420634494868221
2020-01-31,105.7218599,0.38,0.99,1431634.0,1431634.0,5.479604333429086
2020-02-29,106.08165563,0.33,0.95,1442009.0,1442009.0,5.457104624872563
2020-03-31,106.28390224,0.26,0.91,1534303.0,1534303.0,5.256951554846949
2020-04-30,106.35851437,0.22,0.97,1554328.0,1554328.0,5.213524406524599
2020-05-31,106.48967604,0.2,0.99,1568161.0,1568161.0,5.183525517998104
2020-06-30,106.87780242,0.34,0.95,1581817.0,1581817.0,5.1539104799212
2020-07-31,107.2050206,1.17,0.94,1609796.0,1609796.0,5.09323391647995
2020-08-31,107.61610493,0.72,0.92,1649768.0,1649768.0,5.006548774270664
2020-09-30,107.84960197,1.16,0.9,1697670.0,1697670.0,4.902666264461067
2020-10-31,108.08854955,1.73,0.92,1719393.0,1719393.0,4.855556754198576
2020-11-30,108.43224871,1.28,0.89,1751350.0,1751350.0,4.786253314551268
2020-12-31,108.83785961,0.7,0.89,1780450.0,1780450.0,4.72314569826261
2021-01-31,109.06824654,0.89,0.96,1764350.0,1764350.0,4.758060908649119
2021-02-28,109.55708591,1.89,0.92,1774313.0,1774313.0,4.736454682495033
2021-03-31,109.84186586,1.3,0.93,1809384.0,1809384.0,4.660398077310857
2021-04-30,110.37346186,0.9,1.0,1804880.0,1804880.0,4.670165661632648
2021-05-31,110.77599608,2.22,1.0,1814790.0,1814790.0,4.648674373748778
2021-06-30,111.65831287,2.16,1.02,1814263.0,1814263.0,4.64981725051112
2021-07-31,112.90472744,0.85,1.04,1830524.0,1830524.0,4.6145528880207465
2021-08-31,114.55275503,0.46,1.09,1848208.0,1848208.0,4.576202541407391
2021-09-30,116.28564762,0.51,1.17,1891192.0,1891192.0,4.482985435615237
2021-10-31,117.84508486,0.86,1.24,1907849.0,1907849.0,4.446862289068153
2021-11-30,119.40217304,0.67,1.4,1929659.0,1929659.0,4.399564106550778
2021-12-31,122.44482975,0.35,1.39,1970605.0,1970605.0,4.310766702545438
