as_of_date,scenario_id,alias,capital_brl,market_state,nav_before_brl,nav_after_brl,cash_after_brl,order_count,fill_count,selected_assets
2023-01-02,apollo_1000,Apollo,1000.0,balanced,1000.0,999.65,859.65,1,1,BTC-USD
2023-01-03,apollo_1000,Apollo,1000.0,balanced,999.6693967805182,999.6693967805182,859.65,0,0,BTC-USD
2023-01-04,apollo_1000,Apollo,1000.0,balanced,1001.1403612875288,1001.1403612875288,859.65,0,0,BTC-USD
2023-01-05,apollo_1000,Apollo,1000.0,balanced,1000.984935137142,1000.984935137142,859.65,0,0,BTC-USD
2023-01-06,apollo_1000,Apollo,1000.0,balanced,1001.9824838495113,1001.9824838495113,859.65,0,0,BTC-USD
2023-01-09,apollo_1000,Apollo,1000.0,balanced,1003.8936964961641,1003.8936964961641,859.65,0,0,BTC-USD
2023-01-10,apollo_1000,Apollo,1000.0,balanced,1006.0970364130471,1006.0970364130471,859.65,0,0,BTC-USD
2023-01-11,apollo_1000,Apollo,1000.0,balanced,1010.3173056288449,1010.3173056288449,859.65,0,0,BTC-USD
2023-01-12,apollo_1000,Apollo,1000.0,balanced,1017.9027063426993,1017.9027063426993,859.65,0,0,BTC-USD
2023-01-13,apollo_1000,Apollo,1000.0,balanced,1026.9997964057777,1026.9997964057777,859.65,0,0,BTC-USD
2023-01-16,apollo_1000,Apollo,1000.0,balanced,1037.543248133045,1037.543248133045,859.65,0,0,BTC-USD
2023-01-17,apollo_1000,Apollo,1000.0,balanced,1037.1163510241488,1037.1163510241488,859.65,0,0,BTC-USD
2023-01-18,apollo_1000,Apollo,1000.0,balanced,1033.2761243565146,1033.2761243565146,859.65,0,0,BTC-USD
2023-01-19,apollo_1000,Apollo,1000.0,balanced,1036.5855006066743,1036.5855006066743,859.65,0,0,BTC-USD
2023-01-20,apollo_1000,Apollo,1000.0,balanced,1049.9837217887502,1049.9837217887502,859.65,0,0,BTC-USD
2023-01-23,apollo_1000,Apollo,1000.0,balanced,1052.0765588348017,1052.0765588348017,859.65,0,0,BTC-USD
2023-01-24,apollo_1000,Apollo,1000.0,risk_on,1049.6955410496214,1049.6955410496214,859.65,0,0,BTC-USD
2023-01-25,apollo_1000,Apollo,1000.0,risk_on,1053.2898232577834,1053.2898232577834,859.65,0,0,BTC-USD
2023-01-26,apollo_1000,Apollo,1000.0,risk_on,1052.8591475552798,1052.8591475552798,859.65,0,0,BTC-USD
2023-01-27,apollo_1000,Apollo,1000.0,risk_on,1053.400829941096,1053.400829941096,859.65,0,0,BTC-USD
2023-01-30,apollo_1000,Apollo,1000.0,risk_on,1051.3183210509048,1051.3183210509048,859.65,0,0,BTC-USD
2023-01-31,apollo_1000,Apollo,1000.0,risk_on,1053.8288186437007,1053.8288186437007,859.65,0,0,BTC-USD
2023-02-01,apollo_1000,Apollo,1000.0,risk_on,1058.9301719200114,1058.9301719200114,859.65,0,0,BTC-USD
2023-02-02,apollo_1000,Apollo,1000.0,risk_on,1056.8836856222115,1056.8836856222115,859.65,0,0,BTC-USD
2023-02-03,apollo_1000,Apollo,1000.0,opportunistic,1056.4047278902792,1056.214575039259,732.6912798021463,1,1,"BTC-USD,PETR4.SA"
2023-02-06,apollo_1000,Apollo,1000.0,opportunistic,1051.9897251546959,1051.9897251546959,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-07,apollo_1000,Apollo,1000.0,opportunistic,1061.1213402344138,1061.1213402344138,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-08,apollo_1000,Apollo,1000.0,opportunistic,1057.9645044243914,1057.9645044243914,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-09,apollo_1000,Apollo,1000.0,opportunistic,1050.3911796265018,1050.3911796265018,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-10,apollo_1000,Apollo,1000.0,opportunistic,1048.3336913354105,1048.3336913354105,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-13,apollo_1000,Apollo,1000.0,opportunistic,1053.6667050630213,1053.6667050630213,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-14,apollo_1000,Apollo,1000.0,balanced,1057.6562015645786,1057.6562015645786,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-15,apollo_1000,Apollo,1000.0,balanced,1074.9764710756435,1074.9764710756435,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-16,apollo_1000,Apollo,1000.0,balanced,1068.4125788524066,1068.4125788524066,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-17,apollo_1000,Apollo,1000.0,balanced,1077.8170013683452,1077.8170013683452,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-21,apollo_1000,Apollo,1000.0,opportunistic,1074.7078126902184,1074.7078126902184,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-22,apollo_1000,Apollo,1000.0,opportunistic,1072.441076369477,1072.441076369477,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-23,apollo_1000,Apollo,1000.0,opportunistic,1066.8931457647855,1066.8931457647855,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-24,apollo_1000,Apollo,1000.0,opportunistic,1064.6388751907548,1064.6388751907548,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-27,apollo_1000,Apollo,1000.0,opportunistic,1064.2165764216593,1064.2165764216593,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-02-28,apollo_1000,Apollo,1000.0,balanced,1062.2032790477206,1062.2032790477206,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-01,apollo_1000,Apollo,1000.0,balanced,1061.591909835788,1061.591909835788,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-02,apollo_1000,Apollo,1000.0,balanced,1060.5274572135997,1060.5274572135997,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-03,apollo_1000,Apollo,1000.0,balanced,1047.786717975891,1047.786717975891,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-06,apollo_1000,Apollo,1000.0,balanced,1053.7345522047628,1053.7345522047628,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-07,apollo_1000,Apollo,1000.0,risk_on,1053.2975735171644,1053.2975735171644,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-08,apollo_1000,Apollo,1000.0,risk_on,1044.7161666955421,1044.7161666955421,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-09,apollo_1000,Apollo,1000.0,risk_on,1035.091394604336,1035.091394604336,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-10,apollo_1000,Apollo,1000.0,risk_on,1032.746392572093,1032.746392572093,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-13,apollo_1000,Apollo,1000.0,balanced,1064.315897587471,1064.315897587471,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-14,apollo_1000,Apollo,1000.0,balanced,1064.907754911713,1064.907754911713,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-15,apollo_1000,Apollo,1000.0,risk_on,1059.4541683260195,1059.4541683260195,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-16,apollo_1000,Apollo,1000.0,risk_on,1063.270726638629,1063.270726638629,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-17,apollo_1000,Apollo,1000.0,risk_on,1082.9790578056131,1082.9790578056131,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-20,apollo_1000,Apollo,1000.0,risk_on,1086.9738703590808,1086.9738703590808,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-21,apollo_1000,Apollo,1000.0,risk_on,1087.237260376619,1087.237260376619,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-22,apollo_1000,Apollo,1000.0,risk_on,1082.491779751206,1082.491779751206,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-23,apollo_1000,Apollo,1000.0,risk_on,1090.900647535837,1090.900647535837,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
2023-03-24,apollo_1000,Apollo,1000.0,risk_on,1081.0991476477095,1081.0991476477095,732.6912798021463,0,0,"BTC-USD,PETR4.SA"
