as_of_date,scenario_id,alias,capital_brl,market_state,nav_before_brl,nav_after_brl,cash_after_brl,order_count,fill_count,selected_assets
2024-01-02,zeus_1000,Zeus,1000.0,balanced,1290.7783413247894,1289.8425270273287,786.4389739106609,3,3,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-03,zeus_1000,Zeus,1000.0,balanced,1282.5564907111543,1282.5564907111543,786.4389739106609,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-04,zeus_1000,Zeus,1000.0,defense,1292.5345097290824,1291.5978570101895,1291.5978570101895,3,3,
2024-01-05,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-08,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-09,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-10,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-11,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-12,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-15,zeus_1000,Zeus,1000.0,defense,1291.5978570101895,1291.5978570101895,1291.5978570101895,0,0,
2024-01-16,zeus_1000,Zeus,1000.0,balanced,1291.5978570101895,1290.661448563857,786.9382843298831,3,3,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-17,zeus_1000,Zeus,1000.0,balanced,1284.92046170057,1284.92046170057,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-18,zeus_1000,Zeus,1000.0,balanced,1277.820025337355,1277.820025337355,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-19,zeus_1000,Zeus,1000.0,balanced,1277.9156004019806,1277.9156004019806,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-22,zeus_1000,Zeus,1000.0,balanced,1268.45595454224,1268.45595454224,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-23,zeus_1000,Zeus,1000.0,balanced,1268.6059531517274,1268.6059531517274,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-24,zeus_1000,Zeus,1000.0,balanced,1272.3300570117758,1272.3300570117758,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-25,zeus_1000,Zeus,1000.0,balanced,1269.7759514491463,1269.7759514491463,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-26,zeus_1000,Zeus,1000.0,balanced,1284.3429425655493,1284.3429425655493,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-29,zeus_1000,Zeus,1000.0,balanced,1295.8115448316526,1295.8115448316526,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-30,zeus_1000,Zeus,1000.0,balanced,1296.7020990849396,1296.7020990849396,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-01-31,zeus_1000,Zeus,1000.0,balanced,1293.122542070461,1293.122542070461,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-02-01,zeus_1000,Zeus,1000.0,balanced,1297.235512193813,1297.235512193813,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-02-02,zeus_1000,Zeus,1000.0,balanced,1303.0707055966932,1303.0707055966932,786.9382843298831,0,0,"PETR4.SA,BTC-USD,ITUB4.SA"
2024-02-05,zeus_1000,Zeus,1000.0,risk_on,1298.4925311313843,1298.2908458391262,706.062482134363,1,1,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-06,zeus_1000,Zeus,1000.0,risk_on,1303.9630027141775,1303.9630027141775,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-07,zeus_1000,Zeus,1000.0,risk_on,1319.0006700198123,1319.0006700198123,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-08,zeus_1000,Zeus,1000.0,risk_on,1326.8085507974938,1326.8085507974938,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-09,zeus_1000,Zeus,1000.0,risk_on,1333.6877682179174,1333.6877682179174,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-12,zeus_1000,Zeus,1000.0,risk_on,1349.4680011706494,1349.4680011706494,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-13,zeus_1000,Zeus,1000.0,risk_on,1348.1443558516548,1348.1443558516548,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-14,zeus_1000,Zeus,1000.0,risk_on,1360.886935131232,1360.886935131232,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-15,zeus_1000,Zeus,1000.0,risk_on,1359.8464688476188,1359.8464688476188,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
2024-02-16,zeus_1000,Zeus,1000.0,risk_on,1369.0296758198065,1369.0296758198065,706.062482134363,0,0,"BTC-USD,PETR4.SA,ITUB4.SA"
