as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2023-01-02,zeus_1000,Zeus,1000.0,balanced,4305fbf8-07d0-4eaa-8a8c-13e9efe2d00a,BTC-USD,buy,140.0,historical_zeus_balanced
2023-01-02,zeus_1000,Zeus,1000.0,balanced,ffa55d98-6372-4069-9996-ce564df90233,PETR4.SA,buy,150.0,historical_zeus_balanced
2023-02-06,zeus_1000,Zeus,1000.0,opportunistic,e9fdf482-e35d-42ba-af7c-6c6f9c05c493,BTC-USD,buy,61.426368292940964,historical_zeus_opportunistic
2023-02-14,zeus_1000,Zeus,1000.0,balanced,128b1b61-e403-4a7d-ad2c-2cd7ca6ae5b0,BTC-USD,sell,98.16307358832844,historical_zeus_balanced
2023-02-21,zeus_1000,Zeus,1000.0,opportunistic,05a50ff8-a862-4257-9f9b-b0821cb5c541,BTC-USD,buy,93.8128847972302,historical_zeus_opportunistic
2023-02-28,zeus_1000,Zeus,1000.0,balanced,186dc7d1-dd9e-48a5-a345-e84cecaa1a4c,BTC-USD,sell,95.51788855985359,historical_zeus_balanced
2023-03-07,zeus_1000,Zeus,1000.0,risk_on,e9737127-79d1-4b86-8507-c23550e368c4,BTC-USD,buy,67.84025600660658,historical_zeus_risk_on
2023-03-13,zeus_1000,Zeus,1000.0,balanced,1df07f4d-ee5a-425c-8a74-30bc44a8983a,BTC-USD,sell,79.26967617540325,historical_zeus_balanced
2023-03-15,zeus_1000,Zeus,1000.0,risk_on,cfb40c5d-1cc6-4590-8a57-5617a7d65873,BTC-USD,buy,61.19076807818581,historical_zeus_risk_on
2023-04-14,zeus_1000,Zeus,1000.0,balanced,500b5f6f-55e2-4c20-b331-72272bc6dac5,BTC-USD,sell,107.34558647661581,historical_zeus_balanced
2023-04-19,zeus_1000,Zeus,1000.0,risk_on,bdedccf3-2f1e-4acb-9705-d115d3d38e95,BTC-USD,buy,75.70416713179381,historical_zeus_risk_on
2023-06-13,zeus_1000,Zeus,1000.0,risk_on,4feef1ae-bbea-483d-b6f6-dc142e21c3b9,PETR4.SA,sell,79.51036888121698,historical_zeus_risk_on
2023-08-08,zeus_1000,Zeus,1000.0,balanced,d60acf35-f0eb-47b1-8585-271db3cdf67f,BTC-USD,sell,65.9874724757567,historical_zeus_balanced
2023-08-14,zeus_1000,Zeus,1000.0,risk_on,37a5f041-3716-4c03-89d3-7992a9019279,BTC-USD,buy,72.76886566894831,historical_zeus_risk_on
2023-09-01,zeus_1000,Zeus,1000.0,defense,15f29bde-3a79-45fb-a500-c064b9611e70,BTC-USD,sell,207.28253602891303,historical_zeus_defense
2023-09-01,zeus_1000,Zeus,1000.0,defense,0a9eb91f-0c32-40c9-80dd-f1a13ffa9c09,PETR4.SA,sell,157.59215075819415,historical_zeus_defense
2023-09-06,zeus_1000,Zeus,1000.0,balanced,26a2c2b0-be9f-4ef3-b5dd-8d1fa34ce92f,BTC-USD,buy,162.99906214632819,historical_zeus_balanced
2023-09-06,zeus_1000,Zeus,1000.0,balanced,89c77c8e-2b52-4255-909d-8191d63a95a5,PETR4.SA,buy,174.6418522996373,historical_zeus_balanced
2023-09-13,zeus_1000,Zeus,1000.0,defense,739b5d52-0780-40e1-afba-518bfb8a854a,BTC-USD,sell,165.92273694634568,historical_zeus_defense
2023-09-13,zeus_1000,Zeus,1000.0,defense,fa66ba76-5723-472a-b43f-a157094e09a8,PETR4.SA,sell,175.4789904441249,historical_zeus_defense
2023-09-14,zeus_1000,Zeus,1000.0,balanced,a31825d8-242c-415a-bd5a-7e5fb8b2ca8f,BTC-USD,buy,163.33692795190024,historical_zeus_balanced
2023-09-14,zeus_1000,Zeus,1000.0,balanced,7fa1ae39-4796-452e-bd87-12c450d354c2,PETR4.SA,buy,175.00385137703594,historical_zeus_balanced
2023-10-06,zeus_1000,Zeus,1000.0,risk_on,90f452bb-f204-4955-98b3-5f8e4b05d590,BTC-USD,buy,62.610969447045875,historical_zeus_risk_on
2023-10-17,zeus_1000,Zeus,1000.0,balanced,2f8c6c8e-c825-4666-99d4-5745b72614c6,BTC-USD,sell,70.83616912218665,historical_zeus_balanced
2023-10-18,zeus_1000,Zeus,1000.0,balanced,73bdd2dc-3ed5-4101-be01-1bbcdb33da5c,ITUB4.SA,buy,120.24014968449359,historical_zeus_balanced
2023-11-15,zeus_1000,Zeus,1000.0,defense,3a02d6b9-818c-4770-bd18-63c54d23f961,BTC-USD,sell,223.56810508905718,historical_zeus_defense
2023-11-15,zeus_1000,Zeus,1000.0,defense,081d1c6d-bd16-4c80-910b-18ba015b741d,ITUB4.SA,sell,131.3732128997649,historical_zeus_defense
2023-11-15,zeus_1000,Zeus,1000.0,defense,26541882-06f7-47b1-acb5-52d61edbef43,PETR4.SA,sell,191.6937030513156,historical_zeus_defense
2023-12-12,zeus_1000,Zeus,1000.0,balanced,ba6332ba-fb47-48aa-a18e-2cc46648a3a6,BTC-USD,buy,176.50406023752285,historical_zeus_balanced
2023-12-12,zeus_1000,Zeus,1000.0,balanced,628f742e-4667-4511-9434-06c03ff8f9f2,ITUB4.SA,buy,126.07432874108775,historical_zeus_balanced
2023-12-12,zeus_1000,Zeus,1000.0,balanced,21b3012f-8920-4c82-b1b6-074644eb4186,PETR4.SA,buy,189.1114931116316,historical_zeus_balanced
2023-12-27,zeus_1000,Zeus,1000.0,defense,a520133f-ff38-4ed2-8479-e1afd3616e9f,BTC-USD,sell,184.74154794279974,historical_zeus_defense
2023-12-27,zeus_1000,Zeus,1000.0,defense,dbb3edb6-2ed1-4ede-bf46-9964a3293720,ITUB4.SA,sell,133.40926773348139,historical_zeus_defense
2023-12-27,zeus_1000,Zeus,1000.0,defense,0640da60-c158-449c-844f-53033676c39f,PETR4.SA,sell,205.45831445438475,historical_zeus_defense
2024-01-02,zeus_1000,Zeus,1000.0,balanced,41280248-c872-4003-aadd-155818bfa820,BTC-USD,buy,180.70896778547052,historical_zeus_balanced
2024-01-02,zeus_1000,Zeus,1000.0,balanced,fafa9575-f01c-4a2c-bf82-97e33799afd9,ITUB4.SA,buy,129.07783413247896,historical_zeus_balanced
2024-01-02,zeus_1000,Zeus,1000.0,balanced,23ccf63e-df6b-4b9f-a404-6ce7b5772108,PETR4.SA,buy,193.6167511987184,historical_zeus_balanced
2024-01-04,zeus_1000,Zeus,1000.0,defense,4cd85bf2-dd9b-4b5a-a33b-24dc6c6a5908,BTC-USD,sell,177.5094151654271,historical_zeus_defense
2024-01-04,zeus_1000,Zeus,1000.0,defense,b137a18d-e9d6-4321-99a3-d55d14d8d42d,ITUB4.SA,sell,126.02729279826163,historical_zeus_defense
2024-01-04,zeus_1000,Zeus,1000.0,defense,6a5a357d-c82b-474b-adbc-e9af6466019a,PETR4.SA,sell,202.55882785473284,historical_zeus_defense
2024-01-16,zeus_1000,Zeus,1000.0,balanced,7eb009a2-15f4-42bb-990d-7e396f2d2fae,BTC-USD,buy,180.82369998142656,historical_zeus_balanced
2024-01-16,zeus_1000,Zeus,1000.0,balanced,c267de09-7b34-4b38-bf5a-7f37e33063b9,ITUB4.SA,buy,129.15978570101896,historical_zeus_balanced
2024-01-16,zeus_1000,Zeus,1000.0,balanced,c1c35e66-ea99-460d-a027-61c912ce67be,PETR4.SA,buy,193.7396785515284,historical_zeus_balanced
2024-02-05,zeus_1000,Zeus,1000.0,risk_on,70cd7781-b00f-4808-ada1-db0f84cb789b,BTC-USD,buy,80.67411690326193,historical_zeus_risk_on
2024-02-20,zeus_1000,Zeus,1000.0,defense,2180b690-9bd6-4cfc-b232-a58310aa067e,BTC-USD,sell,317.76985698810506,historical_zeus_defense
2024-02-20,zeus_1000,Zeus,1000.0,defense,507648f9-2e52-4f8d-bbd2-2189570e64cf,ITUB4.SA,sell,134.90872493399928,historical_zeus_defense
