id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
S;Sul;2018-01-31;12938.12541667
SE;Sudeste/Centro-Oeste;2018-01-31;39127.14816667
N;Norte;2018-02-01;5646.00250000
NE;Nordeste;2018-02-01;11087.18966667
S;Sul;2018-02-01;12995.03862500
SE;Sudeste/Centro-Oeste;2018-02-01;39501.93791667
N;Norte;2018-02-02;5495.87433333
NE;Nordeste;2018-02-02;11104.62779167
S;Sul;2018-02-02;12896.37016667
SE;Sudeste/Centro-Oeste;2018-02-02;39790.78179167
N;Norte;2018-02-03;5197.49812500
NE;Nordeste;2018-02-03;10496.56791667
S;Sul;2018-02-03;11302.43075000
SE;Sudeste/Centro-Oeste;2018-02-03;36699.03270833
N;Norte;2018-02-04;4983.37045833
NE;Nordeste;2018-02-04;9536.72145833
S;Sul;2018-02-04;9777.02875000
SE;Sudeste/Centro-Oeste;2018-02-04;32710.11400000
N;Norte;2018-02-05;5357.02220833
NE;Nordeste;2018-02-05;10603.90504167
S;Sul;2018-02-05;12662.59016667
SE;Sudeste/Centro-Oeste;2018-02-05;38013.91458333
N;Norte;2018-02-06;5393.86575000
NE;Nordeste;2018-02-06;10981.79541667
S;Sul;2018-02-06;13226.08950000
SE;Sudeste/Centro-Oeste;2018-02-06;38621.50220833
N;Norte;2018-02-07;5439.94950000
NE;Nordeste;2018-02-07;10967.46425000
S;Sul;2018-02-07;13618.76637500
SE;Sudeste/Centro-Oeste;2018-02-07;39425.87529167
N;Norte;2018-02-08;5565.65187500
NE;Nordeste;2018-02-08;10951.84720833
S;Sul;2018-02-08;13885.48454167
SE;Sudeste/Centro-Oeste;2018-02-08;40641.39929167
N;Norte;2018-02-09;5651.11783333
NE;Nordeste;2018-02-09;10755.62600000
S;Sul;2018-02-09;13842.17470833
SE;Sudeste/Centro-Oeste;2018-02-09;41638.36341667
N;Norte;2018-02-10;5274.64212500
NE;Nordeste;2018-02-10;9970.72450000
S;Sul;2018-02-10;11425.27104167
SE;Sudeste/Centro-Oeste;2018-02-10;37707.23462500
N;Norte;2018-02-11;5054.74529167
NE;Nordeste;2018-02-11;8956.75850000
S;Sul;2018-02-11;9751.71662500
SE;Sudeste/Centro-Oeste;2018-02-11;34259.39887500
N;Norte;2018-02-12;5118.70400000
NE;Nordeste;2018-02-12;9152.43208333
S;Sul;2018-02-12;10882.48833333
SE;Sudeste/Centro-Oeste;2018-02-12;37141.29262500
N;Norte;2018-02-13;4948.40104167
NE;Nordeste;2018-02-13;9206.63733333
S;Sul;2018-02-13;10803.78737500
SE;Sudeste/Centro-Oeste;2018-02-13;36651.31425000
N;Norte;2018-02-14;5137.72970833
NE;Nordeste;2018-02-14;9668.04841667
S;Sul;2018-02-14;12039.41425000
SE;Sudeste/Centro-Oeste;2018-02-14;39142.85125000
N;Norte;2018-02-15;5558.07325000
NE;Nordeste;2018-02-15;10359.40066667
S;Sul;2018-02-15;12384.85512500
SE;Sudeste/Centro-Oeste;2018-02-15;39368.94541667
N;Norte;2018-02-16;5662.08150000
NE;Nordeste;2018-02-16;10402.46937500
S;Sul;2018-02-16;12575.22404167
SE;Sudeste/Centro-Oeste;2018-02-16;40181.16820833
N;Norte;2018-02-17;5325.91495833
NE;Nordeste;2018-02-17;9978.06445833
S;Sul;2018-02-17;11019.88808333
SE;Sudeste/Centro-Oeste;2018-02-17;37522.88608333
N;Norte;2018-02-18;5107.59600000
NE;Nordeste;2018-02-18;9272.17800000
S;Sul;2018-02-18;9771.17629167
SE;Sudeste/Centro-Oeste;2018-02-18;33821.85116667
N;Norte;2018-02-19;5515.55754167
NE;Nordeste;2018-02-19;10514.29262500
S;Sul;2018-02-19;12466.31591667
SE;Sudeste/Centro-Oeste;2018-02-19;39850.44441667
N;Norte;2018-02-20;5496.28900000
NE;Nordeste;2018-02-20;10840.01870833
S;Sul;2018-02-20;12671.12275000
SE;Sudeste/Centro-Oeste;2018-02-20;41204.62004167
N;Norte;2018-02-21;5579.02391667
NE;Nordeste;2018-02-21;10942.79795833
S;Sul;2018-02-21;12765.48637500
SE;Sudeste/Centro-Oeste;2018-02-21;41981.18370833
N;Norte;2018-02-22;5588.26912500
NE;Nordeste;2018-02-22;11082.40770833
S;Sul;2018-02-22;12634.37220833
SE;Sudeste/Centro-Oeste;2018-02-22;41703.41545833
N;Norte;2018-02-23;5506.18333333
NE;Nordeste;2018-02-23;11028.21195833
S;Sul;2018-02-23;12650.87725000
SE;Sudeste/Centro-Oeste;2018-02-23;40612.73404167
N;Norte;2018-02-24;5277.66762500
NE;Nordeste;2018-02-24;10291.05700000
S;Sul;2018-02-24;11176.46450000
SE;Sudeste/Centro-Oeste;2018-02-24;36609.98308333
N;Norte;2018-02-25;5028.83216667
NE;Nordeste;2018-02-25;9414.42900000
S;Sul;2018-02-25;9922.78587500
SE;Sudeste/Centro-Oeste;2018-02-25;33442.42770833
N;Norte;2018-02-26;5603.38458333
NE;Nordeste;2018-02-26;10567.32595833
S;Sul;2018-02-26;13029.57379167
SE;Sudeste/Centro-Oeste;2018-02-26;39561.19033333
N;Norte;2018-02-27;5602.73250000
NE;Nordeste;2018-02-27;11007.71683333
S;Sul;2018-02-27;13220.18437500
SE;Sudeste/Centro-Oeste;2018-02-27;40121.06516667
N;Norte;2018-02-28;5618.16670833
NE;Nordeste;2018-02-28;10960.57025000
S;Sul;2018-02-28;13124.26783333
SE;Sudeste/Centro-Oeste;2018-02-28;41162.46166667
N;Norte;2018-03-01;5692.60654167
NE;Nordeste;2018-03-01;10737.45979167
S;Sul;2018-03-01;13535.45300000
SE;Sudeste/Centro-Oeste;2018-03-01;41736.98020833
N;Norte;2018-03-02;5707.25870833
NE;Nordeste;2018-03-02;10784.65933333
S;Sul;2018-03-02;13617.92262500
SE;Sudeste/Centro-Oeste;2018-03-02;42070.92433333
N;Norte;2018-03-03;5502.23191667
NE;Nordeste;2018-03-03;10068.24966667
S;Sul;2018-03-03;11634.91737500
SE;Sudeste/Centro-Oeste;2018-03-03;38448.77245833
N;Norte;2018-03-04;5278.04429167
NE;Nordeste;2018-03-04;9327.14170833
S;Sul;2018-03-04;10107.48195833
SE;Sudeste/Centro-Oeste;2018-03-04;35407.82737500
N;Norte;2018-03-05;5748.60062500
NE;Nordeste;2018-03-05;10733.31225000
S;Sul;2018-03-05;13303.39400000
SE;Sudeste/Centro-Oeste;2018-03-05;41876.94641667
N;Norte;2018-03-06;5954.17525000
NE;Nordeste;2018-03-06;11012.97845833
S;Sul;2018-03-06;13494.51066667
SE;Sudeste/Centro-Oeste;2018-03-06;42984.23508333
N;Norte;2018-03-07;6044.81716667
NE;Nordeste;2018-03-07;11233.99020833
S;Sul;2018-03-07;12943.25700000
SE;Sudeste/Centro-Oeste;2018-03-07;42725.11979167
N;Norte;2018-03-08;5995.77345833
NE;Nordeste;2018-03-08;11287.52050000
S;Sul;2018-03-08;12774.00337500
SE;Sudeste/Centro-Oeste;2018-03-08;41296.90862500
N;Norte;2018-03-09;5890.94645833
NE;Nordeste;2018-03-09;11279.71075000
S;Sul;2018-03-09;12784.18929167
SE;Sudeste/Centro-Oeste;2018-03-09;40524.16137500
N;Norte;2018-03-10;5576.18200000
NE;Nordeste;2018-03-10;10555.32270833
S;Sul;2018-03-10;11461.70966667
SE;Sudeste/Centro-Oeste;2018-03-10;37203.55454167
N;Norte;2018-03-11;5284.46787500
NE;Nordeste;2018-03-11;9843.63375000
S;Sul;2018-03-11;10564.63745833
SE;Sudeste/Centro-Oeste;2018-03-11;34050.71529167
N;Norte;2018-03-12;5863.91466667
NE;Nordeste;2018-03-12;11111.69737500
S;Sul;2018-03-12;12888.33970833
SE;Sudeste/Centro-Oeste;2018-03-12;41538.08112500
N;Norte;2018-03-13;5861.06600000
NE;Nordeste;2018-03-13;11119.42783333
S;Sul;2018-03-13;13006.84225000
SE;Sudeste/Centro-Oeste;2018-03-13;42582.60279167
N;Norte;2018-03-14;5770.21750000
NE;Nordeste;2018-03-14;11214.14700000
S;Sul;2018-03-14;13131.05833333
SE;Sudeste/Centro-Oeste;2018-03-14;43421.92087500
N;Norte;2018-03-15;5817.37079167
NE;Nordeste;2018-03-15;11250.40041667
S;Sul;2018-03-15;12592.56545833
SE;Sudeste/Centro-Oeste;2018-03-15;43321.81083333
N;Norte;2018-03-16;5694.22337500
NE;Nordeste;2018-03-16;11310.74212500
S;Sul;2018-03-16;12328.89037500
SE;Sudeste/Centro-Oeste;2018-03-16;43285.33845833
N;Norte;2018-03-17;5495.13083333
NE;Nordeste;2018-03-17;10669.61408333
S;Sul;2018-03-17;11160.00862500
SE;Sudeste/Centro-Oeste;2018-03-17;38382.28716667
N;Norte;2018-03-18;5117.95679167
NE;Nordeste;2018-03-18;9815.17604167
S;Sul;2018-03-18;10375.70016667
SE;Sudeste/Centro-Oeste;2018-03-18;34840.93779167
N;Norte;2018-03-19;5638.41504167
NE;Nordeste;2018-03-19;10877.55862500
S;Sul;2018-03-19;12859.57400000
SE;Sudeste/Centro-Oeste;2018-03-19;42408.31416667
N;Norte;2018-03-20;5815.17904167
NE;Nordeste;2018-03-20;11261.53329167
S;Sul;2018-03-20;12306.56950000
SE;Sudeste/Centro-Oeste;2018-03-20;43473.02658333
N;Norte;2018-03-21;5344.31162500
NE;Nordeste;2018-03-21;9506.21295833
S;Sul;2018-03-21;11915.18595833
SE;Sudeste/Centro-Oeste;2018-03-21;41916.82225000
N;Norte;2018-03-22;5636.89104167
NE;Nordeste;2018-03-22;11043.31179167
S;Sul;2018-03-22;11938.24520833
SE;Sudeste/Centro-Oeste;2018-03-22;40759.64287500
N;Norte;2018-03-23;5646.26304167
NE;Nordeste;2018-03-23;11135.01587500
S;Sul;2018-03-23;12502.80291667
SE;Sudeste/Centro-Oeste;2018-03-23;41270.04604167
N;Norte;2018-03-24;5407.60570833
NE;Nordeste;2018-03-24;10336.18279167
S;Sul;2018-03-24;11115.66312500
SE;Sudeste/Centro-Oeste;2018-03-24;37901.96550000
N;Norte;2018-03-25;5019.19020833
NE;Nordeste;2018-03-25;9422.03991667
S;Sul;2018-03-25;8912.61975000
SE;Sudeste/Centro-Oeste;2018-03-25;34665.11104167
N;Norte;2018-03-26;5263.73912500
NE;Nordeste;2018-03-26;10568.03458333
S;Sul;2018-03-26;11039.32866667
SE;Sudeste/Centro-Oeste;2018-03-26;40862.79079167
N;Norte;2018-03-27;5515.86012500
NE;Nordeste;2018-03-27;10723.05900000
S;Sul;2018-03-27;11639.90612500
SE;Sudeste/Centro-Oeste;2018-03-27;41022.62937500
N;Norte;2018-03-28;5477.31508333
NE;Nordeste;2018-03-28;10656.56029167
S;Sul;2018-03-28;12047.14562500
SE;Sudeste/Centro-Oeste;2018-03-28;41176.80650000
N;Norte;2018-03-29;5283.91541667
NE;Nordeste;2018-03-29;10334.40220833
S;Sul;2018-03-29;12097.28037500
SE;Sudeste/Centro-Oeste;2018-03-29;40478.27366667
N;Norte;2018-03-30;4909.65508333
NE;Nordeste;2018-03-30;9047.69712500
S;Sul;2018-03-30;9225.38737500
SE;Sudeste/Centro-Oeste;2018-03-30;34119.66212500
N;Norte;2018-03-31;5161.13483333
NE;Nordeste;2018-03-31;9511.55162500
S;Sul;2018-03-31;9321.32595833
SE;Sudeste/Centro-Oeste;2018-03-31;35113.20283333
N;Norte;2018-04-01;5096.89575000
NE;Nordeste;2018-04-01;9345.59320833
S;Sul;2018-04-01;8450.11183333
SE;Sudeste/Centro-Oeste;2018-04-01;33377.96391667
N;Norte;2018-04-02;5446.77541667
NE;Nordeste;2018-04-02;10762.01833333
S;Sul;2018-04-02;11486.35675000
SE;Sudeste/Centro-Oeste;2018-04-02;40016.22495833
N;Norte;2018-04-03;5562.26516667
NE;Nordeste;2018-04-03;11079.47729167
S;Sul;2018-04-03;12031.48912500
SE;Sudeste/Centro-Oeste;2018-04-03;40985.82229167
N;Norte;2018-04-04;5607.15495833
NE;Nordeste;2018-04-04;11191.20162500
S;Sul;2018-04-04;12092.32991667
SE;Sudeste/Centro-Oeste;2018-04-04;40086.09362500
N;Norte;2018-04-05;5588.56370833
NE;Nordeste;2018-04-05;11384.35937500
S;Sul;2018-04-05;12115.45900000
SE;Sudeste/Centro-Oeste;2018-04-05;39698.80916667
N;Norte;2018-04-06;5643.54845833
NE;Nordeste;2018-04-06;11262.59266667
S;Sul;2018-04-06;12161.70970833
SE;Sudeste/Centro-Oeste;2018-04-06;39464.42445833
N;Norte;2018-04-07;5405.40404167
NE;Nordeste;2018-04-07;10422.87150000
S;Sul;2018-04-07;10775.84033333
SE;Sudeste/Centro-Oeste;2018-04-07;35881.51645833
N;Norte;2018-04-08;4863.83820833
NE;Nordeste;2018-04-08;9646.90150000
S;Sul;2018-04-08;9590.99583333
SE;Sudeste/Centro-Oeste;2018-04-08;32509.17341667
N;Norte;2018-04-09;5420.06625000
NE;Nordeste;2018-04-09;10520.58712500
S;Sul;2018-04-09;12524.79425000
SE;Sudeste/Centro-Oeste;2018-04-09;38544.54029167
N;Norte;2018-04-10;5448.66483333
NE;Nordeste;2018-04-10;10589.75725000
S;Sul;2018-04-10;12931.50320833
SE;Sudeste/Centro-Oeste;2018-04-10;39100.63766667
N;Norte;2018-04-11;5420.68633333
NE;Nordeste;2018-04-11;10459.14975000
S;Sul;2018-04-11;13145.31550000
SE;Sudeste/Centro-Oeste;2018-04-11;39098.51658333
N;Norte;2018-04-12;5422.70629167
NE;Nordeste;2018-04-12;10526.64295833
S;Sul;2018-04-12;13197.49975000
SE;Sudeste/Centro-Oeste;2018-04-12;38948.05779167
N;Norte;2018-04-13;5423.35633333
NE;Nordeste;2018-04-13;10594.43487500
S;Sul;2018-04-13;12537.64129167
SE;Sudeste/Centro-Oeste;2018-04-13;39487.58337500
N;Norte;2018-04-14;5334.03145833
NE;Nordeste;2018-04-14;10105.72845833
S;Sul;2018-04-14;10384.52700000
SE;Sudeste/Centro-Oeste;2018-04-14;36079.08850000
N;Norte;2018-04-15;4872.97120833
NE;Nordeste;2018-04-15;9394.71804167
S;Sul;2018-04-15;8652.25095833
SE;Sudeste/Centro-Oeste;2018-04-15;31361.02616667
N;Norte;2018-04-16;5322.62145833
NE;Nordeste;2018-04-16;10391.14970833
S;Sul;2018-04-16;11289.07641667
SE;Sudeste/Centro-Oeste;2018-04-16;35840.65308333
N;Norte;2018-04-17;5224.53804167
NE;Nordeste;2018-04-17;10505.04725000
S;Sul;2018-04-17;11723.69558333
SE;Sudeste/Centro-Oeste;2018-04-17;36210.71204167
N;Norte;2018-04-18;5261.35875000
NE;Nordeste;2018-04-18;10383.89404167
S;Sul;2018-04-18;12017.12250000
SE;Sudeste/Centro-Oeste;2018-04-18;36061.05679167
N;Norte;2018-04-19;5290.60475000
NE;Nordeste;2018-04-19;10620.18262500
S;Sul;2018-04-19;12345.47641667
SE;Sudeste/Centro-Oeste;2018-04-19;36297.19625000
N;Norte;2018-04-20;5305.96541667
NE;Nordeste;2018-04-20;10643.00958333
S;Sul;2018-04-20;12390.21150000
SE;Sudeste/Centro-Oeste;2018-04-20;36720.80954167
N;Norte;2018-04-21;5002.52083333
NE;Nordeste;2018-04-21;9625.62008333
S;Sul;2018-04-21;9890.90791667
SE;Sudeste/Centro-Oeste;2018-04-21;32015.16354167
N;Norte;2018-04-22;4852.88045833
NE;Nordeste;2018-04-22;9185.17883333
S;Sul;2018-04-22;9124.33325000
SE;Sudeste/Centro-Oeste;2018-04-22;30283.24937500
N;Norte;2018-04-23;5427.56837500
NE;Nordeste;2018-04-23;10214.44629167
S;Sul;2018-04-23;12093.76604167
SE;Sudeste/Centro-Oeste;2018-04-23;35871.76591667
N;Norte;2018-04-24;5403.73500000
NE;Nordeste;2018-04-24;10663.59529167
S;Sul;2018-04-24;12608.78333333
SE;Sudeste/Centro-Oeste;2018-04-24;37887.00295833
N;Norte;2018-04-25;5530.19991667
NE;Nordeste;2018-04-25;10569.73383333
S;Sul;2018-04-25;12853.94070833
SE;Sudeste/Centro-Oeste;2018-04-25;38258.04016667
N;Norte;2018-04-26;5600.62220833
NE;Nordeste;2018-04-26;10506.54829167
S;Sul;2018-04-26;12821.25895833
SE;Sudeste/Centro-Oeste;2018-04-26;38880.10312500
N;Norte;2018-04-27;5627.06720833
NE;Nordeste;2018-04-27;10617.81629167
S;Sul;2018-04-27;12726.92749976
SE;Sudeste/Centro-Oeste;2018-04-27;38947.20820833
N;Norte;2018-04-28;5236.81616667
NE;Nordeste;2018-04-28;10186.34766667
S;Sul;2018-04-28;11150.46875000
SE;Sudeste/Centro-Oeste;2018-04-28;35376.55137500
N;Norte;2018-04-29;4799.82791667
NE;Nordeste;2018-04-29;9468.24916667
S;Sul;2018-04-29;9664.63737500
SE;Sudeste/Centro-Oeste;2018-04-29;31536.58337500
N;Norte;2018-04-30;5118.82308333
NE;Nordeste;2018-04-30;10144.49516667
S;Sul;2018-04-30;11537.08475000
SE;Sudeste/Centro-Oeste;2018-04-30;35452.96912500
N;Norte;2018-05-01;4872.04204167
NE;Nordeste;2018-05-01;9261.47216667
S;Sul;2018-05-01;9788.35645833
SE;Sudeste/Centro-Oeste;2018-05-01;32588.76995833
N;Norte;2018-05-02;5374.32808333
NE;Nordeste;2018-05-02;10615.28958333
S;Sul;2018-05-02;11868.00304167
SE;Sudeste/Centro-Oeste;2018-05-02;37523.77187500
N;Norte;2018-05-03;5409.23387500
NE;Nordeste;2018-05-03;10862.34616667
S;Sul;2018-05-03;12369.11600000
SE;Sudeste/Centro-Oeste;2018-05-03;38297.55229167
N;Norte;2018-05-04;5374.15904167
NE;Nordeste;2018-05-04;10719.83841667
S;Sul;2018-05-04;12394.20462500
SE;Sudeste/Centro-Oeste;2018-05-04;38542.91454167
N;Norte;2018-05-05;5196.34341667
NE;Nordeste;2018-05-05;10197.55175000
S;Sul;2018-05-05;10615.50858333
SE;Sudeste/Centro-Oeste;2018-05-05;35346.62962500
N;Norte;2018-05-06;4949.27075000
NE;Nordeste;2018-05-06;9428.35879167
S;Sul;2018-05-06;9066.21712500
SE;Sudeste/Centro-Oeste;2018-05-06;31648.59495833
N;Norte;2018-05-07;5382.61083333
NE;Nordeste;2018-05-07;10381.76195833
S;Sul;2018-05-07;11593.72008333
SE;Sudeste/Centro-Oeste;2018-05-07;37129.80537500
N;Norte;2018-05-08;5194.57529167
NE;Nordeste;2018-05-08;10642.32512500
S;Sul;2018-05-08;11854.04966667
SE;Sudeste/Centro-Oeste;2018-05-08;37091.86241667
N;Norte;2018-05-09;5142.83562500
NE;Nordeste;2018-05-09;10517.62825000
S;Sul;2018-05-09;11926.49908333
SE;Sudeste/Centro-Oeste;2018-05-09;36596.11508333
N;Norte;2018-05-10;5428.66041667
NE;Nordeste;2018-05-10;10658.58554167
S;Sul;2018-05-10;12052.41975000
SE;Sudeste/Centro-Oeste;2018-05-10;36553.20233333
N;Norte;2018-05-11;5418.26929167
NE;Nordeste;2018-05-11;10593.96241667
S;Sul;2018-05-11;11802.20287500
SE;Sudeste/Centro-Oeste;2018-05-11;37064.05933333
N;Norte;2018-05-12;5151.06829167
NE;Nordeste;2018-05-12;10189.39300000
S;Sul;2018-05-12;9920.23679167
SE;Sudeste/Centro-Oeste;2018-05-12;34381.03045833
N;Norte;2018-05-13;4872.73904167
NE;Nordeste;2018-05-13;9450.17533333
S;Sul;2018-05-13;8371.84429167
SE;Sudeste/Centro-Oeste;2018-05-13;30295.22041667
N;Norte;2018-05-14;5307.07054167
NE;Nordeste;2018-05-14;10514.62525000
S;Sul;2018-05-14;11188.30420827
SE;Sudeste/Centro-Oeste;2018-05-14;36143.96391667
N;Norte;2018-05-15;5342.02575000
NE;Nordeste;2018-05-15;10747.34491667
S;Sul;2018-05-15;11699.82896006
SE;Sudeste/Centro-Oeste;2018-05-15;37244.18900000
N;Norte;2018-05-16;5403.98462500
NE;Nordeste;2018-05-16;10687.10875000
S;Sul;2018-05-16;11456.80708327
SE;Sudeste/Centro-Oeste;2018-05-16;37529.50729167
N;Norte;2018-05-17;5612.42012500
NE;Nordeste;2018-05-17;10832.27479167
S;Sul;2018-05-17;11475.96991667
SE;Sudeste/Centro-Oeste;2018-05-17;37363.41445833
N;Norte;2018-05-18;5599.62291667
NE;Nordeste;2018-05-18;10573.61320833
S;Sul;2018-05-18;11475.50679167
SE;Sudeste/Centro-Oeste;2018-05-18;37517.08012500
N;Norte;2018-05-19;5298.81908333
NE;Nordeste;2018-05-19;10279.52595833
S;Sul;2018-05-19;9396.22595833
SE;Sudeste/Centro-Oeste;2018-05-19;33855.50612500
N;Norte;2018-05-20;4756.55983333
NE;Nordeste;2018-05-20;9777.19400000
S;Sul;2018-05-20;8072.88000000
SE;Sudeste/Centro-Oeste;2018-05-20;29316.12750000
N;Norte;2018-05-21;5340.31170833
NE;Nordeste;2018-05-21;10894.32975000
S;Sul;2018-05-21;10671.70458333
SE;Sudeste/Centro-Oeste;2018-05-21;32836.46416667
N;Norte;2018-05-22;5256.99862500
NE;Nordeste;2018-05-22;10837.00295833
S;Sul;2018-05-22;11031.06258333
SE;Sudeste/Centro-Oeste;2018-05-22;33573.72562500
N;Norte;2018-05-23;5247.38045833
NE;Nordeste;2018-05-23;10654.72083333
S;Sul;2018-05-23;10896.75883333
SE;Sudeste/Centro-Oeste;2018-05-23;33640.64829167
N;Norte;2018-05-24;5324.20308333
NE;Nordeste;2018-05-24;10664.97141667
S;Sul;2018-05-24;10499.31058333
SE;Sudeste/Centro-Oeste;2018-05-24;33598.12016667
N;Norte;2018-05-25;5278.60300000
NE;Nordeste;2018-05-25;10333.27104167
S;Sul;2018-05-25;10099.79241667
SE;Sudeste/Centro-Oeste;2018-05-25;33118.37158333
N;Norte;2018-05-26;4878.02908333
NE;Nordeste;2018-05-26;9439.51245833
S;Sul;2018-05-26;8584.27695833
SE;Sudeste/Centro-Oeste;2018-05-26;30033.10725000
N;Norte;2018-05-27;4550.29529167
NE;Nordeste;2018-05-27;8757.80425000
S;Sul;2018-05-27;7668.74829167
