date,value
2018-01-12,150.01
2018-01-19,128.23
2018-01-26,124.77
2018-02-02,76.2
2018-02-09,30.41
2018-02-16,0.0
2018-02-23,0.0
2018-03-02,0.0
2018-03-09,0.0
2018-03-16,0.0
2018-03-23,0.0
2018-03-30,0.0
2018-04-06,17.71
2018-04-13,49.0
2018-04-20,16.47
2018-04-27,6.87
2018-05-04,0.0
2018-05-11,8.24
2018-05-18,114.9
2018-05-25,171.78
2018-06-01,213.75
2018-06-08,321.06
2018-06-15,452.7
2018-06-22,471.15
2018-06-29,515.05
2018-07-06,517.64
2018-07-13,543.75
2018-07-20,588.3
2018-07-27,603.83
2018-08-03,763.77
2018-08-10,784.9
2018-08-17,757.84
2018-08-24,763.67
2018-08-31,766.28
2018-09-07,474.85
2018-09-14,482.08
2018-09-21,478.94
2018-09-28,428.06
2018-10-05,387.03
2018-10-12,323.41
2018-10-19,267.3
2018-10-26,226.32
2018-11-02,136.81
2018-11-09,143.93
2018-11-16,114.48
2018-11-23,113.4
2018-11-30,96.9
2018-12-07,54.14
2018-12-14,62.19
2018-12-21,1.89
2018-12-28,3.03
2019-01-04,29.48
2019-01-11,104.46
2019-01-18,80.44
2019-01-25,8.47
2019-02-01,81.15
2019-02-08,26.72
2019-02-15,54.35
2019-02-22,33.48
2019-03-01,0.0
2019-03-08,0.0
2019-03-15,0.0
2019-03-22,0.0
2019-03-29,0.0
2019-04-05,0.0
2019-04-12,0.0
2019-04-19,0.0
2019-04-26,0.0
2019-05-03,0.0
2019-05-10,0.0
2019-05-17,0.0
2019-05-24,80.44
2019-05-31,0.0
2019-06-07,0.0
2019-06-14,0.0
2019-06-21,69.7
2019-06-28,122.4
2019-07-05,164.19
2019-07-12,172.23
2019-07-19,169.94
2019-07-26,180.59
2019-08-02,154.85
2019-08-09,197.46
2019-08-16,214.46
2019-08-23,221.78
2019-08-30,194.38
2019-09-06,193.79
2019-09-13,203.03
2019-09-20,214.01
2019-09-27,223.92
2019-10-04,229.61
2019-10-11,259.49
2019-10-18,262.72
2019-10-25,265.13
2019-11-01,309.28
2019-11-08,333.92
2019-11-15,304.78
2019-11-22,323.3
2019-11-29,314.8
2019-12-06,233.26
2019-12-13,215.25
2019-12-20,226.76
2019-12-27,193.28
2020-01-03,287.31
2020-01-10,361.62
2020-01-17,263.04
2020-01-24,348.54
2020-01-31,318.05
2020-02-07,186.86
2020-02-14,145.3
2020-02-21,132.63
2020-02-28,16.63
2020-03-06,52.3
2020-03-13,0.0
2020-03-20,0.0
2020-03-27,0.0
2020-04-03,0.0
2020-04-10,0.0
2020-04-17,0.0
2020-04-24,0.0
2020-05-01,0.0
2020-05-08,0.0
2020-05-15,0.0
2020-05-22,0.0
2020-05-29,0.0
2020-06-05,0.0
2020-06-12,0.0
2020-06-19,88.25
2020-06-26,91.98
2020-07-03,92.95
2020-07-10,81.88
2020-07-17,83.71
2020-07-24,88.05
2020-07-31,91.42
2020-08-07,88.94
2020-08-14,99.51
2020-08-21,90.21
2020-08-28,54.81
2020-09-04,63.45
2020-09-11,70.47
2020-09-18,83.66
2020-09-25,98.3
2020-10-02,168.74
2020-10-09,262.04
2020-10-16,282.62
2020-10-23,318.74
2020-10-30,318.62
2020-11-06,368.03
2020-11-13,630.47
2020-11-20,475.62
2020-11-27,617.02
2020-12-04,744.43
2020-12-11,214.75
2020-12-18,262.84
2020-12-25,189.61
2021-01-01,220.72
2021-01-08,281.49
2021-01-15,361.74
2021-01-22,223.7
2021-01-29,177.73
2021-02-05,148.01
2021-02-12,179.93
2021-02-19,166.42
2021-02-26,175.74
2021-03-05,131.23
2021-03-12,0.0
2021-03-19,0.0
2021-03-26,0.0
2021-04-02,0.0
2021-04-09,0.0
2021-04-16,0.0
2021-04-23,142.41
2021-04-30,143.75
2021-05-07,0.0
2021-05-14,85.72
2021-05-21,195.29
2021-05-28,248.6
2021-06-04,280.83
2021-06-11,350.26
2021-06-18,426.3
2021-06-25,682.22
2021-07-02,944.55
2021-07-09,957.12
2021-07-16,1030.55
2021-07-23,1109.51
2021-07-30,1239.0
2021-08-06,2540.18
2021-08-13,2901.0
2021-08-20,3044.45
2021-08-27,2449.89
2021-09-03,1027.43
2021-09-10,1261.35
2021-09-17,868.3
2021-09-24,712.8
2021-10-01,533.36
2021-10-08,426.2
2021-10-15,198.74
2021-10-22,172.6
2021-10-29,161.01
2021-11-05,94.09
2021-11-12,99.64
2021-11-19,68.91
2021-11-26,88.23
2021-12-03,41.61
2021-12-10,56.65
2021-12-17,84.57
2021-12-24,63.66
2021-12-31,43.13
2022-01-07,0.0
2022-01-14,0.0
2022-01-21,0.0
2022-01-28,0.0
2022-02-04,0.0
2022-02-11,0.0
2022-02-18,0.0
2022-02-25,0.0
2022-03-04,0.0
2022-03-11,0.0
2022-03-18,0.0
2022-03-25,0.0
2022-04-01,0.0
2022-04-08,0.0
2022-04-15,0.0
2022-04-22,0.0
2022-04-29,0.0
2022-05-06,0.0
2022-05-13,0.0
2022-05-20,40.92
2022-05-27,42.28
2022-06-03,39.5
2022-06-10,57.89
2022-06-17,50.17
2022-06-24,50.08
2022-07-01,45.35
2022-07-08,55.86
2022-07-15,56.96
2022-07-22,66.81
2022-07-29,72.01
2022-08-05,98.67
2022-08-12,91.12
2022-08-19,70.65
2022-08-26,51.65
2022-09-02,50.19
2022-09-09,36.98
2022-09-16,44.28
2022-09-23,40.81
2022-09-30,36.0
2022-10-07,10.21
2022-10-14,4.12
2022-10-21,3.02
2022-10-28,3.57
2022-11-04,0.0
2022-11-11,0.0
2022-11-18,0.0
2022-11-25,0.0
2022-12-02,0.07
2022-12-09,0.03
2022-12-16,0.01
2022-12-23,0.01
2022-12-30,0.0
2023-01-06,0.0
2023-01-13,0.0
2023-01-20,0.0
2023-01-27,0.0
2023-02-03,0.0
2023-02-10,0.0
2023-02-17,0.0
2023-02-24,0.0
2023-03-03,0.0
2023-03-10,0.0
2023-03-17,0.0
2023-03-24,0.0
2023-03-31,0.0
2023-04-07,0.0
2023-04-14,0.0
2023-04-21,0.0
2023-04-28,0.0
2023-05-05,0.0
2023-05-12,0.0
2023-05-19,0.0
2023-05-26,0.0
2023-06-02,0.0
2023-06-09,0.0
2023-06-16,0.0
2023-06-23,0.0
2023-06-30,0.0
2023-07-07,0.0
2023-07-14,0.0
2023-07-21,0.0
2023-07-28,0.0
2023-08-04,0.0
2023-08-11,0.0
2023-08-18,0.0
2023-08-25,0.0
2023-09-01,0.0
2023-09-08,0.0
2023-09-15,0.0
2023-09-22,0.0
2023-09-29,0.0
2023-10-06,0.0
2023-10-13,0.0
2023-10-20,0.0
2023-10-27,0.0
2023-11-03,0.0
2023-11-10,0.0
2023-11-17,0.0
2023-11-24,0.0
2023-12-01,0.0
2023-12-08,0.0
2023-12-15,0.0
2023-12-22,0.0
2023-12-29,0.0
2024-01-05,0.0
2024-01-12,0.0
2024-01-19,0.0
2024-01-26,0.0
2024-02-02,0.0
2024-02-09,0.0
2024-02-16,0.0
2024-02-23,0.0
2024-03-01,0.06
2024-03-08,0.04
2024-03-15,0.04
2024-03-22,0.03
2024-03-29,0.02
2024-04-05,0.0
2024-04-12,7.77
2024-04-19,7.79
2024-04-26,0.0
2024-05-03,0.0
2024-05-10,0.0
2024-05-17,0.0
2024-05-24,2.3
2024-05-31,2.3
2024-06-07,19.6
2024-06-14,18.11
2024-06-21,18.01
2024-06-28,24.23
2024-07-05,102.58
2024-07-12,81.74
2024-07-19,67.77
2024-07-26,61.45
2024-08-02,67.45
2024-08-09,94.06
2024-08-16,111.09
2024-08-23,98.26
2024-08-30,94.25
2024-09-06,277.76
2024-09-13,346.13
2024-09-20,341.76
2024-09-27,323.06
2024-10-04,624.81
2024-10-11,552.4
2024-10-18,571.67
2024-10-25,460.62
2024-11-01,350.47
2024-11-08,177.43
2024-11-15,94.82
2024-11-22,64.95
2024-11-29,90.83
2024-12-06,5.91
2024-12-13,5.49
2024-12-20,1.71
2024-12-27,2.69
2025-01-03,15.44
2025-01-10,40.52
2025-01-17,7.57
2025-01-24,31.88
2025-01-31,40.19
2025-02-07,0.0
2025-02-14,0.0
2025-02-21,0.0
2025-02-28,0.0
2025-03-07,0.0
2025-03-14,0.0
2025-03-21,0.0
2025-03-28,0.0
2025-04-04,0.0
2025-04-11,0.0
2025-04-18,0.0
2025-04-25,131.51
2025-05-02,111.94
2025-05-09,0.0
2025-05-16,216.13
2025-05-23,268.42
2025-05-30,273.7
2025-06-06,289.27
2025-06-13,273.73
2025-06-20,273.5
2025-06-27,237.94
2025-07-04,175.11
2025-07-11,228.49
2025-07-18,215.46
2025-07-25,256.3
2025-08-01,315.08
2025-08-08,332.78
2025-08-15,325.15
2025-08-22,326.41
2025-08-29,332.02
2025-09-05,299.76
2025-09-12,322.0
2025-09-19,303.65
2025-09-26,322.21
2025-10-03,296.82
2025-10-10,302.19
2025-10-17,340.73
2025-10-24,345.2
2025-10-31,353.03
2025-11-07,349.82
2025-11-14,305.15
2025-11-21,326.6
2025-11-28,324.17
2025-12-05,337.53
2025-12-12,305.91
2025-12-19,300.87
2025-12-26,276.32
2026-01-02,289.25
2026-01-09,289.25
2026-01-16,296.18
2026-01-23,323.15
2026-01-30,289.25
2026-02-06,322.62
2026-02-13,382.05
2026-02-20,309.25
2026-02-27,316.18
2026-03-06,306.43
