date,value
2018-01-01,4828.0725
2018-01-02,5430.981
2018-01-03,5457.93883333
2018-01-04,5406.32604167
2018-01-05,5449.58275
2018-01-06,5256.29991667
2018-01-07,4889.7815
2018-01-08,5272.735375
2018-01-09,5275.13083333
2018-01-10,5178.35179167
2018-01-11,5208.99620833
2018-01-12,5312.076
2018-01-13,4967.990125
2018-01-14,4697.02916667
2018-01-15,5131.90241667
2018-01-16,5332.97435729
2018-01-17,5440.48652817
2018-01-18,5300.236125
2018-01-19,5234.65770833
2018-01-20,5229.55083333
2018-01-21,4990.588875
2018-01-22,5530.50595833
2018-01-23,5511.65804167
2018-01-24,5478.17975
2018-01-25,5411.63454167
2018-01-26,5428.31604167
2018-01-27,5309.22083333
2018-01-28,4959.65195833
2018-01-29,5433.706
2018-01-30,5551.807875
2018-01-31,5622.37708333
2018-02-01,5646.0025
2018-02-02,5495.87433333
2018-02-03,5197.498125
2018-02-04,4983.37045833
2018-02-05,5357.02220833
2018-02-06,5393.86575
2018-02-07,5439.9495
2018-02-08,5565.651875
2018-02-09,5651.11783333
2018-02-10,5274.642125
2018-02-11,5054.74529167
2018-02-12,5118.704
2018-02-13,4948.40104167
2018-02-14,5137.72970833
2018-02-15,5558.07325
2018-02-16,5662.0815
2018-02-17,5325.91495833
2018-02-18,5107.596
2018-02-19,5515.55754167
2018-02-20,5496.289
2018-02-21,5579.02391667
2018-02-22,5588.269125
2018-02-23,5506.18333333
2018-02-24,5277.667625
2018-02-25,5028.83216667
2018-02-26,5603.38458333
2018-02-27,5602.7325
2018-02-28,5618.16670833
2018-03-01,5692.60654167
2018-03-02,5707.25870833
2018-03-03,5502.23191667
2018-03-04,5278.04429167
2018-03-05,5748.600625
2018-03-06,5954.17525
2018-03-07,6044.81716667
2018-03-08,5995.77345833
2018-03-09,5890.94645833
2018-03-10,5576.182
2018-03-11,5284.467875
2018-03-12,5863.91466667
2018-03-13,5861.066
2018-03-14,5770.2175
2018-03-15,5817.37079167
2018-03-16,5694.223375
2018-03-17,5495.13083333
2018-03-18,5117.95679167
2018-03-19,5638.41504167
2018-03-20,5815.17904167
2018-03-21,5344.311625
2018-03-22,5636.89104167
2018-03-23,5646.26304167
2018-03-24,5407.60570833
2018-03-25,5019.19020833
2018-03-26,5263.739125
2018-03-27,5515.860125
2018-03-28,5477.31508333
2018-03-29,5283.91541667
2018-03-30,4909.65508333
2018-03-31,5161.13483333
2018-04-01,5096.89575
2018-04-02,5446.77541667
2018-04-03,5562.26516667
2018-04-04,5607.15495833
2018-04-05,5588.56370833
