date,r
2016-01-05,0.0016462231311993314
2016-01-06,0.0016431445541837952
2016-01-07,-0.00032840055114746747
2016-01-08,-0.049151638243410956
2016-01-11,0.010981308189472738
2016-01-12,0.0034078192955211417
2016-01-13,-0.005115576113587261
2016-01-14,0.021644126572935685
2016-01-15,-0.02678529090278925
2016-01-18,-0.003442164301919126
2016-01-19,0.02385049190210231
2016-01-20,-0.007095217873602788
2016-01-21,0.00033904206342727505
2016-01-22,0.030052355408813902
2016-01-26,-0.02565504553018627
2016-01-27,0.028939073572881835
2016-01-28,-0.028264625987146186
2016-01-29,0.04452540411339223
2016-02-01,-0.03245694034861968
2016-02-02,-0.017140221229135832
2016-02-03,0.015139066464587625
2016-02-04,0.04632254158258631
2016-02-05,-0.03305547576955936
2016-02-10,-0.018287956249006587
2016-02-11,-0.01692140667069597
2016-02-12,0.04830265428631075
2016-02-15,0.008097737933532745
2016-02-16,0.04725244427624542
2016-02-17,0.009188700574215947
2016-02-18,-0.0033595993193618057
2016-02-19,-0.012001989933848822
2016-02-22,0.021440662610458627
2016-02-23,-0.019584323785166724
2016-02-24,-0.026935904900318608
2016-02-25,0.01543582075293548
2016-02-26,0.006543070289874553
2016-02-29,0.05292258811143702
2016-03-01,0.01789694886167137
2016-03-02,-0.007868511468382966
2016-03-03,0.03224264658922227
2016-03-04,-0.011969619017006217
2016-03-07,0.017055509371462385
2016-03-08,-0.025114944848524168
2016-03-09,0.008632631547436542
2016-03-10,-0.00805523448872325
2016-03-11,0.021432365091091032
2016-03-14,0.0056386729597304175
2016-03-15,-0.02591593671922654
2016-03-16,0.07822059429381056
2016-03-17,0.01640714729762749
2016-03-18,0.01303771082166083
2016-03-21,0.0023294369079605026
2016-03-22,0.009261831924607833
2016-03-23,-0.022008099808621395
2016-03-24,0.0028757654018893852
2016-03-28,0.022965686523002127
2016-03-29,0.0012746216508738861
2016-03-30,0.01039192094994279
2016-03-31,-0.035676924713648805
2016-04-01,-0.009838566956271944
2016-04-04,-0.045850998254083564
2016-04-05,-0.0033368160179074735
2016-04-06,-0.005866670513448025
2016-04-07,-0.006183372561023859
2016-04-08,0.0419601618536567
2016-04-11,-0.03325863114768346
2016-04-12,0.019375528018114263
2016-04-13,-0.03033519662581252
2016-04-14,0.014308180976196905
2016-04-15,0.02747423060854448
2016-04-18,0.012121239157174557
2016-04-19,-0.020831164043129125
2016-04-20,-0.013485831105791934
2016-04-22,0.00910204773045864
2016-04-25,-0.03520911865773568
2016-04-26,0.022220080803873277
2016-04-27,0.004163809815425967
2016-04-28,0.01539366630323391
2016-04-29,0.0286540874185639
2016-05-02,-0.008658130251711249
2016-05-03,-0.014884405851411042
2016-05-04,0.0002779525754181833
2016-05-05,-0.01764531396638791
2016-05-06,0.01708943346770253
2016-05-09,-0.006688931370296469
2016-05-10,0.006688931370296469
2016-05-11,0.013793482708967186
2016-05-12,-0.010465365149470607
2016-05-13,-0.014501529251249146
2016-05-16,0.011173411691752566
2016-05-17,-0.021336382217768346
2016-05-18,-0.004550696136668808
2016-05-19,-0.0017125846461971683
2016-05-20,0.01923197266704957
2016-05-23,-0.023810799779365954
2016-05-24,0.01339231628272719
2016-05-25,-0.019723666571820342
2016-05-27,-0.005499466963842625
2016-05-30,0.005788199124509674
2016-05-31,0.031252613562744
2016-06-01,-0.024350353263966618
2016-06-02,-0.006902260298777385
2016-06-03,0.008334757413109628
2016-06-06,-0.02169951297826911
2016-06-07,0.0026290689157084657
2016-06-08,0.008713126990884223
2016-06-09,-0.002316137086010084
2016-06-10,-0.017248642366472833
2016-06-13,0.00880788352078099
2016-06-14,-0.02966730525872263
2016-06-15,-0.0054347219214672116
2016-06-16,-0.005159956835202539
2016-06-17,0.003948379909138655
2016-06-20,0.014444685288264925
2016-06-21,-0.002092952171205642
2016-06-22,0.0
2016-06-23,0.032692639884113195
2016-06-24,-0.04020629451524904
