date,r
2016-01-05,0.015566740937306811
2016-01-06,-0.009772818469062194
2016-01-07,-0.026933788842321338
2016-01-08,0.012971776460264817
2016-01-11,-0.015943539535517637
2016-01-12,0.010657069640084504
2016-01-13,-0.008873152716561972
2016-01-14,0.0011878461517302874
2016-01-15,-0.015550661992556059
2016-01-18,-0.021322718863745038
2016-01-19,0.030920997000479566
2016-01-20,-0.012616500198635805
2016-01-21,-0.013390606525642834
2016-01-22,0.03195949058010017
2016-01-26,-0.0005937922393330908
2016-01-27,0.056564526991238484
2016-01-28,0.003920311674222798
2016-01-29,0.04214030313587225
2016-02-01,-0.007040369339490038
2016-02-02,-0.023090575358672538
2016-02-03,0.006651915779919637
2016-02-04,0.01426243317196274
2016-02-05,-0.012054980562747453
2016-02-10,-0.011086316627018977
2016-02-11,-0.0050293949171758
2016-02-12,0.003913803336268451
2016-02-15,0.0
2016-02-16,0.002786225145891219
2016-02-17,0.016009370559100233
2016-02-18,0.007637519472472487
2016-02-19,-0.004357199105837761
2016-02-22,0.01463041520930819
2016-02-23,-0.017910735575942915
2016-02-24,-0.004390761919240926
2016-02-25,-0.026193015272993225
2016-02-26,-0.004527258958813896
2016-02-29,0.0005669539745092322
2016-03-01,0.03399621707013001
2016-03-02,-0.006045822390656319
2016-03-03,0.01640287287730091
2016-03-04,0.035689719047158786
2016-03-07,0.0031347217300448094
2016-03-08,-0.006279380794073308
2016-03-09,-0.02122132563227197
2016-03-10,-0.0010727719443290873
2016-03-11,-0.02225341145497417
2016-03-14,-0.009927965655176063
2016-03-15,0.014309277002356957
2016-03-16,-0.0005465007998672888
2016-03-17,0.023771964873129825
2016-03-18,-0.016689487129695646
2016-03-21,0.016689487129695646
2016-03-22,0.000533747294145126
2016-03-23,0.01377868824121764
2016-03-24,0.0
2016-03-28,0.01566605237057539
2016-03-29,0.0020705799237337175
2016-03-30,-0.009872769217253108
2016-03-31,-0.01844595535316973
2016-04-01,0.0015945147355940215
2016-04-04,-0.017140450638440274
2016-04-05,0.010746998441178324
2016-04-06,-0.004284769763050367
2016-04-07,-0.004303454347903024
2016-04-08,0.0010776420615448146
