date,price,log_price,r
2026-01-27,135.39999389648438,4.90823331540051,0.004515353460164739
2026-01-28,137.10000610351562,4.9207106310869815,0.012477315686471258
2026-01-29,138.97000122070312,4.934258091282423,0.01354746019544173
2026-01-30,140.24000549316406,4.9433552797827165,0.009097188500293285
2026-02-02,135.75999450683594,4.910888580463654,-0.03246669931906254
2026-02-03,139.77999877929688,4.940069749315952,0.029181168852297823
2026-02-04,143.80999755859375,4.968492966921678,0.028423217605726414
2026-02-05,141.4600067138672,4.952017039069084,-0.016475927852594552
2026-02-06,146.41000366210938,4.98641093021809,0.034393891149006706
2026-02-09,146.49000549316406,4.986957204240238,0.0005462740221480189
2026-02-10,145.6199951171875,4.98100045543537,-0.005956748804868184
2026-02-11,149.05999755859375,5.004348893074866,0.02334843763949568
2026-02-12,144.6300048828125,4.974178790846357,-0.030170102228509244
2026-02-13,147.88999938964844,4.996468750051613,0.022289959205256338
2026-02-17,145.39999389648438,4.979488523122007,-0.01698022692960599
2026-02-18,148.0500030517578,4.997550075160621,0.01806155203861426
2026-02-19,151.36000061035156,5.019661109336018,0.022111034175396505
2026-02-20,151.86000061035156,5.02295904780426,0.003297938468242556
2026-02-23,149.49000549316406,5.0072295377074525,-0.015729510096807786
2026-02-24,149.55999755859375,5.0076976337849874,0.00046809607753495186
2026-02-25,148.38999938964844,4.999843938904877,-0.007853694880110673
2026-02-26,149.7899932861328,5.009234268358761,0.009390329453884405
2026-02-27,153.72000122070312,5.035132773637725,0.0258985052789642
2026-03-02,159.55999755859375,5.072420011736339,0.037287238098613784
2026-03-03,158.99000549316406,5.068841341710992,-0.003578670025347286
2026-03-04,160.77000427246094,5.079974798749857,0.01113345703886548
2026-03-05,163.82000732421875,5.098768308796396,0.01879351004653884
2026-03-06,164.1300048828125,5.100658826493508,0.0018905176971122373
2026-03-09,161.82000732421875,5.08648465164121,-0.014174174852298549
2026-03-10,159.0,5.0689042022202315,-0.01758044942097836
2026-03-11,164.69000244140625,5.1040649337103705,0.035160731490138986
2026-03-12,166.7100067138672,5.116255816232671,0.01219088252230005
2026-03-13,167.88999938964844,5.123308999412881,0.007053183180210532
