date,r
2016-01-05,0.022696993238202623
2016-01-06,-0.0071659071533138885
2016-01-07,-0.04107197813406094
2016-01-08,0.01592979045745402
2016-01-11,-0.026691948443816838
2016-01-12,0.007008692056011068
2016-01-13,-0.014975559563478846
2016-01-14,0.020868036803815215
2016-01-15,-0.006609013426942756
2016-01-18,-0.02632945330602743
2016-01-19,0.006419307463412682
2016-01-20,0.0014613465794095504
2016-01-21,0.006550177169592164
2016-01-22,0.03807617333549773
2016-01-26,-0.03409424902708125
2016-01-27,0.03217190226520206
2016-01-28,0.008187533503088762
2016-01-29,0.029740571609345068
2016-02-01,-0.015272602904784716
2016-02-02,-0.02967665644567896
2016-02-03,0.012603078461626449
2016-02-04,0.013991083080166167
2016-02-05,-0.008613275567220136
2016-02-10,-0.0020784278657286492
2016-02-11,-0.012034643616263274
2016-02-12,0.02597996072054931
2016-02-15,-0.002396362312461875
2016-02-16,0.012771455475971027
2016-02-17,0.016779124971964876
2016-02-18,0.02951013847271744
2016-02-19,-0.017272750376105872
2016-02-22,0.022750509517444506
2016-02-23,-0.004831533620851314
2016-02-24,0.006115960638559681
2016-02-25,0.0012997197777675495
2016-02-26,-0.0008121729488688167
2016-02-29,0.020901153142823592
2016-03-01,0.01813203468304625
2016-03-02,0.011496211457572958
2016-03-03,0.00922517569380954
2016-03-04,0.019700572877952904
2016-03-07,-0.002855127275570357
2016-03-08,-0.008766572761952585
2016-03-09,-0.0012154146168952273
2016-03-10,0.01508557485454931
2016-03-11,-0.0002997009424881014
2016-03-14,-0.01296347759279648
2016-03-15,0.004239358307835062
2016-03-16,0.0024141770489705117
2016-03-17,0.04436655096600228
2016-03-18,-0.01686580598823806
2016-03-21,0.0036589388374603793
2016-03-22,0.0068429120751964945
2016-03-23,0.01082341852423685
2016-03-24,0.0007173045444246462
2016-03-28,0.0008603306530474697
2016-03-29,0.01592295901093088
2016-03-30,0.001409472908070697
2016-03-31,-0.015900352591131206
2016-04-01,-0.005309123938958216
2016-04-04,-0.02756652146395
2016-04-05,0.012053767966471618
2016-04-06,0.019246339128627277
2016-04-07,0.014089988764516281
2016-04-08,0.011801194555717487
2016-04-11,-0.01264952459124169
2016-04-12,0.01669157322425896
2016-04-13,-0.008802045520444945
2016-04-14,0.01033107846063297
2016-04-15,0.01242230897786012
2016-04-18,0.011049966130970201
2016-04-19,-0.004487234816879848
2016-04-20,-0.015795927497210815
2016-04-22,0.020147506571684293
2016-04-25,-0.008174525391544396
2016-04-26,-0.01335851440692526
2016-04-27,0.0052548288274940624
2016-04-28,0.00796697533208679
2016-04-29,-0.009209160184140863
2016-05-02,-0.010270618903110318
2016-05-03,-0.0039139489648913894
2016-05-04,0.011280645377871767
2016-05-05,-0.004719533951583532
2016-05-06,-0.0033450837560078384
2016-05-09,0.0009768585659908346
2016-05-10,0.014812943166644388
2016-05-11,0.00041226714668729514
2016-05-12,-0.0006871024245773683
2016-05-13,-0.024349023794916658
2016-05-16,0.007716670323290931
2016-05-17,-0.0035002117661542265
2016-05-18,-0.025137883135053052
2016-05-19,0.006022300548485404
2016-05-20,0.004991080232734646
2016-05-23,0.004258434125634647
2016-05-24,-0.0005666480988999467
2016-05-25,-0.0031228814599284505
2016-05-27,0.003264493225482834
2016-05-30,-0.005257157589548367
2016-05-31,-0.028170606904623696
2016-06-01,0.0032182762526478115
2016-06-02,0.011327243958871414
2016-06-03,0.0008661672373531104
2016-06-06,-0.005933035213514959
2016-06-07,-0.013148415951325099
2016-06-08,-0.010941958440413568
2016-06-09,-0.0038730999591556348
2016-06-10,-0.015795856768741068
2016-06-13,0.04795944489652282
2016-06-14,-0.01587890785251833
2016-06-15,0.025229630336047304
2016-06-16,0.007702202709001238
2016-06-17,0.005949784059423813
2016-06-20,0.014443207257397006
2016-06-21,0.02148554412098136
2016-06-22,-0.03296684228275426
2016-06-23,0.022144139803284002
2016-06-24,-0.016667083994636567
2016-06-27,-0.018945828674596932
2016-06-28,0.0004281297319508326
2016-06-29,0.011631209093056594
2016-06-30,0.002816565357425471
2016-07-01,-0.01988436885817002
2016-07-04,-0.009512706262772674
2016-07-05,0.00491197072853522
2016-07-06,-0.0033204272617295416
2016-07-07,0.008064663904360891
2016-07-08,0.014665548785522287
2016-07-11,0.007883894026977423
2016-07-12,0.0019613593356595516
2016-07-13,-0.021932352054677473
2016-07-14,0.017443431063934423
2016-07-15,0.0021068376049915294
2016-07-18,0.0135165012234717
2016-07-19,0.006208991522138163
2016-07-20,0.0049396001184836
2016-07-21,-0.0031530591936967944
2016-07-22,0.00506748335395768
2016-07-25,-0.005479346995219014
2016-07-26,-0.0055097707279374575
2016-07-27,0.012627339604307952
2016-07-28,0.0061185791150153435
2016-07-29,0.003653487749976758
2016-08-01,-0.02350498154516112
2016-08-02,-0.004712496428355362
2016-08-03,-0.0144128120815612
2016-08-04,0.0105154440003834
2016-08-05,0.017146231604820983
2016-08-08,0.014428070810722726
2016-08-09,-0.007868617180907034
2016-08-10,-0.01440463430401051
2016-08-11,0.03835934480209424
2016-08-12,0.002921276693633512
2016-08-15,0.020083422367326964
2016-08-16,0.01688086587189952
2016-08-17,0.01004381666098908
2016-08-18,-0.012732564308025385
2016-08-19,-0.0019434306507828403
2016-08-22,-0.01911550864641587
2016-08-23,-0.0014551831306466312
2016-08-24,-0.009309568797129408
2016-08-25,-0.006972399471763424
2016-08-26,-0.001616059001859682
2016-08-29,0.016042989376581218
2016-08-30,-0.005319041952465575
2016-08-31,-0.007628911190483922
2016-09-01,-0.02214310607574932
2016-09-02,0.0
2016-09-05,0.0005492872067116572
2016-09-06,0.0038364319641930322
2016-09-08,0.010611081997002003
2016-09-09,-0.036658589519298346
2016-09-12,0.007830155833891794
2016-09-13,-0.0112044243559839
2016-09-14,-0.004658914266082892
2016-09-15,0.005362856044880626
2016-09-16,-0.01703394219471477
