date,value
2018-01-31,152911.0
2018-02-28,154196.0
2018-03-31,148533.0
2018-04-30,151442.0
2018-05-31,143031.0
2018-06-30,154554.0
2018-07-31,198282.0
2018-08-31,201522.0
2018-09-30,152397.0
2018-10-31,173765.0
2018-11-30,181340.0
2018-12-31,139673.0
2019-01-31,178252.0
2019-02-28,139382.0
2019-03-31,144556.0
2019-04-30,151605.0
2019-05-31,165067.0
2019-06-30,144903.0
2019-07-31,194833.0
2019-08-31,182408.0
2019-09-30,179438.0
2019-10-31,186888.0
2019-11-30,156755.0
2019-12-31,138064.0
2020-01-31,178348.0
2020-02-29,146834.0
2020-03-31,161059.0
2020-04-30,127555.0
2020-05-31,143403.0
2020-06-30,114887.0
2020-07-31,126414.0
2020-08-31,123218.0
2020-09-30,135448.0
2020-10-31,138449.0
2020-11-30,154012.0
2020-12-31,200601.0
2021-01-31,172974.0
2021-02-28,164699.0
2021-03-31,247191.0
2021-04-30,168442.0
2021-05-31,182739.0
2021-06-30,211152.0
2021-07-31,189029.0
2021-08-31,212456.0
2021-09-30,216405.0
2021-10-31,212255.0
2021-11-30,224722.0
2021-12-31,214412.0
2022-01-31,207990.0
2022-02-28,196662.0
2022-03-31,230363.0
2022-04-30,217198.0
2022-05-31,256803.0
2022-06-30,250882.0
2022-07-31,255402.0
2022-08-31,279043.0
2022-09-30,276830.0
2022-10-31,249675.0
2022-11-30,230635.0
2022-12-31,235269.0
2023-01-31,213644.0
2023-02-28,184156.0
2023-03-31,230716.0
2023-04-30,199353.0
2023-05-31,226430.0
2023-06-30,205706.0
2023-07-31,209150.0
2023-08-31,225145.0
2023-09-30,204357.0
2023-10-31,212190.0
2023-11-30,200899.0
2023-12-31,203646.0
2024-01-31,213989.0
2024-02-29,192005.0
2024-03-31,216066.0
2024-04-30,228445.0
2024-05-31,229269.0
2024-06-30,233481.0
2024-07-31,241019.0
2024-08-31,251756.0
2024-09-30,241536.0
2024-10-31,262886.0
2024-11-30,219910.0
2024-12-31,209713.0
2025-01-31,241950.0
2025-02-28,241060.0
2025-03-31,217786.0
2025-04-30,231481.0
2025-05-31,236686.0
2025-06-30,239261.0
2025-07-31,259962.0
2025-08-31,243766.0
2025-09-30,281812.0
2025-10-31,257531.0
2025-11-30,232834.0
2025-12-31,223497.0
2026-01-31,217650.0
