date,value
2018-01-31,204424.0
2018-02-28,203179.0
2018-03-31,232545.0
2018-04-30,225790.0
2018-05-31,221289.0
2018-06-30,226889.0
2018-07-31,251090.0
2018-08-31,245333.0
2018-09-30,216744.0
2018-10-31,247822.0
2018-11-30,236057.0
2018-12-31,224465.0
2019-01-31,210645.0
2019-02-28,184605.0
2019-03-31,202821.0
2019-04-30,218007.0
2019-05-31,232104.0
2019-06-30,206744.0
2019-07-31,232152.0
2019-08-31,226902.0
2019-09-30,229557.0
2019-10-31,222676.0
2019-11-30,204746.0
2019-12-31,217303.0
2020-01-31,178376.0
2020-02-29,180108.0
2020-03-31,210612.0
2020-04-30,196176.0
2020-05-31,194129.0
2020-06-30,197464.0
2020-07-31,215125.0
2020-08-31,195322.0
2020-09-30,202407.0
2020-10-31,199073.0
2020-11-30,197172.0
2020-12-31,216082.0
2021-01-31,177559.0
2021-02-28,187857.0
2021-03-31,273153.0
2021-04-30,285270.0
2021-05-31,287453.0
2021-06-30,318063.0
2021-07-31,284019.0
2021-08-31,300358.0
2021-09-30,271743.0
2021-10-31,254793.0
2021-11-30,234699.0
2021-12-31,279495.0
2022-01-31,230195.0
2022-02-28,265523.0
2022-03-31,331807.0
2022-04-30,323937.0
2022-05-31,332163.0
2022-06-30,367962.0
2022-07-31,333614.0
2022-08-31,344655.0
2022-09-30,336644.0
2022-10-31,309369.0
2022-11-30,320111.0
2022-12-31,308946.0
2023-01-31,269856.0
2023-02-28,248044.0
2023-03-31,369034.0
2023-04-30,313881.0
2023-05-31,365185.0
2023-06-30,335615.0
2023-07-31,321967.0
2023-08-31,353486.0
2023-09-30,326522.0
2023-10-31,337218.0
2023-11-30,317586.0
2023-12-31,333527.0
2024-01-31,315006.0
2024-02-29,273048.0
2024-03-31,319691.0
2024-04-30,346991.0
2024-05-31,341440.0
2024-06-30,328500.0
2024-07-31,351460.0
2024-08-31,327466.0
2024-09-30,322869.0
2024-10-31,337108.0
2024-11-30,318082.0
2024-12-31,297463.0
2025-01-31,298707.0
2025-02-28,270747.0
2025-03-31,331795.0
2025-04-30,342254.0
2025-05-31,339445.0
2025-06-30,330916.0
2025-07-31,369030.0
2025-08-31,335087.0
2025-09-30,349443.0
2025-10-31,361023.0
2025-11-30,323679.0
2025-12-31,371151.0
2026-01-31,302909.0
