as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2023-01-02,zeus_10000,Zeus,10000.0,balanced,82c3ab77-e52d-4ca1-807d-5adb6446d3a6,BTC-USD,buy,1400.0000000000002,historical_zeus_balanced
2023-01-02,zeus_10000,Zeus,10000.0,balanced,20a871cf-fc9a-4ef0-b796-988b82960e50,ETH-USD,buy,500.0,historical_zeus_balanced
2023-01-02,zeus_10000,Zeus,10000.0,balanced,5f5061a5-a71c-4ec7-9808-42d102b122fe,ITUB4.SA,buy,1000.0,historical_zeus_balanced
2023-01-02,zeus_10000,Zeus,10000.0,balanced,dff33f83-963b-477a-bc57-9b550059209d,PETR4.SA,buy,1500.0,historical_zeus_balanced
2023-01-04,zeus_10000,Zeus,10000.0,balanced,409b6b2e-10cf-483e-b0b8-8d8b87caa796,PETR4.SA,buy,109.99670573692765,historical_zeus_balanced
2023-01-12,zeus_10000,Zeus,10000.0,balanced,f9a31ccd-a4c9-4011-8dd4-c5b407675092,BTC-USD,sell,139.4282655158272,historical_zeus_balanced
2023-01-16,zeus_10000,Zeus,10000.0,balanced,335cd324-c213-4176-bb08-ffaf295d393c,BTC-USD,sell,144.90675081339168,historical_zeus_balanced
2023-01-16,zeus_10000,Zeus,10000.0,balanced,4e2c3bf1-cc14-4efb-bc0e-40f79c3c2195,ETH-USD,sell,121.87633987217555,historical_zeus_balanced
2023-01-18,zeus_10000,Zeus,10000.0,balanced,39348f31-24bd-407a-a300-2036d6ac63e9,PETR4.SA,sell,103.06800981175502,historical_zeus_balanced
2023-01-24,zeus_10000,Zeus,10000.0,risk_on,617336e6-c024-472b-abe7-651fea8aa624,BTC-USD,buy,574.7654626042449,historical_zeus_risk_on
2023-01-24,zeus_10000,Zeus,10000.0,risk_on,c64d0b9d-8b08-4abf-ae53-44f549a13092,ETH-USD,buy,340.60169389311227,historical_zeus_risk_on
2023-01-24,zeus_10000,Zeus,10000.0,risk_on,26cc20b7-0e87-45ef-a3b8-044ca599c1a4,ITUB4.SA,sell,151.52651963915105,historical_zeus_risk_on
2023-01-24,zeus_10000,Zeus,10000.0,risk_on,1634afa0-681e-49c7-9999-b10d139ff0c7,PETR4.SA,sell,372.13050997461255,historical_zeus_risk_on
2023-02-03,zeus_10000,Zeus,10000.0,opportunistic,06900182-2084-4054-bfbe-af158a881a79,BTC-USD,buy,359.5180783788055,historical_zeus_opportunistic
2023-02-03,zeus_10000,Zeus,10000.0,opportunistic,ff3ebebf-1934-46a3-a02a-84b474e06ac5,ETH-USD,buy,157.8253256157484,historical_zeus_opportunistic
2023-02-03,zeus_10000,Zeus,10000.0,opportunistic,ef3be06a-5b20-4858-b9e5-cfe6c0794298,ITUB4.SA,sell,211.60030057792915,historical_zeus_opportunistic
2023-02-03,zeus_10000,Zeus,10000.0,opportunistic,9f645b05-d271-431a-9cf0-1996141106a0,PETR4.SA,buy,111.9191675299769,historical_zeus_opportunistic
2023-02-09,zeus_10000,Zeus,10000.0,opportunistic,2e2fae4b-bbec-4740-b8ad-6fd794098826,BTC-USD,buy,146.32266497693354,historical_zeus_opportunistic
2023-02-13,zeus_10000,Zeus,10000.0,opportunistic,448200b6-8284-493f-a50a-4ab94262a37a,PETR4.SA,sell,134.9350462752393,historical_zeus_opportunistic
2023-02-14,zeus_10000,Zeus,10000.0,balanced,a390a353-66a6-4da0-a03f-f977c3b532ea,BTC-USD,sell,1098.0768026455446,historical_zeus_balanced
2023-02-14,zeus_10000,Zeus,10000.0,balanced,9abbc462-d95e-4057-ac2b-f2d1a1a1c0b4,ETH-USD,sell,471.7324520018767,historical_zeus_balanced
2023-02-14,zeus_10000,Zeus,10000.0,balanced,8facc792-adf5-485d-88e3-8b7fa69e1346,ITUB4.SA,buy,388.1928206222382,historical_zeus_balanced
2023-02-14,zeus_10000,Zeus,10000.0,balanced,93e5b300-2d53-4e03-8250-833106afa9b1,PETR4.SA,buy,331.4806699727053,historical_zeus_balanced
2023-02-15,zeus_10000,Zeus,10000.0,balanced,048e8b97-615e-4fd7-8d88-a07e55f69f56,BTC-USD,sell,121.34926781765057,historical_zeus_balanced
2023-02-21,zeus_10000,Zeus,10000.0,opportunistic,a49e0b5d-4c09-4c68-bc20-c7da3a60af91,BTC-USD,buy,1083.5311525829172,historical_zeus_opportunistic
2023-02-21,zeus_10000,Zeus,10000.0,opportunistic,735b474e-ac23-4c99-8316-11669160493b,ETH-USD,buy,517.7699604415405,historical_zeus_opportunistic
2023-02-21,zeus_10000,Zeus,10000.0,opportunistic,0b09af02-3fd1-4bd1-abb2-5cf952ba36e9,ITUB4.SA,sell,426.3019995055595,historical_zeus_opportunistic
2023-02-21,zeus_10000,Zeus,10000.0,opportunistic,6b03b380-4a47-44c5-803e-c25bf25a5119,PETR4.SA,sell,280.39115901575246,historical_zeus_opportunistic
2023-02-28,zeus_10000,Zeus,10000.0,balanced,de408790-1ff8-4e98-a508-0ac86d5c4ef4,BTC-USD,sell,982.9263212606979,historical_zeus_balanced
2023-02-28,zeus_10000,Zeus,10000.0,balanced,5e668441-0117-4b07-8e15-ecefbf78eeb1,ETH-USD,sell,521.1164961363733,historical_zeus_balanced
2023-02-28,zeus_10000,Zeus,10000.0,balanced,65c832c2-f917-4802-9ca1-c671b9cc6d5b,ITUB4.SA,buy,450.42256824851063,historical_zeus_balanced
2023-02-28,zeus_10000,Zeus,10000.0,balanced,b4e99fa9-bd1f-442b-95da-77a47e220093,PETR4.SA,buy,306.58066928258404,historical_zeus_balanced
2023-03-07,zeus_10000,Zeus,10000.0,risk_on,0efacca9-e20a-428e-af2a-09704379a77f,BTC-USD,buy,678.190270093826,historical_zeus_risk_on
2023-03-07,zeus_10000,Zeus,10000.0,risk_on,b9e28981-1c40-439e-aaab-f5794f88622a,ETH-USD,buy,325.32732565813774,historical_zeus_risk_on
2023-03-07,zeus_10000,Zeus,10000.0,risk_on,c786ec9e-38f7-4537-94d6-58d5cd4f7050,ITUB4.SA,sell,198.99374052343728,historical_zeus_risk_on
2023-03-07,zeus_10000,Zeus,10000.0,risk_on,322d77d8-0816-4f27-a497-1bd578420909,PETR4.SA,sell,322.419669312995,historical_zeus_risk_on
2023-03-09,zeus_10000,Zeus,10000.0,risk_on,a21943f6-fe72-4a35-a509-0e3a4c72c811,BTC-USD,buy,122.87730393498464,historical_zeus_risk_on
2023-03-13,zeus_10000,Zeus,10000.0,balanced,dd95e9fa-e5bb-4f7d-ae65-5ca5a19b14ae,BTC-USD,sell,934.5341761961963,historical_zeus_balanced
2023-03-13,zeus_10000,Zeus,10000.0,balanced,19d7ac79-bc78-487b-b222-dd09198432fa,ETH-USD,sell,367.49642781099294,historical_zeus_balanced
2023-03-13,zeus_10000,Zeus,10000.0,balanced,12fd4aa7-59b7-4c66-ba75-e9e102379564,ITUB4.SA,buy,253.6984624080535,historical_zeus_balanced
2023-03-13,zeus_10000,Zeus,10000.0,balanced,c090c97b-d800-4747-bab2-ceb0e963508d,PETR4.SA,buy,393.0662334986732,historical_zeus_balanced
2023-03-15,zeus_10000,Zeus,10000.0,risk_on,576a74bb-7eff-47b9-8254-1a09fa7842dd,BTC-USD,buy,614.8495481996358,historical_zeus_risk_on
2023-03-15,zeus_10000,Zeus,10000.0,risk_on,eb5d21f4-9863-4937-a2a5-a94dd7eeb617,ETH-USD,buy,322.26544952363156,historical_zeus_risk_on
2023-03-15,zeus_10000,Zeus,10000.0,risk_on,ceb89010-2d56-4a6d-84e2-1f9848cc7900,ITUB4.SA,sell,206.1283130817436,historical_zeus_risk_on
