date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2024-01-02,2024-01-02,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,4,4,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2024-01-03,2024-01-03,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2024-01-04,2024-01-04,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,4,4,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-05,2024-01-05,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-08,2024-01-08,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-09,2024-01-09,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-10,2024-01-10,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-11,2024-01-11,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-12,2024-01-12,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-15,2024-01-15,zeus_10000,Zeus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural. | Tickers sem preço válido caíram para caixa: SHY"
2024-01-16,2024-01-16,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,4,4,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2024-01-17,2024-01-17,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2024-01-18,2024-01-18,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2024-01-19,2024-01-19,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2024-01-22,2024-01-22,zeus_10000,Zeus,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
