date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2023-01-02,2023-01-02,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,4,4,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-03,2023-01-03,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-04,2023-01-04,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-05,2023-01-05,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-06,2023-01-06,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-09,2023-01-09,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-10,2023-01-10,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-11,2023-01-11,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-12,2023-01-12,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-13,2023-01-13,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-16,2023-01-16,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,2,2,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-17,2023-01-17,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,0,0,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
2023-01-18,2023-01-18,zeus_10000,Zeus,10000.0,balanced,stable,0.625,0.25,equilibrio,1,1,"PETR4.SA,BTC-USD,ITUB4.SA,ETH-USD","{""BTC-USD"": 0.14, ""CASH-BRL"": 0.56, ""ETH-USD"": 0.05, ""ITUB4.SA"": 0.1, ""PETR4.SA"": 0.15}","Sem gatilho forte; fica em balanced. | Tickers sem preço válido caíram para caixa: SPY,VALE3.SA,SHY"
