as_of_date,scenario_id,alias,capital_brl,market_state,ticket_id,ticker,side,notional_brl,reason
2023-01-02,hermes_1000,Hermes,1000.0,balanced,c4b99fdf-0421-4f08-b62b-91d8c3964373,BTC-USD,buy,240.0,historical_hermes_balanced
2023-01-02,hermes_1000,Hermes,1000.0,balanced,09b30007-e5b0-48c3-b20d-2432a40ec112,ETH-USD,buy,140.0,historical_hermes_balanced
2023-01-24,hermes_1000,Hermes,1000.0,risk_on,e5587d3a-2c10-48e3-9970-4cd68cd26e98,SOL-USD,buy,179.8846023442859,historical_hermes_risk_on
2023-02-03,hermes_1000,Hermes,1000.0,opportunistic,52af3bda-b58f-459b-b58e-383ffcbba301,BTC-USD,buy,127.8325117662576,historical_hermes_opportunistic
2023-02-14,hermes_1000,Hermes,1000.0,balanced,c1a490dd-e500-46b6-b254-2fe22f417b5c,BTC-USD,sell,175.92539446659447,historical_hermes_balanced
2023-02-21,hermes_1000,Hermes,1000.0,opportunistic,67d5285b-fa19-4fc3-9934-203740ef99db,BTC-USD,buy,174.9220953300267,historical_hermes_opportunistic
2023-02-28,hermes_1000,Hermes,1000.0,balanced,9ddf10d6-7102-41a2-89ce-f9077b760a10,BTC-USD,sell,175.0771599428735,historical_hermes_balanced
2023-03-07,hermes_1000,Hermes,1000.0,risk_on,29865e68-94fa-491a-a906-06d047883063,BTC-USD,buy,111.94048210336177,historical_hermes_risk_on
2023-03-13,hermes_1000,Hermes,1000.0,balanced,8092dafb-ad3a-4944-9079-c1738a9ed44c,BTC-USD,sell,128.89430160510386,historical_hermes_balanced
2023-03-15,hermes_1000,Hermes,1000.0,risk_on,c8ae3875-3f36-49ba-a410-e75a3ffa1e97,BTC-USD,buy,107.22284499543713,historical_hermes_risk_on
2023-04-14,hermes_1000,Hermes,1000.0,balanced,a4bc8118-f180-4ea2-8dbf-787012d76250,BTC-USD,sell,162.26637027362256,historical_hermes_balanced
2023-04-19,hermes_1000,Hermes,1000.0,risk_on,0d3cb8a1-26b8-4d33-bc95-c7b0b99caf10,BTC-USD,buy,129.9482406558197,historical_hermes_risk_on
